iteration 	 stepSize
0	0.2
1	0.21000000000000002
2	0.22050000000000003
3	0.23152500000000004
4	0.23152500000000004
5	0.21994875000000003
6	0.21994875000000003
7	0.2089513125
8	0.198503746875
9	0.18857855953125
10	0.1791496315546875
11	0.17019214997695312
12	0.16168254247810546
13	0.16168254247810546
14	0.15359841535420019
15	0.14591849458649017
16	0.13862256985716565
17	0.13169144136430735
18	0.13169144136430735
19	0.125106869296092
20	0.11885152583128739
21	0.11290894953972301
22	0.10726350206273685
23	0.10190032695960001
24	0.09680531061162001
25	0.091965045081039
26	0.08736679282698705
27	0.08299845318563769
28	0.07884853052635579
29	0.074906104000038
30	0.07116079880003609
31	0.06760275886003428
32	0.06422262091703256
33	0.06101148987118092
34	0.05796091537762187
35	0.05506286960874077
36	0.05230972612830373
37	0.04969423982188854
38	0.04969423982188854
39	0.04720952783079411
40	0.0448490514392544
41	0.04260659886729168
42	0.04047626892392709
43	0.03845245547773073
44	0.036529832703844196
45	0.034703341068651986
46	0.032968174015219384
47	0.03131976531445841
48	0.029753777048735486
49	0.02826608819629871
50	0.026852783786483776
51	0.025510144597159584
52	0.024234637367301602
53	0.024234637367301602
54	0.02302290549893652
55	0.02302290549893652
56	0.021871760223989692
57	0.020778172212790207
58	0.020778172212790207
59	0.019739263602150694
60	0.018752300422043157
61	0.018752300422043157
62	0.017814685400941
63	0.017814685400941
64	0.017814685400941
65	0.016923951130893948
66	0.016923951130893948
67	0.016923951130893948
68	0.016923951130893948
69	0.01607775357434925
70	0.01607775357434925
71	0.01607775357434925
72	0.01607775357434925
73	0.015273865895631785
74	0.014510172600850196
75	0.014510172600850196
76	0.014510172600850196
77	0.014510172600850196
78	0.014510172600850196
79	0.013784663970807685
80	0.013784663970807685
81	0.0130954307722673
82	0.012440659233653934
83	0.012440659233653934
84	0.011818626271971238
85	0.011818626271971238
86	0.011818626271971238
87	0.011818626271971238
88	0.011818626271971238
89	0.011227694958372674
90	0.01066631021045404
