origin 	 dest 	 flow 	 cost
21662	42276	2417	1.50900422
21663	17264	176	2.139709269
21663	21557	11	2.000000039
21663	40545	28	15.78476
21664	10180	0	0.946487
21664	15112	3877	1.013323834
21664	21616	17	0.385507012
21665	384	2938	3.36480554
21665	27154	1319	2.002327528
21665	34489	5523.584792	1.809469322
21665	44001	390	1.122569146
21666	15360	0	1.786185
21666	43184	0	1.621347
21667	12642	1855	0.182490144
21667	22841	107	0.128111246
21668	6580	1009	2.126875575
21668	12607	81	0.811090038
21668	33799	3150	0.71171043
21669	32318	21871	0.461428538
21669	40735	0	3.072928
21669	42998	554	0.190655047
21670	22135	1636	0.254167579
21670	37425	1158	0.289679466
21671	18393	0	2
21671	19351	0	2
21672	3731	20825.51255	3.689048491
21672	13478	15685	4.781708801
21672	16133	21778	0.407004593
21673	18318	30817.85901	2.572280511
21673	22053	53299	0.361773331
21673	23911	142261.9143	0.047221478
21673	27956	50656.02369	0.22327811
21673	32439	0	2
21673	38908	0	0.69004
21674	3852	4545	2.666661237
21674	19188	170524.4005	0.233743873
21674	35954	108035.8639	0.075100873
21675	11162	56330	2.362197974
21675	16083	6059	0.164601386
21675	20741	34190.68719	1.214401953
21675	25769	70184.46554	0.783329853
21676	6500	0	2
21676	15568	0	2
21677	17357	0	2
21677	20839	0	2
21678	31089	0	2
21678	42593	550.8696042	2.000271673
21679	8111	404	0.158050018
21679	24675	149	2.000145023
21679	24793	13844.26595	0.600172226
21680	9771	0	0.021238
21680	27743	0	0.021161
21681	13195	44064	0.037158549
21681	29022	76257.14824	0.253953262
21682	5306	19	2.000002358
21682	8252	98	2.000062736
21682	27345	0	2
21683	15009	0	5.120598
21684	1453	4833	1.52910677
21684	1456	3979	1.386101447
21684	1459	2987	1.007746168
21684	20198	6625	1.01235695
21684	32405	4558	1.561761201
21684	40138	39517	0.900865561
21684	41611	36940	0.584000161
21685	14289	821	3.373838133
21685	26903	10109.77054	3.725950073
21686	3286	10999	4.792865007
21686	6444	30357.43308	1.779154515
21686	21504	41467.79571	0.532879732
21686	23256	38327.56692	4.49594523
21686	34310	54196.77103	2.234661841
21687	3071	1600	0.893451035
21687	3077	10246	2.201976247
21687	8427	10905.88513	1.515626942
21687	8846	1508	0.393232923
21687	14416	7392	0.976035569
21687	17927	1869	1.583636558
21687	24657	0	3.223065
21688	7975	6496	1.608774824
21688	9311	5153	0.77797114
21689	1594	321	0.749187001
21689	12590	3942	1.068589639
21689	18135	6293	0.402463099
21689	22693	4084	0.253990322
21690	2153	8387	8.631082451
21690	8097	36782	0.605015723
21690	28316	0	5.829548
21690	36068	32745.97056	1.540074629
21691	27533	0	2
21691	33809	0	2
21692	1407	165	1.729549
21692	21987	5048	0.092409378
21692	42871	3537	2.030766417
21693	31662	0	0.101567
21693	40772	0	5.315527
21694	11988	193	1.668632233
21694	27864	107	0.966950882
21695	3025	106	2.665159
21695	35536	1074	0.657701676
21695	36708	1157	0.221913569
21696	9636	9460	2.525869268
21696	28030	240	0.39529166
21696	43916	36	1.201004188
21697	5307	7066.212219	0.146143051
21697	21517	14653	1.668373275
21698	11380	0	2
21698	31072	0	2
21699	2664	0	11.747537
21699	13362	0	2.733621
21699	13556	0	2.638908
21700	12219	345	0.371289707
21700	39530	0	2
21700	43901	5154	1.913660545
21701	3517	8366	4.385088805
21701	25255	9304.906384	0.748897251
21701	31198	11706	2.30688363
21701	32587	13332.27987	4.491006392
21701	35601	263	2.000049606
21702	25611	761	0.500910587
21702	39708	111	0.091746191
21703	7097	523	4.709380552
21703	20088	13156	1.665595199
21703	35802	6516	0.194863436
21704	9701	1244	4.784919503
21704	18835	2954	0.114253276
21705	2975	0	7.760406
21705	5669	0	4.144372
21705	6999	2	0.076749
21706	36207	0	4.406517
21706	44109	0	5.157308
21707	2624	21138	0.612772195
21707	4876	4722.81028	0.299863788
21707	40912	22749	1.226170803
21708	6568	1594	1.190529792
21708	37866	9849	0.062194708
21709	588	2638	2.961732371
21709	604	867	3.766077036
21709	7700	3806	2.079114911
21709	11541	513	2.703583415
21709	18570	2212.625663	0.768108302
21709	34335	105023.3851	2.175527278
21709	43464	49867	2.415868644
21710	6601	2599	0.230043639
21710	16254	13897	0.262362278
21711	21075	70	4.493595533
21711	24543	4074	0.669420133
21711	25624	3119	0.477545124
21712	391	784	4.370012034
21712	10049	2785	2.296852917
21712	37527	108	4.120843663
21713	38485	0	2
21713	41841	0	2
21714	17339	0	3.114347
21714	43810	0	0.31419
21715	713	0	6.20651
21715	16127	0	1.920139
21715	29949	0	2.989949
21716	8209	19	2.334049084
21716	12558	2070	3.458779394
21716	13049	378	3.622156974
21716	17656	910	3.66735956
21717	7099	4765	0.109843241
21717	20631	32244.49108	0.469521524
21718	2603	11283	2.451567682
21718	16385	10179	0.250449556
21718	28064	13895.63889	0.158885494
21718	34881	451	0.427728076
21719	27491	2987	0.05265231
21719	41742	21443.00668	0.919368343
21720	24043	1386	0.085246778
21720	35547	255	1.321045666
21720	43633	250	0.147363371
21721	5712	9924	0.188884851
21721	16600	5035	3.548142463
21721	35806	478	2.457446441
21722	19657	811	9.462756331
21722	19965	6608	0.258555571
21722	24842	1121	6.789916529
21723	6131	27	0.089840007
21723	42994	626	0.988153155
21724	2470	2322	3.797395354
21724	24122	303	3.915796424
21724	33773	0	3.788491
21724	43379	15387	1.398464393
21725	10561	5801	0.069023911
21725	11486	6968.543437	2.253649134
21725	23070	0	1.531585
21726	15915	452	1.716257144
21726	37079	249	0.012977518
21727	1208	1218	2.504341053
21727	27971	4441	0.787558441
21727	34768	19102	0.747873339
21727	38644	1005	2.5023688
21728	28242	0	2
21728	42429	0	2
21729	22939	2157	4.523082956
21729	34966	188	4.892197133
21729	43767	298	0.177746769
21730	23238	3941	3.1648232
21730	29706	0	3.213883
21730	35387	902	0.285054949
21731	24993	650.6495092	2.626580816
21731	28109	1189	5.391495056
21731	43927	70	2.51396549
21732	32915	15801	0.367831828
21732	38024	7329	0.088623953
21733	38561	8	0.174086016
21733	40221	1989	5.374523908
21734	5021	0	0.196184
21734	12231	0	0.122967
21735	14765	307	0.330823265
21735	43736	729	4.285398724
21736	23663	1649	1.123342335
21736	34952	52758.53259	0.180328942
21736	42339	57177.78768	2.819246427
21737	5033	0	5.546639
21737	9558	2157.066491	3.142180036
21737	26195	2388.933509	1.034619011
21738	1962	80	6.004682
21738	18005	124	4.316302617
21738	33707	1859	2.342629328
21739	23287	0	1.385489
21739	41547	0	0.960119
21740	3609	11808	1.240263877
21740	34343	6230	0.924748787
21740	40465	7524.040982	1.210690729
21740	40940	396	1.616531871
21741	31697	10112	0.597625471
21741	37543	41203.80965	0.383868153
21742	24327	99615	0.191370847
21742	30573	74952	0.447746111
21743	24679	220	0.33641071
21743	26085	0	0.243499
21743	29275	1133	0.235711808
21744	22593	17561	0.030620937
21744	38167	38539.25067	0.219097571
21745	20510	10607.17998	17.06611295
21745	33509	1087	0.442733451
21746	2711	327	2.000081864
21746	22523	593	2.002297063
21747	3049	318	1.482226001
21747	28333	2	7.99451506
21747	43617	4797	0.399681628
21748	125	288	58.39090304
21748	16933	0	2.690071
21748	19018	0	0.110346
21749	21131	161	0.523171567
21749	25100	883.6260269	3.45878681
21750	26528	0	2
21750	37833	0	2
21751	26403	8622	2.79669351
21751	43809	130	2.660384434
21752	12446	7469	4.002316077
21752	20793	179	0.187675175
21752	27696	1465	1.666464166
21752	33710	471	4.277286856
21753	194	7661	1.570807283
21753	17903	1332	1.713728906
21753	27870	398	2.345066699
21754	9560	0	2.250377
21754	28799	23	0.467657467
21755	27388	26	0.069662005
21755	37589	443	4.935556363
21756	14163	31	5.787717102
21756	24813	687	0.156185411
21757	17797	2374	2.008993684
21757	43473	409	2.000157505
21758	5898	4588	1.097311128
21758	19933	3039	0.278096073
21759	30769	984	4.999601476
21759	36489	3557	1.000763595
21760	1934	11455	1.008192697
21760	5949	870	0.948312252
21760	7047	15910	2.95881031
21760	17262	6684	1.777155333
21760	37379	9074	0.982777597
21761	35442	30843.07868	3.272569181
21761	37131	12251.47113	0.017025669
21762	29197	654	1.705922302
21762	32296	544	3.45353174
21762	43626	621	2.002519107
21763	21916	19	2.000002358
21763	29112	193	2.000027997
21764	3126	634	0.975708005
21764	33118	13	0.279147
21764	40238	2706	2.056581858
21765	12717	114665	1.315364697
21765	34269	13147	0.174986984
21766	13370	1852	0.851008202
21766	14596	1915	0.383963489
21766	19540	206	0.209877104
21766	42635	1403	1.615531158
21767	12340	363	0.209792982
21767	17280	0	0.171765
21767	32989	2585	0.288706402
21767	36684	11601	0.237201772
21768	923	0	2.148022
21768	27436	16734.0316	10.12078176
21768	40315	305	1.212597642
21769	39420	462	0.424573535
21769	41920	358	0.394663169
21770	27944	1928.765426	11.32275176
21770	30803	3749.734934	2.091846926
21770	31281	1498	4.871020294
21771	8141	3095	0.533706197
21771	25743	1816	0.508698876
21771	27890	1018	5.434005608
21772	6569	37	0.778765011
21772	10244	588	3.186918048
21773	6094	97587.38591	0.056617707
21773	30418	48009	0.710296106
21774	32127	2668	0.067534868
21774	44205	6042	0.124682451
21775	3232	30329	3.510526847
21775	10711	1317	1.349638433
21775	38082	4135	2.028023851
21775	43933	0	3.838413
21776	3031	6670	2.134750257
21776	9036	4025	1.007998816
21776	17568	1201	0.556245304
21776	25545	5575.562131	1.695846672
21777	9429	0	0.092043
21777	23950	0	0.467384
21778	5892	4560	0.758952809
21778	21861	14617.20685	0.421549299
21778	33556	6430.112253	1.177792943
21779	5570	54	1.719338457
21779	9912	0	0.503391
21779	42806	255	2.00042476
21780	27	59491.7154	0.365010168
21780	20700	46133	2.599505486
21780	26434	21832	0.361071796
21781	8670	2443	0.116399481
21781	26536	13788	0.05480113
21781	32124	55676	0.272097411
21782	17962	2371	0.015914863
21782	36763	2364	1.854260644
21783	41160	0	0.267783
21784	30537	1015	0.273345157
21784	40733	141	4.544150404
21785	1516	39	5.779481
21785	27223	415	3.053618686
21785	32277	154	1.154406114
21786	6211	42931.65282	0.457210989
21786	18389	8851	0.369954572
21787	30346	127648.3368	0.683901291
21787	35679	142824.5849	0.497813802
21787	35847	7812.251295	0.945736006
21788	1772	2658	4.290759547
21788	8840	847	3.797065352
21788	22236	834	1.610613368
21789	7363	97935.98273	0.164159495
21789	10853	2402	0.132169304
21789	17122	0	7.732844
21789	27356	32	0.530423063
21790	14506	6397	1.469254697
21790	22704	6910	0.581484706
21791	1698	3554	5.703988417
21791	1700	6135	4.218600679
21791	23511	6348	1.656448288
21791	37113	0	2
21792	32965	1807	0.035006519
21792	37084	11772	0.667038814
21793	12846	8	0.044941
21793	30756	0	2.309178
21794	23946	1207.947623	1.548112363
21794	29454	55	1.081642608
21795	528	8944	0.697690448
21795	24622	4295	0.368580717
21795	30489	863	1.177852369
21795	38929	351	1.827439472
21796	24694	1116	1.604392871
21796	30205	460	0.177246728
21797	4246	8	4.573359
21797	9603	22	8.015480318
21797	26363	9	0.028805
21797	40811	1539	1.208180749
21798	14597	0	2
21798	23539	0	2
21799	14533	0	0.909218
21799	32781	0	0.132514
21800	10374	500	3.67509524
21800	44749	35	0.302201044
21801	23267	418	7.523261284
21801	43082	233	0.160136839
21802	25281	0	2
21802	39305	0	2
21803	1103	0	13.296355
21803	10188	69	1.767706062
21803	28666	1161	0.791631321
21803	42902	0	0.471837
21804	14786	4	2.98258809
21804	35196	5757	3.445449034
21804	35750	7394	0.896301841
21805	4363	37040	3.564767337
21805	21559	78604.06654	2.590353307
21805	37381	10407	1.137446008
21806	2262	36251	1.047718039
21806	20945	0	1.040552
21806	31357	31652	2.078722031
21807	27181	1222	1.582118923
21807	27686	16369	0.5777728
21808	17606	63326.86885	1.121774011
21808	21450	390	2.000993557
21808	23144	8986.239955	2.527496415
21808	42215	5308.035508	5.438674535
21809	2762	208	1.141882
21809	8726	7211	1.414873005
21809	16903	750	0.765002829
21810	16992	1525	2.641609985
21810	21438	137	2.741313048
21810	34384	1476	2.370283713
21810	36531	999	4.531218996
21811	13361	44	8.221637024
21811	31420	17800	0.595807588
21811	31755	1682	0.471650601
21811	32361	2982	2.345055381
21812	20359	0	1.9261
21812	41624	0	18.715034
21812	42946	0	1.355526
21813	4856	26916.47627	3.924818344
21813	15346	890	2.000006333
21813	25707	2494	3.805760974
21813	34775	29682.44577	2.473733671
21814	3586	610	1.369735006
21814	7010	743	1.080156096
21814	7732	8620	2.485375691
21814	28761	56	0.390322754
21815	3589	33	4.216705
21815	19340	602	0.150440256
21815	32905	1471	1.181316803
21816	7888	0	0.033977
21816	16597	0	0.248145
21817	15694	73	1.490681984
21817	23193	234	0.174518023
21818	10297	0	0.424198
21818	31671	5663	2.209486776
21818	33638	28	1.428583466
21819	2096	280	6.662139005
21819	2097	0	9.123577
21819	22742	171	1.71430555
21819	34173	19	2.933958998
21820	375	564	2.392293009
21820	37117	989	7.642298026
21820	44546	166	7.614066705
21821	15518	559	1.069909766
21821	41680	1466	0.145399052
21821	42798	488	0.942002962
21822	11025	49	2.473911204
21822	15842	3975	0.061343393
21822	18219	1262	0.098803217
21823	6394	17681	2.566004813
21823	12162	4032.486311	2.106220733
21823	23776	5517	3.857722879
21824	8870	165	3.742569185
21824	11252	17382	2.164697678
21824	15380	1157	0.78838676
21825	1241	470	5.299821013
21825	20176	180	6.104328044
21825	23174	711	1.383165642
21825	24121	659	5.776488064
21826	32210	0	2.611965
21826	32228	0	0.990159
21827	17586	14222	1.445787177
21827	19911	11	0.014418
21827	39918	677	4.092269823
21828	13976	23983.31264	0.105192462
21828	29029	69729.88345	1.762283755
21829	3556	453	1.086780002
21829	7186	740	2.9642687
21829	18486	452	1.264538655
21830	13028	5483	1.61486887
21830	38178	11912	0.057131977
21831	6881	37734.12973	1.529939661
21831	9756	0	2
21831	25168	0	2
21831	44108	143626.8258	0.18756446
21832	1641	2512	2.765307309
21832	5963	354	2.15754388
21832	17208	261	2.39093064
21832	30805	129	2.453153001
21832	40821	8679	5.610085388
21833	16734	28243.42032	0.31488604
21833	18899	0	0.087186
21833	36558	15995.57926	0.090135779
21833	42225	34586.43769	0.226270651
21833	42511	0	0.142415
21834	27590	299	0.181017689
21834	29600	495	0.923372571
21835	11294	17663.66487	0.118866439
21835	17896	11890	0.306608699
21835	32456	62181.12784	0.30089076
21835	40351	45384.87616	0.260194077
21836	14414	0	2
21836	34712	0	2
21837	40769	316	0.12428757
21837	43364	16297	0.905634854
21837	43537	0	0.015412
21838	21469	1979	0.862919041
21838	26943	2777	2.836861034
21839	44	104289	1.053233614
21839	26771	0	1.429976
21839	34224	55486.58684	1.160241499
21839	38151	3733	2.141927242
21839	44480	25276	0.864675566
21840	121	4636	2.348060075
21840	7647	4463	1.660816761
21840	40515	10987	1.944464661
21841	274	0	6.929853
21841	16296	907	4.39005667
21841	28822	187	4.312633447
21842	2646	6029	2.476987075
21842	11157	55355.72119	0.242596983
21842	37908	10486	1.104049728
21843	17414	3374	0.478272315
21843	23744	535	1.252928843
21843	28587	5758.252912	0.922386364
21844	19149	7148.003511	0.725889808
21844	19924	1811	1.979046945
21844	29809	957	2.001112832
21845	1512	2018	7.460053504
21845	16232	2138.706456	0.324913484
21845	21223	3094	2.995126806
21846	16218	264	2.000455272
21846	25727	4365	0.073115649
21846	34856	1146	1.629868128
21847	2551	34471	1.490557877
21847	17883	3276	0.934542874
21847	23075	19056	0.648563631
21847	24393	10829	1.167429315
21848	1458	8579	0.184606348
21848	15356	4540	1.302902106
21848	15484	10879	0.835633628
21848	20198	7422	0.400370684
21848	41578	5999	1.153390455
21849	7220	8958	0.061068062
21849	24739	1896	1.349906712
21849	35089	15778	1.620141637
21850	10678	0	2
21850	12673	0	2
21851	24342	13114.89574	0.14673524
21851	43959	2649	0.70489061
21852	16865	1249	2.903585982
21852	28254	3	0.102524
21853	20269	420	0.157128995
21853	24523	29	0.928072088
21854	7634	6027.837045	0.719498699
21854	10915	6120.498403	3.079972479
21854	32465	1662.501597	0.070184924
21855	3807	18937	2.428872302
21855	19100	48610.40687	2.157873958
21855	43553	11281.59313	4.978470566
21856	17638	3765	0.088095509
21856	20586	2331	1.071188831
21856	29330	361	1.512420693
21857	19039	1460	0.061008123
21857	26215	2697	0.557773282
21857	37694	896	4.398162508
21858	8113	3	2.537502
21858	19204	1562	0.77322667
21859	10979	1865	0.100785188
21859	28065	177	2.095684787
21860	5358	1259	0.113232936
21860	35217	2665	1.847643151
21861	13731	14617.20685	1.020440694
21861	21778	2823	0.326411974
21861	36646	0	2
21862	8639	35403.52628	2.023516828
21862	22315	17513	1.964475383
21862	44701	36995	2.117094508
21863	18603	83789.92168	0.013315079
21863	44217	146169.8406	0.304861337
21864	14301	11818	1.558682638
21864	20468	49026	0.029170904
21864	21301	18618.73536	1.58291846
21864	24262	83272.79811	0.850994701
21864	30137	0	1.72706
21864	39657	85847.29889	0.49541787
21865	1880	0	8.071548
21865	4786	0	4.907311
21865	4921	17	4.056194113
21866	2173	0	12.331373
21866	23108	8129.08383	2.590418653
21866	27057	6286.281796	2.385811427
21867	31009	21	5.598222
21867	32157	286	1.761719
21868	2169	3398	5.262091179
21868	15355	386	6.898662944
21868	40769	6708.398755	3.762100472
21869	7684	98	6.40395601
21869	8163	553	3.48741531
21869	37225	6960.507071	0.079081926
21870	2013	0	0.979017
21870	9270	214	0.182462606
21870	41988	712	0.26721245
21871	278	260	5.339227003
21871	6939	10801	0.031476211
21871	11828	3974	5.968404883
21871	33051	245	3.920695672
21872	1840	3194	0.997226194
21872	22455	24950.44257	0.543691089
21872	28746	16460	0.687564607
21873	31576	378	2.208581168
21873	32693	0	2.853076
21874	12959	37647.36419	0.027521006
21874	22713	0	0.414984
21875	10462	16122.20764	3.528758852
21875	12310	0	5.117286
21876	10041	549	2.00196883
21876	28435	968	0.379057132
21876	30981	1505	0.184253345
21877	13897	186	0.598684633
21877	40694	22681.39267	3.056732423
21878	11972	509	2.054262768
21878	13645	588	1.092621107
21878	41693	25414.1966	2.722562451
21879	15457	3852	3.163594981
21879	43363	441.4702689	0.024770103
21880	16641	0	0.150551
21880	31896	0	4.209098
21881	22788	12999.83987	2.390563391
21881	38131	0	2
21882	2156	67522.2102	2.485593097
21882	30520	38465	2.406759401
21882	36333	62635.24466	2.648077187
21883	16812	7	0.981085
21883	28987	7003	0.198681159
21883	31875	13333	0.612874479
21884	21599	8152	4.316544294
21884	23031	1555	2.7178732
21884	40319	651	3.203216618
21884	43374	92	4.796235573
21885	1525	4774	2.754300349
21885	6869	10329	1.68393048
21885	7343	3567	2.161152369
21885	29761	310	4.258219751
21886	13723	34097.68074	0.289344136
21886	16091	7192.154186	10.56556822
21886	20450	14456.84581	1.348747429
21886	22859	0	1.425075
21886	28211	31352.86943	0.227223825
21886	29659	14352	0.200882089
21887	6940	157	6.905249043
21887	17592	751	0.624430092
21887	17885	16384.33363	2.46598585
21888	8865	10954.68347	0.570546029
21888	8888	9165	0.920976309
21888	31779	4849	0.228468181
21888	34571	1039	0.705859826
21889	13487	910	0.691791838
21889	22537	6662	1.149824403
21889	25658	4983	0.045532773
21889	28690	2518.548931	0.453474143
21890	1867	0	5.141029
21890	22337	0	0.822644
21890	25886	0	2.636043
21890	41211	0	2
21891	2716	1407	5.595361165
21891	8930	1915	1.14235142
21891	44117	247	0.051124671
21892	8511	462	0.931782687
21892	30747	366	0.197003766
21892	33154	17791	0.819279196
21893	8848	3414	2.24603907
21893	9120	39	0.029054005
21893	43879	2914	0.755027598
21894	9925	11395	2.22934051
21894	24364	29747.55596	0.918135003
21894	35467	34449.6261	0.356159424
21895	1820	1942	3.257801202
21895	7947	147	0.402552447
21895	16603	9440	0.819067251
21895	38606	20	4.623568168
21896	4152	1285	2.195743053
21896	12416	159	1.513118044
21896	20997	133	1.525677406
21896	23104	830	0.551906871
21897	5870	530	6.3732461
21897	8404	46	5.461135502
21897	32312	36	2.444157975
21897	37196	1104	3.071134995
21898	3329	163636.0809	1.833995308
21898	25154	40717	1.828975943
21898	40302	89199.45195	2.559753278
21899	11733	1957	1.196063552
21899	22347	9396.716082	4.598258227
21899	27752	0	1.154528
21899	30680	1502	3.857138254
21900	25697	0	3.090029
21901	12966	0	8.838842
21901	19913	0	7.291605
21901	24136	0	2.486056
21901	28359	0	5.639256
21902	11863	0	0.363088
21902	28966	0	0.323583
21903	3920	3464	0.64139615
21903	24652	19701.62816	3.01622295
21903	28381	10238	2.407620282
21904	6716	732	3.854876779
21904	39247	177	0.36868225
21905	2514	0	8.820711
21905	40588	0	0.919074
21906	471	8707	0.406066792
21906	29721	4728	1.097874807
21906	31757	9794	0.93831887
21907	12893	18092.81109	0.89416806
21907	37451	9853	0.174461542
21908	5707	0	4.566875
21908	10228	9	0.426380065
21908	29742	784	0.310190021
21909	2921	3809	3.531385029
21909	4780	1837	1.217001666
21909	18565	637	2.569055093
21910	28766	1361	3.087736965
21910	37264	4739	1.400025083
21910	42599	839	1.062895357
21911	6640	1320	0.115939423
21911	32403	268	0.313122961
21911	38209	23041.38583	0.468794119
21912	8926	25	0.111905008
21912	39060	53	0.431912165
21913	17149	56149.03354	2.366809924
21913	28395	145328.5629	2.482714844
21913	29457	117447.449	1.324248848
21913	42744	60638	2.679799269
21914	31461	3920	0.354680552
21914	34713	7765	0.263698603
21915	16647	46	0.01509306
21915	24396	944	2.790906431
21916	18328	28	2.00000033
21916	21763	193	2.000027997
21916	35772	90	2.000052911
21917	31449	485.2331029	2.001538028
21917	39720	4	12.11025001
21917	43524	0	16.050463
21918	4940	416	0.098722665
21918	11184	1772	3.942330916
21919	8480	6	2.000000235
21919	22919	0	2
21920	1651	3767	1.100368313
21920	10755	296	0.464909708
21920	28955	0	0.698853
21920	43693	4621	0.610127921
21920	44740	865	0.421902837
21921	4085	5	5.08112
21921	6091	0	0.062324
21921	11042	3	8.354458003
21921	38561	1989	0.403471699
21922	10471	23943.04393	0.120956267
21922	17327	40105.96209	0.88726563
21922	18253	0	0.13257
21922	31992	76156.58853	0.732185844
21923	10505	26227.40953	3.962327731
21923	39070	14428	2.496373096
21924	35675	26729	0.211805931
21924	36467	39489	2.401957768
21925	7378	1475	2.150910961
21925	11768	0	2.596418
21925	12157	827	2.958101814
21925	14744	493	1.756390992
21925	23305	166	0.131185196
21925	43151	58	1.603407174
21926	5008	0	6.821732
21926	38481	9	0.025417001
21927	7075	1272	0.21360758
21927	39583	6870	1.020857829
21928	26233	277	9.61081326
21928	38064	1007	0.279805248
21929	10701	31020	0.157089054
21929	24588	35662.48987	5.115693615
21930	24170	12556	4.697432325
21930	38523	461	3.492048305
21930	38850	0	2
21930	44377	0	3.817089
21931	19526	8354	1.768537806
21931	21313	57242.51428	0.028071219
21932	2858	29084	2.0601144
21932	8589	532	2.001848786
21932	23470	1171	3.046111541
21932	35208	2736	2.577246173
21933	2131	2172	2.634986211
21933	16053	0	3.012905
21933	29015	1774	3.265792122
21933	34411	4359	4.399865443
21933	38590	1216	2.37903803
21934	4491	19375	0.56428293
21934	8594	45829.70061	0.815947243
21934	20262	3630	0.957562946
21934	35124	3445	0.08718813
21935	9958	2722	0.016225376
21935	21378	18123.86333	0.019476449
21936	13998	21798.51805	2.470434041
21936	18637	2661.174146	0.509750469
21937	1844	2835	0.871224129
21937	5711	6977	0.329560452
21937	25035	81077.90443	0.487178432
21937	30925	0	0.558797
21937	34225	440	0.447570672
21938	8754	5	2.000000006
21938	22972	2	2.000000001
21939	22658	70	0.155719113
21939	44529	288	0.011907223
21940	1937	2699	2.703298357
21940	8143	504	3.544607561
21940	42088	10517	0.035133901
21941	7336	0	2
21941	34778	0	0.197502
21941	38233	0	2.214083
21942	13646	12	0.092881001
21942	30229	34	5.900464866
21943	14209	13365	0.664870604
21943	22121	8414	0.381427467
21944	11593	0	1.343165
21944	19663	339	3.134676363
21944	37155	228	1.359086846
21945	3774	19587	1.783595461
21945	36047	261054.1619	0.899655056
21945	42279	104148.9217	0.541308076
21946	9399	0	2
21946	20886	5	0.242951
21946	44104	79	0.182670174
21947	13986	0	0.100435
21947	39727	0	3.107422
21948	9979	455	0.091654778
21948	14385	174	1.306316598
21948	15618	18	0.024420001
21949	988	3	12.232733
21949	15769	8	2.08237201
21949	41101	4	6.381072006
21950	28425	0	0.02885
21951	22910	2503	0.146007088
21951	32036	2365	4.407596078
21952	119	13957	2.307096326
21952	21643	9170	1.877051278
21952	22283	31109.0114	2.653886111
21952	40243	17477	1.834198639
21953	1322	0	4.877892
21953	1323	4927	4.326423279
21953	12329	2462	0.188561495
21953	34985	73	8.676883923
21953	36330	1643	3.259533028
21953	38390	332	17.15911634
21954	12841	21	4.324317597
21954	25374	243	11.85487693
21955	27723	35	3.783752743
21955	39732	1148	0.20384664
21956	306	194	8.276963003
21956	8434	244	2.426856984
21956	36167	1400.84516	1.156732923
21957	18218	345	5.739386935
21957	22954	5154	0.249500534
21958	10360	47448.41833	1.964599635
21958	12490	24311	0.705100375
21958	19943	43249.38973	0.256996893
21959	1519	23	16.728354
21959	13954	31	4.625576513
21959	27940	0	6.390114
21960	2546	43529	1.292022101
21960	21116	28844.22824	0.771463385
21960	43832	4003	1.972244944
21961	34179	0	0.322984
21961	43113	0	0.030566
21962	21524	0	2
21962	41322	0	2
21963	23991	94	3.561322356
21963	37967	619	2.80215078
21963	41573	524	2.550890486
21964	27125	17440.26507	2.601548677
21964	33620	703	0.528159889
21965	12621	47	1.45264842
21965	12937	54	4.109373603
21966	18284	6667	0.431733654
21966	31620	4168	0.021380351
21967	8588	0	0.760374
21967	8945	0	0.077232
21968	2098	1450	14.66862646
21968	13535	2201	4.641173008
21968	20288	3248	8.528764323
21968	29805	0	18.208843
21969	29115	0	2
21969	32301	0	2
21970	38666	749	0.20747884
21970	40764	0	2.172282
21970	43619	18747.08338	2.463331818
21971	32907	0	2
21971	41293	0	0.255531
21972	17350	330	3.049392262
21972	27439	868	4.289044778
21972	44157	51	3.757633436
21973	12891	10522	0.010969246
21973	25607	4711	1.722973892
21974	21326	0	2
21974	24585	64	0.809715476
21974	39090	1513	0.767089452
21975	3287	56118	3.946894414
21975	5609	84164.73141	1.185305088
21975	32841	44459	1.885701286
21976	17815	405	0.356078103
21976	26685	5023.942883	0.052266424
21977	6673	9624	0.068054415
21977	44250	5501.518049	0.2195605
21978	20933	2751	1.791070584
21978	23527	2642	0.409920068
21978	24680	1200	1.911014934
21978	27107	0	2
21979	8692	330	6.919827919
21979	14552	602	5.635426199
21979	31465	2015	3.246780188
21980	7035	0	2.396382
21980	8176	52	1.505104677
21980	26058	229	2.000041491
21980	29102	4341	2.751236495
21981	14883	56	0.891646274
21981	22178	476	2.001480053
21981	28860	285	3.141855297
21982	6026	11105.73688	2.235778545
21982	16063	1465	0.20946384
21983	6169	77	4.544713088
21983	26590	6742.968399	0.642895781
21984	11060	9166	0.024129039
21984	14943	14143	0.062711043
21984	40998	30911	0.021997267
21985	14312	1135	0.313045916
21985	27715	9242.974398	2.834073523
21986	3038	0	1.607942
21986	26229	6854.324566	0.902370385
21986	28142	18331.52562	1.835318032
21986	44052	896.6754344	1.079058953
21987	21692	2299	0.092168037
21987	32495	4095	0.230122921
21987	35181	5311	0.086996104
21987	38655	5339	0.667041454
21988	7485	33	3.499413448
21988	12588	454	1.048877635
21988	19866	243	2.000385723
21989	22666	587	0.056085392
21989	34240	4160	0.598647966
21990	24848	31203	0.083526068
21990	31716	34024.12973	0.370770731
21991	6413	1100	0.074174226
21991	27384	415	0.21311523
21992	20554	17136	0.932112234
21992	20612	4454	0.026644855
21993	15768	245	5.167224985
21993	19366	1122.964492	0.04006312
21993	36789	95	1.943030077
21994	12904	404	0.611614395
21994	33590	230	0.413750516
21995	13944	0	0.11364
21995	18546	0	1.965011
21996	20278	2903.249213	0.931774617
21996	25040	436	2.798160751
