origin 	 dest 	 flow 	 cost
10928	22651	64342.13631	18.09965196
10928	39849	57726.8762	0.284467824
10928	40567	64573.59515	17.58692874
10929	2544	1514.794761	2.145754075
10929	9148	28144.50474	0.274157256
10929	10010	2898	2.027828819
10929	14263	3762.008282	1.949889137
10929	41742	2563	1.181833176
10930	16933	0	7.467328
10930	44239	0	0.325721
10931	15241	1840	2.572226415
10931	22203	4005	5.562949428
10931	41873	1559	3.763075284
10932	765	0	21.888056
10932	12609	66	7.695810223
10932	29646	364	0.312372702
10933	454	863	4.744278045
10933	13451	7	7.949628029
10933	30748	983	0.852034163
10934	3878	0	4.822666
10934	12160	110218.5156	0.852185663
10934	29279	66249.40984	0.798486935
10935	10355	2257	0.895995764
10935	21389	5	0.037435
10936	37759	70	2.285269651
10936	41711	48	1.101282334
10936	43075	2300	1.581623108
10937	34309	3520.99448	1.951414826
10937	35992	148	2.059845328
10938	9239	1330	2.011554915
10938	9815	362	2.000856014
10939	31439	1306	1.946129287
10939	32664	5736	0.010279807
10940	10588	0	0.342047
10940	30832	0	0.068532
10941	13924	40896.51464	0.271472675
10941	36089	13385.48536	0.140976861
10941	43522	19345	0.116422919
10942	5497	524	2.771388628
10942	36749	839	0.177415257
10942	42359	112	5.062709782
10943	410	1451	4.208054133
10943	5167	1009	3.917926476
10943	17776	183	10.66357657
10943	29174	5223	6.738290874
10943	43576	126	3.586491009
10944	2301	62	10.974942
10944	31044	0	0.18346
10944	39179	83	3.878275146
10945	2722	0	14.635358
10945	3480	0	1.207953
10945	25658	3970.548931	0.914804297
10945	28990	3542	0.523064581
10946	1774	162	4.947516001
10946	8538	4197.281529	3.066113007
10946	42019	733	3.773623593
10947	15669	2874	0.355075259
10947	26683	0	0.229122
10947	31601	35263.40484	0.427497635
10947	35566	15447.01533	0.189939278
10948	19614	457	0.776269489
10948	20074	955	0.924233088
10949	14037	25	1.03080407
10949	27668	12	2.074236026
10949	30259	12	2.616390711
10949	38603	0	2.747685
10950	31218	6686.218606	0.043224577
10950	41486	62	0.079065043
10951	9675	142883.5333	1.150250328
10951	29049	10845	0.055958378
10951	34376	156339.5596	2.261056998
10952	2878	2	5.120291
10952	14931	680	2.125691434
10952	21416	567	1.75174247
10953	22772	1151	0.890991977
10953	25961	2679	2.741277363
10953	27540	6804	1.422891324
10953	42486	1122	2.0034969
10954	1893	21	12.141854
10954	23409	636	2.223429497
10954	37796	1214	5.146317794
10955	8899	753	1.784769831
10955	9486	625	4.856060431
10955	10474	1912	6.778243807
10955	28477	27	5.216216173
10956	18922	60603.29443	0.29856699
10956	27184	59844.97137	0.080969182
10956	43715	0	2
10957	3350	65	0.264189
10957	24277	47	1.916935554
10957	42854	131	1.148854167
10958	8225	0	6.568493
10958	10288	0	0.678654
10959	13444	338	0.265472172
10959	39729	5191	0.058065695
10960	9904	861	0.302044079
10960	27629	1475	1.150937938
10961	17745	859	0.609672113
10961	33671	4064	0.562509684
10962	1785	0	10.843065
10962	35255	0	3.324278
10962	38085	0	4.732177
10963	30146	0	2
10963	31832	0	2
10964	292	5473	1.972953323
10964	22679	6974	0.794241517
10964	31103	10759	0.849200177
10964	40499	1381	5.079030127
10965	22073	2289.765426	2.034248809
10965	27944	535	0.02608252
10966	20858	8943.984564	0.232188408
10966	33807	3343	0.591845621
10967	4429	4548	1.744950764
10967	5567	284	1.781652562
10967	11465	7356.77874	2.012376499
10967	14115	1458	2.185311734
10967	43493	9497.22126	1.194411551
10968	4356	119491	4.393163178
10968	4359	84325	6.640783856
10968	6090	35572.47546	1.744863028
10968	12158	34442.70303	2.762511495
10968	17372	195575.3115	0.512342933
10968	40621	48754.64742	0.148030495
10969	9677	42519.40366	0.012854726
10969	11552	19180.17084	0.923818543
10969	33973	7308	0.748509363
10970	4180	13870	1.706304715
10970	17978	14015	1.185624503
10970	40130	13788	0.657040241
10971	158	4167	1.449872519
10971	41880	0	1.252271
10971	42466	4793	0.517235901
10972	5122	8184	0.039034385
10972	25969	14628	0.240319129
10973	14499	1629	1.090407668
10973	24080	128	0.344127996
10974	22239	97935.98273	0.162840016
10974	26523	2434	1.280003743
10975	6186	15328	0.513554285
10975	31070	8054	0.13852889
10976	16189	34582	1.545500186
10976	35924	68600.96818	0.589616502
10977	39716	0	0.524427
10977	42204	0	0.514741
10978	1293	15726	0.411469127
10978	6945	8510	0.568765377
10978	11898	0	0.608901
10978	16477	9864	0.85633537
10978	24621	8514	1.169867587
10979	21859	177	0.100647614
10979	35171	1865	0.071098484
10980	3906	13452	3.483297484
10980	32439	72023	0.303871956
10980	38908	57137.33569	0.317087157
10981	29975	1091	1.219462052
10981	39073	651	4.725719807
10982	5362	0	2
10982	12080	0	4.40074
10982	19955	0	3.796402
10983	2224	55712	2.231131993
10983	5785	17004	3.873273706
10983	13945	9727	1.685132965
10983	42153	54011.51437	3.039845616
10984	6997	14928	1.322146465
10984	8824	15666.22945	0.470243004
10984	26844	6156	0.29954048
10984	29833	54639.39199	0.896264514
10985	6389	161	1.808358716
10985	15259	1797	1.570532901
10986	24561	15403.52896	2.058065745
10986	29358	9145	2.010947706
10987	3150	38435	1.771472144
10987	5232	86961.29464	0.224389507
10987	23217	4354.749964	0.719721702
10987	25628	3540.971536	1.196597488
10987	31017	39474	2.156282963
10988	40921	0	0.112926
10988	41620	0	2
10989	4254	42837	1.779332523
10989	7909	1509	1.72473586
10989	13339	24246	0.290751954
10990	1889	0	7.987804
10990	34731	0	0.560627
10990	38095	0	6.255907
10991	18521	219	1.937718285
10991	23307	359	0.854413788
10991	40256	241	0.07031568
10992	4729	3304	2.103393375
10992	17739	1795	1.329651374
10993	6829	8335	0.303670967
10993	34218	11192	3.312691659
10994	24773	23966	0.197793464
10994	30014	36344	1.946289794
10995	17281	585	0.068805564
10995	42623	2313	2.085206884
10996	1831	0	3.570852
10996	12614	4920.320045	1.10305762
10996	27066	2449.057358	1.306922777
10997	7299	2318	0.551858918
10997	16318	14518	1.023566624
10997	27398	2768	0.88743886
10997	28501	9210	0.033864362
10998	1271	0	13.733056
10998	15379	0	10.026296
10998	40831	0	5.627214
10999	17008	5577	0.257755144
10999	38004	32363	0.290390986
11000	15130	21	3.854003206
11000	19383	3	6.180446003
11001	19173	1046	0.349604027
11001	22997	877	4.118558891
11001	42603	1655	3.62761818
11002	28963	8961	6.266002754
11002	35770	4359.955826	0.132348976
11003	14431	0	7.564444
11003	29167	28	0.025878002
11003	35032	95	5.590385153
11004	14303	0	2
11005	10291	2060	0.844767733
11005	17929	1127	0.09211261
11006	11860	3821	2.667291209
11006	32181	0	0.116736
11007	14326	243	0.568686335
11007	14969	958	0.41530872
11007	36571	0	0.237276
11008	42952	11928	1.211018519
11008	43869	84997.55694	0.093300821
11009	9027	0	2
11009	34737	0	2
11010	4779	70	0.507308689
11010	25744	5877	2.812437205
11010	30502	2027	7.782484786
11011	13926	3029	4.237422962
11011	41379	2635	0.987531203
11012	5103	7	15.58244205
11012	8089	5	0.011797001
11012	10266	3	4.017763057
11012	22391	0	3.392609
11013	1127	0	3.452655
11013	27345	0	9.59474
11013	28098	1490	1.739182823
11013	33519	641	8.257858157
11014	16896	78	0.238420221
11014	28887	3	2.178384037
11014	35300	71	2.000032929
11015	10872	13390	0.036232637
11015	39019	10659.1101	5.064298054
11016	15683	16	0.429050002
11016	18526	2482	0.29382332
11017	12065	0	1.144555
11017	26582	45	2.239214472
11018	7791	10	3.435930121
11018	29150	2	6.723102001
11018	37842	305	0.82197786
11019	3311	250996.2478	5.013396251
11019	3318	78830	5.566379586
11019	19687	91636	2.718479347
11019	34635	130678.1273	2.281435856
11020	11624	19376.12095	1.383991366
11020	38013	25084	0.037281844
11021	8459	9115	0.35349356
11021	30534	20969	1.522015222
11022	27051	1061	4.846775912
11022	33239	134	0.500655957
11022	44002	473	1.032710634
11023	10175	0	3.182907
11023	28860	44	0.270012986
11023	41453	287	2.000538056
11024	1028	0	4.480521
11024	31810	14	2.960431053
11024	35849	112	2.633456608
11025	524	0	9.121255
11025	21822	27	2.4739002
11025	39826	49	2.336592743
11026	7675	21	6.785056644
11026	11037	0	0.040954
11026	12264	0	2
11026	16264	0	4.320617
11027	25730	3502	3.170250271
11027	29886	905	1.383363667
11027	31239	2469	0.231284331
11027	36306	693	0.225609201
11028	34119	0	0.298753
11028	37657	0	0.113406
11029	4325	2554	0.915428106
11029	4606	1203	7.239267149
11029	4707	9199	2.622441083
11029	28834	18875.28742	2.268788477
11030	13791	29023.31467	0.195683337
11030	16088	53007.83152	0.058180422
11030	22876	45979.06211	0.203291463
11030	39497	28869.99285	0.130823409
11031	16658	0	0.510371
11031	33484	0	3.226456
11032	30764	0	0.162896
11032	36459	0	6.021571
11033	11214	3368	0.042129042
11033	30888	1129	0.211905677
11034	25555	6233.614174	0.060367211
11034	39955	65	0.281098171
11035	7670	1693	3.820647343
11035	15392	2629	0.275908444
11035	35357	1388	2.700087571
11035	36202	16	3.761141091
11036	28628	12206	0.053472426
11036	41050	2059	3.289083506
11037	11026	0	0.040954
11038	30423	303	0.342519196
11038	40711	6	4.276983011
11039	4857	1379	1.514863244
11039	33995	3029	1.976430511
11040	5099	1669	0.656711073
11040	44465	4289	0.831640894
11041	9884	604	3.336588468
11041	21186	1575	0.372098992
11042	21921	939	8.365015135
11042	39456	3	0.497671
11043	9654	15406.44857	0.0162914
11043	10234	28453.30758	0.08133772
11044	1624	0	31.032164
11044	11572	32095.9145	0.059484765
11044	21392	354	2.155506015
11045	2680	0	12.800017
11045	13592	8269	1.831617088
11045	32095	1630	3.422215298
11045	38758	0	3.027079
11046	1188	3930	1.013552317
11046	1199	8598	1.411925676
11046	19923	10316	2.128543119
11046	24231	1707	1.39824666
11046	29788	0	1.481593
11046	33135	1644	3.710254585
11047	5846	16	2.000001672
11047	27775	3023.129224	1.981102319
11047	33068	551.7115355	2.184686627
11048	17149	65518.05715	0.613600563
11048	27095	37269.89123	0.659095046
11049	15735	539	0.130992991
11049	21494	2710	0.215075793
11049	31678	1087	0.141855164
11050	20691	330	0.018514802
11050	33835	1750	0.035352045
11051	12292	0	0.058722
11051	17553	0	0.172582
11052	22072	0	0.147584
11052	43827	0	0.036346
11053	20761	0	0.020515
11054	30926	5653	1.061590304
11054	41170	408	0.546170349
11055	5581	1666	0.123149505
11055	19825	1839	0.097757477
11056	15766	14458.60668	0.779266401
11056	24685	68653.26416	4.008394182
11056	43802	558	1.21071721
11057	15506	115	4.314989765
11057	25107	2803	0.093615943
11058	1192	7674	5.371248838
11058	15827	7182.568265	2.620972559
11058	41662	15541.16932	2.43944035
11059	2546	2966	3.626805594
11059	42747	0	0.03141
11059	43955	143	1.277742867
11060	21984	11898.16458	0.024723647
11060	27444	6964	0.155952856
11060	34044	2202	0.138996779
11061	8318	0	1.773984
11061	10403	0	0.110145
11062	13120	0	5.59758
11062	32205	1553	0.011346152
11062	43716	0	5.636474
11062	44347	680	4.749335369
11063	20475	130	1.529733763
11063	33038	0	3.897693
11063	37010	1317	0.019039087
11064	20790	0	0.255646
11064	22604	0	0.128381
11065	2107	15948	0.774280077
11065	5428	5664	1.621020301
11065	23803	3163	0.738941794
11065	28384	2849	2.154583272
11065	35605	0	2.37219
11066	767	5085	2.327647318
11066	29802	444	0.555427607
11066	34984	2084	0.196517332
11066	43717	2782	0.247486044
11067	2945	0	2.525317
11067	5863	2597	2.804957069
11067	8395	125	6.089484695
11067	15089	4083	1.063188122
11067	21494	1626	1.216565379
11068	14240	0	5.572765
11068	17600	0	0.015488
11069	5904	0	1.083413
11069	37314	5206.231655	1.141943926
11070	4116	6	9.276122
11070	7472	8	0.760796092
11070	25633	0	8.589132
11071	949	12326	1.191583172
11071	23111	14298.383	0.686062724
11071	43132	5975	0.023632143
11072	3339	0	0.486497
11072	13907	1319	0.189034573
11072	29357	6588	0.14093591
11072	33407	4570.463839	0.063673188
11073	4258	641	2.03226501
11073	6959	0	1.681585
11073	20008	1803	1.292360437
11073	29028	0	0.962418
11073	38114	5501	0.363307227
11074	40958	1721.919783	0.031514273
11074	43671	7	2.206542204
11075	3766	50019	4.093231281
11075	12663	58538.6844	3.268860395
11075	20995	28774.55274	4.507355051
11075	35031	30983.80068	3.33530318
11075	37985	20461.44726	1.062375713
11076	7270	29381.61016	0.140260599
11076	8361	14496	0.027424338
11077	2649	489	3.74211301
11077	13596	58	5.305983668
11077	18714	945	4.083545659
11077	22210	1594	2.809591319
11077	43913	9012.165425	5.467619548
11078	13986	6170	2.070354196
11078	44707	4560	2.192020015
11079	1733	0	8.35111
11079	9969	212	1.742144098
11079	40911	6731.57433	2.551739693
11080	17084	2	0.178537
11080	28186	38	0.259525046
11081	22016	0	0.572099
11082	17587	0	2
11082	34546	0	2
11083	8331	382	5.354585456
11083	23770	1849	4.809173716
11083	27876	461	2.638343215
11084	1515	574	0.870482003
11084	12837	384	0.391736192
11084	26290	93	7.842500943
11085	20928	859	0.380724172
11085	32591	745	0.253763211
11086	821	1198	9.127151186
11086	15387	10385	1.143631921
11086	36584	4289	2.617830721
11087	1962	90	2.000004211
11087	43138	2036	2.006317145
11088	26720	1025	0.419791297
11088	32613	13659.69602	0.145912353
11088	43861	14578.6753	2.048689248
11089	24066	572	0.25262754
11089	33027	8637.047477	13.28468589
11090	1300	206	12.706298
11090	28751	38	2.391344424
11090	30479	0	1.138224
11090	43920	0	3.357686
11091	17930	221	2.126290619
11091	30529	1002	0.21446252
11092	12564	10753.57908	3.124465805
11092	17025	1566	0.111949131
11093	7535	18983.96402	0.10464173
11093	8637	0	10.152022
11093	26094	67493.03064	3.995403662
11094	17331	14763.75386	0.08599117
11094	20934	288	0.010373194
11095	43443	1280	0.219024454
11095	43796	2127	0.065468395
11096	13608	27102.59354	0.818158134
11096	20891	6353.406461	0.368899827
11096	31497	4921	2.209884487
11096	41401	5049.579076	2.075683217
11097	16914	79	0.390954151
11097	18915	0	0.349072
11097	28019	52	0.063517005
11098	26554	16	0.243990006
11098	42825	1404	0.137924488
11099	2682	0	4.586354
11099	2683	0	4.16854
11099	6318	0	2.735501
11099	21563	398	2.000147932
11099	37742	4716	3.856787964
11100	4223	918	3.135709035
11100	20402	87	3.941863696
11100	34425	795	5.23278824
11100	35365	922	5.585167041
11101	25459	0	1.321105
11101	28506	0	1.061356
11101	42701	0	2
11102	18307	0	2
11102	44781	0	2
11103	30684	0	2
11103	31994	0	2
11104	17129	0	2
11104	19484	0	2
11105	19485	2911	0.945769233
11105	21148	17027	0.939054277
11105	23990	6262	0.363048925
11105	31719	8714	0.564619315
11106	14275	6101.911759	0.224375418
11106	26987	5903	0.962099323
11106	29418	0	0.08913
11106	37491	8558.088241	0.083925817
11107	856	7428	2.587777504
11107	858	27010	2.314789039
11107	17515	23468	1.593959502
11107	19552	52077.09288	0.440196594
11107	41922	13603	0.76441237
11108	16154	7849	0.762972747
11108	43356	1806	0.942725524
11109	35996	0	3.507689
11110	13844	19692	1.69592937
11110	28478	570	0.477830889
11111	20976	0	3.347538
11111	28942	0	3.137062
11111	43914	0	3.16864
11112	5228	14	0.56768121
11112	17550	96	1.611588408
11113	5410	13226	1.354732116
11113	11667	6315	1.045677149
11113	40229	49	2.000015684
11114	10232	0	0.116454
11114	24415	68803.71009	4.645660785
11114	26094	18983.96402	1.136951845
11115	25564	22712.83894	0.957395734
11115	33786	21637	0.037896447
11116	2748	17	9.850128
11116	21564	50	1.184349395
11116	22917	9	1.70033726
11117	7200	563	1.275650057
11117	26159	97	3.537990305
11118	13590	713	1.73293922
11118	29128	347	1.704282736
11119	6876	89	1.078161177
11119	31324	109	0.659454356
11120	13746	9	5.256951672
11120	29274	129	7.508864062
11120	34402	6	2.000000235
11121	1852	82	1.551922
11121	4919	3168	2.980667841
11121	33577	62829.81958	1.585667451
11121	36301	550	1.97530206
11121	44662	1407	1.891414789
11122	22061	921	0.289931153
11122	42373	11	1.103221252
11123	1430	328	1.513430002
11123	17182	1490	1.369181682
11123	18087	182	1.378820057
11123	28926	815	1.399264736
11124	14484	90	0.107193138
11124	36159	1946	2.024737121
11125	33754	849	0.171777589
11125	35875	300	0.101095076
11126	10056	382	1.788299098
11126	30993	2750.997	1.319625057
11126	31310	38338.70117	1.259147686
11126	44735	1118	0.536848749
11127	17769	419	0.04564311
11127	41340	13	4.129077316
11128	333	3922	0.687218214
11128	336	8748	1.234972436
11128	25276	32125.23338	0.999059887
11128	30396	24721	0.56537017
11128	37026	726	0.598518761
11128	37633	7488.017729	0.70579493
11129	31564	706	2.158341336
11129	39361	0	8.821081
11129	40706	379	5.369321748
11130	32316	656	0.802063133
11130	42011	48173.0635	3.727336816
11131	11463	72077	2.443365713
11131	26382	203114.1013	1.036198304
11131	28431	77831	1.951664958
11132	19248	16	2.000000091
11132	26075	285	2.000068624
11133	1785	2066	5.011215358
11133	34816	24207	3.979340377
11133	37061	1751	0.712306016
11134	3883	0	1.033445
11134	23189	0	2
11134	25378	0	2
11135	9260	1140	1.660453731
11135	22368	1794	0.996695863
11135	27459	1453	1.228613687
11136	11218	29781	2.009004428
11136	31252	57790.8911	0.010766533
11136	39932	0	5.200828
11137	21657	200	0.180873271
11137	41802	1996.102553	1.416387273
11138	11715	416	2.237021994
11138	40504	1177	0.353226051
11138	44496	0	2.142732
11139	16434	3514	1.08313724
11139	31486	72	1.391805073
11139	34868	2226	1.804843979
11140	11907	54	2.601386309
11140	14783	0	3.296715
11140	15708	2898.382952	4.506967575
11141	8651	42	0.0338371
11141	32979	681	3.22837879
11141	38956	247	11.50372428
11142	8458	33171.5147	0.187664768
11142	38687	123484.9478	0.081934596
11142	39206	121588.5369	0.520459796
11143	25201	0	2
11143	31550	2	2.000000001
11144	20164	917	8.445117889
11144	35865	500	2.076956965
11145	15329	0	3.045834
11145	24901	4506.484927	0.303998523
11145	29921	2936	1.100437944
11146	2517	5328	0.696992439
11146	38487	1728	0.381831072
11146	42987	10554	0.240473816
11147	20212	14265	0.033739685
11147	26920	16954	0.609354476
11148	17815	5023.942883	3.871162206
11148	30409	405	1.511643336
11148	33983	0	5.537983
11149	7132	0	2
11149	19767	30843.09171	4.849031879
11150	2778	15	5.24944
11150	27703	0	1.930037
11150	43807	1246	1.182519859
11151	26983	793	0.33282802
11151	27355	6539	0.93360623
11151	38486	104	1.613257913
11151	42341	1056	0.244135449
11152	25987	0	2
11152	28895	3691	3.115618982
11152	41230	3439	6.730759969
11153	2132	351	1.263770002
11153	24517	24	2.75916017
11153	44694	1723	2.071715088
11154	23202	9222.177546	2.105724776
11154	28273	7144	0.549758209
11155	1958	0	18.57658
11155	24050	2331	6.581792229
11155	34521	499	0.017375
11156	23812	339	5.077253097
11156	26822	185	0.657691456
11157	13093	36577.72119	0.151680478
11157	21842	11072	0.183961543
11157	29235	18778	0.203281717
11158	15426	26	7.16281953
11158	20167	0	9.924543
11158	36431	18	2.148777978
11159	35192	3118	0.296528846
11159	36490	2499	0.442594645
11160	26533	1440	0.103836561
11160	32320	160	0.181080744
11160	42829	3517	0.221986259
11161	2500	146	5.610116001
11161	28410	2305	1.575265363
11161	37567	780	0.890911245
11161	43836	570	2.731161766
11162	21675	19202.31496	2.205507986
11162	42935	56330	1.858552072
11163	17362	38	0.370161066
11163	44287	2	0.150014001
11164	42637	3063	0.385837759
11164	43271	2851.696986	0.258840611
11165	10177	29285.21031	0.390450077
11165	33747	5056	0.129035923
11166	8786	0	2
11166	28446	14614	0.250875943
11166	35368	26638.30769	0.372961913
11166	42572	0	2
11167	27724	5931	0.235950208
11167	43080	6377	0.100773398
11168	7307	9457	0.074908214
11168	9164	4349	0.101636888
11169	2303	0	6.760592
11169	7951	2078	0.829066313
11169	13784	2591	0.678050838
11169	29448	3855	5.358044458
11169	44528	14948	0.840122582
11170	38405	283	0.522875389
11170	41113	187	0.283314962
11171	15137	340	0.056019534
11171	16978	0	3.860195
11172	30152	425	0.022660037
11172	38524	38	0.987912691
11173	4322	2464	3.223502345
11173	9637	183968.2731	0.492500687
11173	20373	214151.0361	1.117244519
11174	182	8692	4.899689522
11174	5339	2232	3.708935127
11174	6873	19465.33811	0.014555425
11175	5943	16036	0.938202386
11175	7885	4738	1.246582483
11175	8270	4506	0.089294249
11176	35111	224	0.719640104
11176	38715	204	2.403763678
11177	10747	0	2
11177	26878	0	2
11178	2909	0	5.741275
11178	21473	0	0.231214
11179	26433	6860	7.669141156
11179	33140	18619	8.61991872
11180	703	129747	2.14654251
11180	14780	281039.1321	0.442859242
11180	25964	96215.3012	0.216165912
11181	962	37028	0.721413299
11181	16079	2112	1.245612937
11181	16980	41947	2.58248654
11181	34570	20834	1.377135698
11182	32711	26611	2.046049657
11182	41446	58861	3.840615893
11183	5125	0	2
11183	12102	1498.695747	2.014672038
11183	15390	0	2
11183	20942	0	2
11184	8827	1772	14.60105521
11184	21918	416	3.941613544
11185	15717	10451.48672	1.236128578
11185	19947	4412.230613	0.079757152
11186	1733	0	12.383405
11186	11210	0	2
11186	38978	425	3.286168242
11186	41885	1936	6.143356167
11187	13625	2736	5.640302502
11187	28033	96	0.103916155
11188	12497	91	0.049495059
11188	23893	8428	0.105785896
11189	21251	0	2
11189	40784	0	2
11190	23393	26067.81128	0.551699744
11190	31997	0	2
11190	36319	0	2
11190	42715	10439	0.102452677
11191	3878	105214	1.311242488
11191	4724	32516.66983	0.464563269
11191	33750	80014.51555	1.083323195
11192	11822	0	0.075795
11192	38422	0	0.081785
11193	25711	19640	1.693668811
11193	41868	131560.2355	0.049568188
11194	8271	1268	0.379774888
11194	38855	1671	0.379283779
11195	16567	609	0.395494361
11195	17442	37906.83522	0.222811868
11196	13496	0	0.04236
11196	31490	0	15.108984
11196	43169	0	2.250737
11197	6078	55	0.147535061
11197	15395	0	0.299178
11198	19413	65	6.666086125
11198	31055	2544	5.355766735
11198	35209	324	4.150640719
11198	40251	143	5.24110258
11199	14771	7	2.00000032
11199	17016	90	3.654540836
11199	31587	280	5.970261774
11200	5811	478	2.132900964
11200	17764	9463	1.14020654
11200	37613	0	2.09586
11201	15250	38	0.308540055
11201	31622	4	0.364619011
11201	38142	0	0.174409
11202	5586	0	2
11202	15702	0	2
11203	11684	3065	9.25305379
11203	40718	13241	0.04040032
11204	16539	0	10.358466
11204	25155	3	0.117767
11204	38081	361	0.034086304
11204	42435	53	1.027750299
11205	20957	0	0.041872
11205	42631	0	2
11206	26720	5887.696023	1.117577292
11206	26745	1025	0.026213199
11207	33195	201	1.133378763
11207	37980	10755.46775	1.211030119
11208	5366	0	0.083026
11209	27421	0	2
11209	34902	1173	2.001545324
11209	37526	1044	2.001182076
11209	41997	0	2
11210	7533	0	0.078101
11210	11186	0	2
11211	4490	392	0.583731001
11211	16552	20268.46803	0.269884876
11211	23330	1770	0.27056072
11212	29223	1358	6.960148602
11212	32502	837	0.111316201
11213	3737	9459	6.085423366
11213	30385	0	0.050866
11213	33687	118755.0756	1.042870203
11213	37659	17901	2.147925414
11213	43184	0	2
11214	2771	0	9.647696
11214	11033	1129	0.041923137
11214	23705	3368	3.206094009
11215	9945	1787	0.8476586
11215	14967	546	0.664741109
11216	14854	56558	0.101718373
11216	22053	89894.89373	0.038737286
11217	10140	0	0.473202
11217	11945	4507.552327	0.569232765
11217	15806	0	1.682759
11217	17451	0	2
11218	6825	29781	0.653580187
11218	11136	57790.8911	2.034335047
11218	42985	0	0.716139
11219	7604	5080	2.102072576
11219	10670	2447	1.190580992
11219	43088	8981	0.384822384
11220	5285	171	6.373193503
11220	28708	256	2.202487235
11221	13401	2	15.18183611
11221	16707	94	0.017183024
11222	39302	257	0.033536178
11222	40771	2533	0.189623473
11222	42118	1571	0.466650375
11223	9807	327	0.66347261
11223	13272	8789	1.124148039
11223	43241	700	6.105407006
11224	22341	11945	3.66934833
11224	41140	0	3.541189
11224	44423	14971	1.6570742
11225	16289	7324	0.236742457
11225	28155	6242	0.115682693
11225	42944	1025	0.107825587
11226	1064	22186	1.986870323
11226	5856	12260	1.640481245
11226	6921	6984.017055	0.737618605
11227	5272	0	2
11227	23848	0	2
11228	34997	15288	0.180403338
11228	40918	14454	2.076151465
11229	19581	0	5.285513
11229	22596	0	7.731551
11229	35000	0	2
11230	13150	11436	0.31240193
11230	35552	27402.91328	0.103784537
11231	2813	0	9.720897
11231	26033	418	0.026211154
11231	29695	2972	2.167385029
11232	17665	0	2
11232	35810	0	2
11233	19533	0	1.06976
11233	36993	0	0.107905
11234	533	1848	0.73196804
11234	33407	5145	1.141012375
11234	41986	7001.463839	2.167911334
11235	8042	0	2
11235	34290	0	2
11236	13836	0	0.537053
11236	23210	18521	0.417176264
11236	40595	6046	1.718159185
11237	14698	859	2.392212228
11237	43837	1953	0.568375573
11238	803	66	10.033124
11238	27317	3564	3.72310577
11238	44285	915	2.975656042
11239	5540	18758.13914	0.081669073
11239	23706	9200.997	1.23971998
11240	853	7150	3.45925329
11240	25941	7797	1.579763106
11240	33202	710	0.175590538
11241	4105	0	55.235214
11241	8678	855	8.855282108
11241	21308	1030	6.306862299
11242	1962	0	8.966239
11242	19625	7991	2.980289467
11242	38802	117	0.408871267
11243	3320	16220	8.261420417
11243	3706	30744	4.745194536
11243	28930	0	4.579868
11243	36053	26659	2.583486559
11244	7057	139	1.263894423
11244	29166	12	3.797245048
11245	32919	0	9.158142
11245	37148	1707	3.047635748
11245	39197	335	2.610424476
11246	9868	512	1.725361726
11246	16804	0	7.383759
11246	32358	446	1.679323862
11247	10228	69	0.429769429
11247	33377	44	0.145878003
11248	20396	552	0.170068202
11248	31977	1564	4.762814969
11249	1053	490	1.792084005
11249	1055	411	1.639415003
11249	7193	1437	1.244442485
11249	44364	926	1.504196769
11250	1103	464	8.62461702
11250	10188	1238	1.982101718
11250	16192	3382	3.967299854
11251	8983	16569.98626	0.853320382
11251	11933	4985	2.317306914
11251	17982	5454	3.465394196
11251	23424	2408	1.857876712
11252	2692	0	6.22342
11252	21824	903	2.13681722
11252	43133	17382	2.405634691
11253	10701	35662.48987	0.303501841
11253	42030	912	2.000996139
11253	43861	33398.1089	0.568237988
11254	2863	6255	0.85527078
11254	3383	11573	0.960726607
11254	5743	13128	1.524743488
11254	14475	5385	1.406381559
11254	16577	13944	0.311653597
11254	39830	6366	1.524045651
11255	27110	91	0.581092768
11255	34677	182	0.071786082
11255	36727	4214	0.428238808
11256	28330	50	2.46189382
11256	36850	983	0.612056591
11257	21631	691	2.000526177
11257	36310	147	2.000141156
11258	3243	18	13.248291
11258	3245	0	8.773604
11258	5716	7934	7.603921231
11258	30326	3191	2.015440657
11258	37811	1595	4.067044389
11259	13166	358	2.512583472
11259	19310	5285	4.88399755
11259	28334	2521	0.5285401
11260	3863	1046	0.984001003
11260	9004	116773.6077	0.430603087
11260	20689	72575.34897	1.026534312
11261	5983	0	0.765796
11261	11855	1183	1.021186758
11261	17342	75	0.155686652
11262	4879	15539	2.045262013
11262	6345	3214	1.566940701
11262	27562	2965	0.942667009
11263	12465	179	3.867122022
11263	37586	301	0.336982814
11264	28230	1176	1.893021486
11264	35404	1931	0.07719415
11264	37091	0	2.125077
11264	44081	759	3.799595669
11265	15552	0	7.428246
11265	18577	133	2.854567085
11265	39869	1767	6.052260992
11266	530	0	7.275001
11266	22055	0	4.131356
11266	22119	2176	1.172766784
11266	27839	534	2.33213774
11267	7905	69593.81532	0.119780666
11267	42846	56682.26222	0.091237383
11268	7225	1315	3.457503979
11268	21144	1577	2.601692616
11268	35066	16578.53741	0.674125641
11269	2811	3416	6.893373564
11269	14807	16	10.03179084
11269	18503	136	8.924338095
11269	29987	1041	0.736699031
11270	7160	200	0.996482053
11270	35063	142	0.573291804
11271	29661	301	3.464068902
11271	43843	10	0.251634002
11272	2113	981	6.908936089
11272	33352	571	2.222967289
11272	41313	12183.14819	0.588264902
11272	43975	60	4.176049358
