NewNodeID	Longitude	latitude
593	-97959407	29883937
594	-97947461	29869460
595	-97943971	29857337
596	-97988636	29784687
597	-97986693	29833270
598	-97907455	29868311
599	-97930184	29882654
600	-97922697	29890105
601	-100783108	29356066
602	-97899695	29921262
603	-97887684	29914279
604	-97853799	29945654
605	-97843063	29990314
606	-97879326	29998313
607	-97847873	30064393
608	-97786975	30060283
609	-97905769	30131332
610	-97776529	30096086
611	-97705600	30117271
612	-100918005	29408433
613	-97669543	30103156
614	-97593870	30169464
615	-97564435	30201678
616	-97664778	30202617
617	-97661331	30237524
618	-97704571	30200142
619	-97732007	30226580
620	-97752333	30200976
621	-97784773	30129089
622	-97814518	30130336
623	-100972893	29424584
624	-97875342	30167239
625	-97871586	30227083
626	-97830130	30185565
627	-97929071	30213618
628	-97959785	30263118
629	-97865511	30265916
630	-97790733	30187471
631	-97817360	30223070
632	-97776140	30253631
633	-97752988	30228677
634	-101229075	29980716
635	-97759779	30251256
636	-97743094	30239935
637	-97785977	30258318
638	-97822992	30267408
639	-97802891	30264192
640	-97804380	30282169
641	-97870364	30300771
642	-97783083	30281639
643	-97798548	30320351
644	-97829636	30323677
645	-100879494	29436793
646	-97777739	30301372
647	-97756459	30297964
648	-97716383	30267387
649	-97715846	30287587
650	-97746829	30287526
651	-97689654	30312523
652	-97720831	30311284
653	-97767154	30325723
654	-100809253	29370670
655	-97750090	30319189
656	-97752930	30362579
657	-97704572	30342703
658	-97733579	30362719
659	-97708168	30383052
660	-97707179	30407632
661	-97688552	30367708
662	-97690200	30329241
663	-97675439	30365224
664	-97659935	30351051
665	-106409488	31881640
666	-100908452	29883393
667	-97684304	30266839
668	-97675428	30296418
669	-97663218	30318948
670	-97653394	30315975
671	-97657568	30279075
672	-97595389	30303854
673	-97642234	30288215
674	-97641540	30270450
675	-97628306	30314961
676	-97572366	30260758
677	-101578217	29903167
678	-97494926	30292077
679	-97564498	30359136
680	-97503207	30387073
681	-97423327	30403013
682	-97523949	30442152
683	-97615838	30395437
684	-97578152	30459566
685	-97652244	30469531
686	-97660077	30424792
687	-97683162	30427599
688	-101214516	30709851
689	-97732061	30406572
690	-97752325	30419195
691	-98083122	30337620
692	-98088977	30437140
693	-98034568	30394921
694	-97975830	30350229
695	-97924975	30317393
696	-97931804	30411035
697	-97862129	30363083
698	-97878472	30450356
699	-101189227	30707800
700	-97820683	30418559
701	-97997919	30539226
702	-97966040	30442049
703	-97696209	30503121
704	-97700271	30526945
705	-97760905	30451812
706	-97804498	30447872
707	-97829178	30484775
708	-97851912	30532466
709	-97876962	30589116
710	-101028996	30733838
711	-97837229	30593535
712	-97784901	30521996
713	-97731801	30572351
714	-97672357	30602967
715	-97643275	30498348
716	-97678898	30506592
717	-97627174	30539947
718	-97665778	30558172
719	-97678756	30525623
720	-97548201	30517792
721	-101540630	30605348
722	-97544334	30542032
723	-97618202	30626450
724	-97651219	30625666
725	-97574061	30686465
726	-97453921	30609881
727	-97681309	30638482
728	-97657100	30672009
729	-97744333	30654580
730	-97683063	30666034
731	-97703506	30709763
732	-101941208	31225674
733	-97585149	30815271
734	-97648133	30765965
735	-97412346	30719510
736	-97444049	30722484
737	-97753372	30837487
738	-97873603	30751926
739	-97904034	30646323
740	-97355572	30639361
741	-97268498	30576313
742	-97367500	30478949
743	-102221087	31133301
744	-97403660	30577240
745	-98072087	30713743
746	-98053188	30743895
747	-98150786	30497014
748	-98216367	30554487
749	-98256785	30560160
750	-98262734	30605882
751	-98314978	30537524
752	-98325751	30577270
753	-98326717	30647390
754	-102266292	31255124
755	-98382771	30594630
756	-98218712	30694180
757	-98365106	30791267
758	-98206979	30813300
759	-98362648	30919803
760	-98243349	30970217
761	-98197668	30789370
762	-98222001	30735083
763	-98735944	31567876
764	-98551865	31641032
765	-101957916	31386782
766	-98416747	31477966
767	-98591328	31481667
768	-98567196	31454476
769	-98406136	31210943
770	-98147445	31260997
771	-98039828	31098310
772	-98270560	31137493
773	-98391671	31221769
774	-98170971	31060416
775	-97180558	30396703
776	-106424148	31856570
777	-102659230	31883974
778	-96999329	30470333
779	-97011700	30409570
780	-96979596	30314276
781	-96952950	30278634
782	-96776289	30311666
783	-96853616	30208304
784	-96876613	30142948
785	-96935131	30204381
786	-96926888	30162256
787	-96688947	30199131
788	-102451475	31720545
789	-96556813	30117249
790	-96586107	30247111
791	-96431006	30313933
792	-96331633	30278829
793	-96453607	30244926
794	-96459369	30190191
795	-96433137	30119511
796	-96365164	30129016
797	-96339835	30204585
798	-96414949	30174168
799	-102321438	31760919
800	-96387856	30173688
801	-96384694	30152599
802	-96408598	30154843
803	-96260763	30119697
804	-96211443	30192900
805	-96156912	30273535
806	-96229234	30332548
807	-96848844	30490006
808	-96787540	30582904
809	-96641164	30644846
810	-102415101	32021095
811	-96587785	30573241
812	-96521229	30524494
813	-96383722	30469808
814	-96440133	30405715
815	-96616424	30402748
816	-96653461	30474961
817	-96701139	30545436
818	-96699542	30513406
819	-96747320	30404613
820	-96634953	30339407
821	-102337969	31976004
822	-96527769	30377905
823	-96498048	30345087
824	-97138755	30594668
825	-97208092	30613874
826	-97184330	30766200
827	-97126628	30895161
828	-96901722	30993556
829	-96799484	30890805
830	-96755812	30781695
831	-96763456	30707385
832	-102555628	31865412
833	-96900326	30706416
834	-96982260	30832998
835	-97004069	30715445
836	-96991478	30600232
837	-96992648	30668750
838	-96229507	30428663
839	-96204324	30506210
840	-96325154	30542208
841	-96372129	30565367
842	-96443919	30621320
843	-102501287	31873228
844	-96378750	30606438
845	-96529864	30656805
846	-96354095	30773602
847	-96284870	30875529
848	-96212904	30730048
849	-96227231	30587165
850	-96289555	30688367
851	-96343728	30725581
852	-96237450	30557748
853	-96272661	30622959
854	-102493301	31850086
855	-96311572	30657315
856	-96300766	30612595
857	-96303439	30584174
858	-96331264	30606134
859	-96350138	30629699
860	-96378752	30628310
861	-96377077	30649924
862	-96390838	30666843
863	-96372077	30671251
864	-96400159	30674586
865	-102436598	31868758
866	-96381842	30683954
867	-96386125	30706733
868	-96356701	30682718
869	-96359789	30661133
870	-96332332	30655935
871	-96340686	30643581
872	-96318684	30630248
873	-96548520	30022477
874	-96524862	29937847
875	-96436704	30013281
876	-102516200	31788639
877	-96403242	29910918
878	-96333286	30024601
879	-96190054	30004248
880	-96190001	29903664
881	-96254000	29946869
882	-96127029	29815893
883	-96113285	29763889
884	-96071585	29676928
885	-96131477	29651837
886	-96192909	29713888
887	-106441143	31837975
888	-102524547	31819903
889	-96234995	29853985
890	-96273450	29785044
891	-95968398	30786765
892	-96081327	30685861
893	-95899710	30649675
894	-96033339	30520811
895	-95899736	30510396
896	-95931422	30416801
897	-96113071	30388431
898	-96052179	30337393
899	-102472202	31819611
900	-95858679	30293051
901	-95998056	30279868
902	-96662339	31127216
903	-96433590	31156750
904	-96315187	31067208
905	-96364487	31010370
906	-96473149	31014087
907	-96480974	30935801
908	-96509691	30770600
909	-96583674	30797011
910	-102448682	31829526
911	-96585773	30926520
912	-96650208	30884634
913	-96613045	30998927
914	-96655391	31037300
915	-96709906	30947121
916	-97801476	30935912
917	-97709009	31006101
918	-97697218	31164125
919	-97788913	31081978
920	-97542115	30879610
921	-102425015	31836941
922	-97547711	30963352
923	-97395142	30876525
924	-97231784	30956284
925	-97168969	31034331
926	-97292627	31208436
927	-97437535	31251006
928	-97396354	31153694
929	-97344438	31149740
930	-97287699	31152531
931	-97299961	31009402
932	-102403026	31855731
933	-97375096	31001919
934	-97298752	31063304
935	-97329809	31122168
936	-97332524	31051714
937	-97424243	31007355
938	-97493357	31030393
939	-97442268	31046457
940	-97372133	31049572
941	-97380433	31061141
942	-97390879	31067477
943	-102399822	31837362
944	-97411218	31078408
945	-97395151	31081907
946	-97355905	31080449
947	-97373033	31085373
948	-98367133	26279353
949	-97379300	31100416
950	-97389074	31115551
951	-97429737	31096291
952	-97466333	31137137
953	-97644367	31114296
954	-102408970	31868336
955	-97493064	31096797
956	-97450534	31075909
957	-97492517	31059643
958	-97494111	31075274
959	-97575927	31076606
960	-97577760	31046162
961	-97636025	31027776
962	-97652589	31060127
963	-97663679	31076773
964	-97660861	31085292
965	-102390553	31873386
966	-97692986	31059228
967	-97716812	31040865
968	-97691043	31089955
969	-97691493	31102535
970	-97681538	31110016
971	-97686485	31126279
972	-97707646	31092580
973	-97727808	31068998
974	-97745646	31078957
975	-97750909	31093696
976	-102385941	31858432
977	-97736825	31113223
978	-97725069	31123965
979	-97906762	31090932
980	-97887481	31110504
981	-97926881	31123992
982	-97890866	31128064
983	-97914983	31144861
984	-97736883	31187686
985	-97945092	31196888
986	-97969315	31292767
987	-102382486	31843878
988	-98050088	31412916
989	-97909391	31440316
990	-97758338	31597146
991	-97568608	31452761
992	-97571570	31310613
993	-97674482	31456019
994	-97642663	31373170
995	-97725624	31407351
996	-97716045	31445223
997	-97759334	31474087
998	-106441165	31861868
999	-102389482	31825213
1000	-97792247	31422646
1001	-97750986	31398836
1002	-96850451	31414511
1003	-96861063	31332987
1004	-96897309	31316884
1005	-96888868	31291293
1006	-96760208	31245050
1007	-97158092	31277369
1008	-97031867	31302638
1009	-97004546	31219266
1010	-102359824	31836760
1011	-96926033	31131308
1012	-97045942	31070518
1013	-97494982	31566369
1014	-97424909	31505697
1015	-97387367	31608441
1016	-97434789	31404645
1017	-97367965	31477152
1018	-97344143	31442697
1019	-97322581	31332597
1020	-97200406	31367217
1021	-102372157	31847944
1022	-97267069	31419363
1023	-97314608	31674620
1024	-97225337	31718099
1025	-97124530	31753044
1026	-97055063	31797083
1027	-96999830	31714755
1028	-96947435	31661384
1029	-96975253	31597508
1030	-96873397	31549877
1031	-96968941	31497101
1032	-102346616	31842281
1033	-97047898	31447268
1034	-97143801	31423505
1035	-97150206	31461428
1036	-97111156	31484440
1037	-97181741	31465240
1038	-97225530	31467169
1039	-97248493	31550236
1040	-97242998	31497883
1041	-97216582	31512383
1042	-97063506	31554723
1043	-102367859	31858828
1044	-97064177	31692735
1045	-97069205	31611232
1046	-97091842	31640068
1047	-97120924	31676928
1048	-97156950	31654535
1049	-97215955	31645402
1050	-97273810	31619730
1051	-97198952	31601551
1052	-97182244	31587874
1053	-97102826	31530032
1054	-102354262	31863933
1055	-97120000	31515395
1056	-97134655	31508755
1057	-97157620	31512975
1058	-97179480	31521958
1059	-97209022	31527472
1060	-97195528	31545537
1061	-97173191	31538301
1062	-97142711	31534313
1063	-97121563	31545893
1064	-97133293	31554162
1065	-102335786	31868724
1066	-97190894	31562782
1067	-97169541	31564212
1068	-97148207	31553794
1069	-97154025	31576213
1070	-97109965	31561943
1071	-97119988	31565960
1072	-97134044	31588792
1073	-97116453	31601758
1074	-97104282	31589572
1075	-97100608	31613171
1076	-102374108	31876636
1077	-98113341	31708712
1078	-98001171	31575565
1079	-98270116	31557115
1080	-98299441	31658406
1081	-97949320	31692181
1082	-97981002	31904763
1083	-98114677	31895365
1084	-98013802	31991732
1085	-98396572	31790917
1086	-98382474	31961224
1087	-102357929	31880764
1088	-98265958	31952233
1089	-98617128	31863053
1090	-98525376	31936112
1091	-98519467	32036421
1092	-98584282	32173186
1093	-98623702	32121420
1094	-98535346	32115708
1095	-98746621	31996463
1096	-98608924	31902184
1097	-97871351	31975343
1098	-102332550	31886003
1099	-97762685	31783361
1100	-97696890	32045866
1101	-97535688	32088303
1102	-97529280	31985869
1103	-97576260	31907609
1104	-97660356	31924005
1105	-97457599	31897921
1106	-97407851	31876834
1107	-97422883	31809397
1108	-97530016	31683063
1109	-106532635	31950975
1110	-106473449	31841061
1111	-102323987	31860517
1112	-97595787	31777063
1113	-97577556	31781243
1114	-102850655	33172216
1115	-102849691	33231672
1116	-102674085	33037068
1117	-102911871	32987564
1118	-102824831	32975469
1119	-102427674	33333934
1120	-102174048	33332101
1121	-102207627	33132947
1122	-102307776	31886318
1123	-102440466	33190621
1124	-102242299	33174275
1125	-102288452	33177742
1126	-102221078	33017019
1127	-102475800	33031023
1128	-101829360	33009933
1129	-101761373	33085643
1130	-101815150	33129749
1131	-101833353	33237244
1132	-101656258	33328806
1133	-102339554	31905800
1134	-101729038	33324403
1135	-101299013	33296830
1136	-101431549	33139782
1137	-101354295	33197216
1138	-100732644	33287991
1139	-100574207	33251946
1140	-100166057	33167638
1141	-100144009	33114737
1142	-100231718	33133013
1143	-99861190	33330104
1144	-102363978	31902131
1145	-99626122	33317810
1146	-99684975	33213815
1147	-99709283	33079367
1148	-99834083	33074492
1149	-99727556	33164834
1150	-99044992	33044181
1151	-99245449	33205257
1152	-99170359	33191520
1153	-98522341	33305378
1154	-98503756	33138109
1155	-102378349	31891659
1156	-98769501	33046273
1157	-98538039	32996413
1158	-98821687	33186749
1159	-98790145	33343043
1160	-98758630	33366277
1161	-98733280	33189324
1162	-98592255	33100044
1163	-98573332	33092846
1164	-99771964	33658341
1165	-99506214	33501232
1166	-102383138	31905797
1167	-99652153	33473514
1168	-99624821	33446847
1169	-99772458	33443369
1170	-99869996	33432839
1171	-100255482	33616328
1172	-100621650	33651612
1173	-100889803	33699218
1174	-100831814	33476070
1175	-100858061	33488134
1176	-101144263	33544446
1177	-102406313	31884131
1178	-101236254	33650635
1179	-101182370	33752914
1180	-101353837	33596645
1181	-101399003	33681549
1182	-101489945	33490427
1183	-101531817	33674361
1184	-101993970	33781074
1185	-101827981	33782115
1186	-101634914	33579709
1187	-101635038	33464328
1188	-102406313	31899925
1189	-101646065	33435169
1190	-101714204	33428069
1191	-101805361	33437801
1192	-101879737	33437118
1193	-102001532	33433610
1194	-102033440	33536150
1195	-102007147	33506835
1196	-101977167	33494187
1197	-102047736	33607843
1198	-102030842	33674092
1199	-102414894	31915932
1200	-101950602	33697094
1201	-101992216	33695793
1202	-101818947	33715641
1203	-101779312	33653114
1204	-101864722	33669633
1205	-101757337	33570066
1206	-101777906	33501130
1207	-101816681	33537748
1208	-101805392	33564501
1209	-101946384	33547210
1210	-102418598	31939379
1211	-101943888	33525183
1212	-101883748	33510289
1213	-101795189	33588215
1214	-101819619	33600913
1215	-101843290	33589268
1216	-101830792	33630866
1217	-101875441	33628496
1218	-101964060	33615116
1219	-101991290	33577916
1220	-101924205	33608981
1221	-106452626	31818828
1222	-102383040	31934147
1223	-101946714	33586008
1224	-101949935	33570638
1225	-101895218	33594126
1226	-101881867	33604281
1227	-101875488	33584391
1228	-101862643	33584919
1229	-101846141	33559105
1230	-101867141	33538309
1231	-101902627	33551195
1232	-101931729	33561563
1233	-102295802	31892438
1234	-101919519	33586333
1235	-101913988	33571846
1236	-101871197	33563152
1237	-102181835	33771431
1238	-102165758	33632762
1239	-102123993	33466747
1240	-102232439	33465367
1241	-102451486	33445280
1242	-102444510	33546594
