NewNodeID	Longitude	latitude
13193	-94460963	31899158
13194	-94914021	31794920
13195	-97682352	30226525
13196	-97326811	32577831
13197	-98442961	33893895
13198	-96869751	30448726
13199	-100086893	32401985
13200	-96695561	30534746
13201	-99218283	33982463
13202	-98677771	30736447
13203	-101152841	29842788
13204	-97482439	28950574
13205	-97159642	31394017
13206	-96837509	32735265
13207	-96259474	29129701
13208	-100289526	35226612
13209	-98472978	33655931
13210	-97327924	28239903
13211	-102377341	33587187
13212	-97437281	32330481
13213	-96101152	29320337
13214	-99763239	30880697
13215	-96372718	32966693
13216	-98853084	29920586
13217	-97360756	31071610
13218	-94761368	32514429
13219	-100973122	35372034
13220	-94004381	29893908
13221	-94784616	29310712
13222	-95204145	32063693
13223	-94130422	33447962
13224	-98527672	28890440
13225	-99783188	32557042
13226	-94052769	33455370
13227	-101466919	31764763
13228	-98165811	29134106
13229	-100728469	31675950
13230	-96571608	33602890
13231	-97502817	29038223
13232	-95601297	29621265
13233	-96851710	32807364
13234	-106347570	31965927
13235	-94584470	32506683
13236	-95788602	32037577
13237	-95163438	31776556
13238	-94972071	29387627
13239	-98134579	33190044
13240	-97789105	26422387
13241	-96538778	30100911
13242	-94072803	33448393
13243	-96068527	31466402
13244	-98919790	29117139
13245	-94018207	31680266
13246	-93944432	31316699
13247	-97838216	28161807
13248	-96279650	30732086
13249	-100759467	35801130
13250	-94518124	32317054
13251	-96733809	33007409
13252	-98369811	34033899
13253	-97578324	32140607
13254	-99359492	31888313
13255	-96460168	32921948
13256	-99338324	33542167
13257	-97208192	31223109
13258	-95944968	30852244
13259	-97194891	32674471
13260	-97013119	30008689
13261	-97170009	31544454
13262	-100252237	29224658
13263	-96701103	33003319
13264	-97520966	31076092
13265	-97382750	32567106
13266	-95902971	33258805
13267	-96663692	32497747
13268	-94818470	31322569
13269	-95650632	32452973
13270	-96244556	32995888
13271	-99880106	28505767
13272	-97004786	31572857
13273	-94906249	32924317
13274	-96281693	30140702
13275	-97454953	33332064
13276	-101856424	34753642
13277	-96401432	33305666
13278	-99043217	30047392
13279	-98380166	26266730
13280	-99014975	27067813
13281	-97771697	29834417
13282	-99555162	29953134
13283	-96330858	31507395
13284	-97402448	29623714
13285	-95349202	29728240
13286	-98161951	26302063
13287	-94942196	30608409
13288	-101883687	35209174
13289	-95076633	31895138
13290	-97097855	31025937
13291	-93771752	30089154
13292	-99381456	34212694
13293	-101408112	33079040
13294	-97394973	27793057
13295	-99109879	32111946
13296	-96800979	32785472
13297	-99197699	31233299
13298	-95753774	29830723
13299	-94847163	32355184
13300	-94295215	31760791
13301	-101795600	33166378
13302	-97579674	32909754
13303	-97428259	32566678
13304	-97295454	32397373
13305	-95429904	29150181
13306	-94209068	30242478
13307	-97393324	32688840
13308	-101115614	29433531
13309	-98676364	30737975
13310	-95368575	29752350
13311	-94924034	32052066
13312	-96384389	33396666
13313	-103930216	29293957
13314	-101433687	35657703
13315	-95335961	32306023
13316	-98804384	29213987
13317	-97025920	28857271
13318	-97305134	29087240
13319	-98488671	27295823
13320	-99063425	29789813
13321	-98588826	29410146
13322	-98141852	29684054
13323	-99011403	29349390
13324	-98541983	33162092
13325	-96854402	32373476
13326	-102354496	33917810
13327	-96591119	33666308
13328	-101441690	35817062
13329	-94633561	30569225
13330	-97319649	28238166
13331	-96988467	32906664
13332	-95639754	30221208
13333	-100111528	35444470
13334	-99142644	33593813
13335	-96062857	33313504
13336	-98061891	29543473
13337	-99593393	28767464
13338	-97462528	29514945
13339	-106376569	31771236
13340	-97416473	33799233
13341	-102427697	35237059
13342	-96516681	32374958
13343	-106413642	31765865
13344	-95588060	31619922
13345	-98336205	29563084
13346	-100213817	31729417
13347	-97652252	29873320
13348	-95478553	31491272
13349	-98393676	31719781
13350	-98015004	28418047
13351	-98413858	30276539
13352	-94938505	29330419
13353	-95946439	32356924
13354	-99793291	29206714
13355	-97593561	33234805
13356	-96909561	33000950
13357	-95753974	30211076
13358	-100309845	36500285
13359	-97939336	31627345
13360	-101873396	35954462
13361	-97010454	32234715
13362	-96321580	31881944
13363	-97471427	33045877
13364	-96344969	32659421
13365	-101308157	32303434
13366	-106271862	31586891
13367	-99475137	27474258
13368	-98178220	32480168
13369	-93867109	30891694
13370	-101787773	33548848
13371	-98744086	29619753
13372	-98303891	31933879
13373	-94905623	32004327
13374	-99264045	29387999
13375	-97359196	31876592
13376	-98631261	30111569
13377	-95601300	32563348
13378	-102123964	32035068
13379	-97009182	32482045
13380	-95098396	30214570
13381	-106460813	31795757
13382	-99396082	29462178
13383	-102166372	35208575
13384	-94471066	32211404
13385	-98523560	33123641
13386	-97131445	33298499
13387	-95595276	32990786
13388	-100052119	31647463
13389	-96596175	32790262
13390	-98445285	33913938
13391	-97474543	33725296
13392	-97443823	33777606
13393	-98762997	33870924
13394	-97490371	25921766
13395	-101824282	34646504
13396	-98873289	33421259
13397	-97463318	31148208
13398	-98921377	33275422
13399	-95986470	32252504
13400	-99748391	30486640
13401	-99299263	30510348
13402	-99401385	32236177
13403	-98172323	33233346
13404	-94309023	32503105
13405	-97423455	28390164
13406	-97787590	29128247
13407	-95747494	32152769
13408	-94922231	32219788
13409	-103217688	30207863
13410	-95146906	30662834
13411	-99946077	28623054
13412	-98694394	29468189
13413	-95687970	29668801
13414	-95534039	30614284
13415	-98532668	29964550
13416	-103467060	31436720
13417	-94304400	31959715
13418	-98345113	30429004
13419	-94166257	30851732
13420	-98168083	31593271
13421	-99336284	31743290
13422	-99961390	31043155
13423	-99907836	32578941
13424	-99279809	29331792
13425	-100354945	29288639
13426	-98078567	33135161
13427	-97360657	33174425
13428	-94906642	29965006
13429	-101812272	32120697
13430	-99858581	29172899
13431	-100027828	31794716
13432	-98588632	33576609
13433	-99563137	27654703
13434	-95183370	32628306
13435	-96634324	33826610
13436	-99437113	27045045
13437	-95022138	31940363
13438	-99591699	28766526
13439	-94446469	33099765
13440	-96542122	28841090
13441	-94157607	31804637
13442	-96962385	33377256
13443	-102032228	33036883
13444	-97420858	29987235
13445	-98591738	29109902
13446	-96161318	29797099
13447	-94044033	33531116
13448	-99335090	31743276
13449	-102346584	31542580
13450	-101564892	30228296
13451	-95793059	28882686
13452	-94655990	30076548
13453	-95224846	31935639
13454	-98344139	30431391
13455	-96584962	31547715
13456	-96286517	30658284
13457	-93936790	30229083
13458	-95718235	30512857
13459	-96629014	32766831
13460	-98410832	29527676
13461	-98679928	32955916
13462	-96335444	33302649
13463	-95337904	29728675
13464	-97898510	31928194
13465	-100682499	32732713
13466	-97026412	29630214
13467	-98116890	31941576
13468	-94606671	30750872
13469	-94458067	33519147
13470	-95030106	29353228
13471	-97430714	25941302
13472	-96224886	30020123
13473	-99751383	31989412
13474	-96402494	30656459
13475	-98408062	29452340
13476	-97746662	30179419
13477	-95431516	29164274
13478	-95123561	29500557
13479	-94916035	32453151
13480	-94410185	32487282
13481	-93707502	30995040
13482	-94499910	32750857
13483	-97896808	33808881
13484	-100504975	31434473
13485	-100436086	31526360
13486	-97265461	30093175
13487	-95624898	31772485
13488	-93876776	31356514
13489	-101947592	33650178
13490	-98340015	30814438
13491	-100757661	35489693
13492	-99804519	32471019
13493	-98040294	29740763
13494	-97004047	30854372
13495	-95075235	33174626
13496	-101522774	31366480
13497	-101848193	34807356
13498	-95217472	31727047
13499	-100131002	36425188
13500	-96688069	30532649
13501	-97445475	33098470
13502	-98739528	33153021
13503	-95626974	33132524
13504	-97231839	28685671
13505	-98144851	27219600
13506	-102096732	34958501
13507	-97092261	30633812
13508	-97852057	28817651
13509	-97249636	31639096
13510	-95475919	30390445
13511	-93848084	30018625
13512	-98692732	30221536
13513	-94591785	31486233
13514	-95870516	32205005
13515	-96964735	33793115
13516	-99426923	31827133
13517	-97693102	30664616
13518	-93781499	31433862
13519	-101388803	29776575
13520	-97786732	26451830
13521	-104809330	31120147
13522	-96167883	32141662
13523	-98497903	33067242
13524	-101409406	35691257
13525	-94993435	33005734
13526	-99206693	29967934
13527	-94250656	29925871
13528	-99405350	33707140
13529	-95621783	33660438
13530	-96994117	33000437
13531	-95563223	32232753
13532	-95044002	32146125
13533	-95817115	32526075
13534	-98608894	33101972
13535	-100670828	30364343
13536	-100694591	32299915
13537	-97327276	32545002
13538	-95937011	32659622
13539	-97781392	26154014
13540	-96163525	32721284
13541	-98579747	31131556
13542	-97929626	29618760
13543	-97329951	32758711
13544	-101612798	34088466
13545	-97891467	31967948
13546	-94440591	30617529
13547	-98388498	29307157
13548	-96134424	33760964
13549	-104825345	31040018
13550	-98311708	31386661
13551	-98306747	29658958
13552	-95238372	29447554
13553	-101768362	35091449
13554	-100498749	28769937
13555	-106098642	31453031
13556	-96270662	31927283
13557	-96446160	32704524
13558	-98804485	29261544
13559	-98507494	29439846
13560	-97179193	33315017
13561	-94051511	33459179
13562	-99465892	27819962
13563	-95598625	29623183
13564	-97538272	30349051
13565	-97288889	33471132
13566	-97898601	31763906
13567	-97536185	30948936
13568	-94063765	33052763
13569	-96710213	28615624
13570	-100055857	31644781
13571	-97967064	29622876
13572	-95358065	30213775
13573	-96299642	29257953
13574	-98600511	31153772
13575	-97608050	29053171
13576	-102377432	31860059
13577	-97605077	28524060
13578	-97184991	32646275
13579	-95438745	32184532
13580	-94104147	32385018
13581	-95701631	29537192
13582	-99274057	34183960
13583	-97442935	32771593
13584	-97217745	31522999
13585	-98228521	30757956
13586	-96374690	33042017
13587	-98952461	34007322
13588	-96972484	31841218
13589	-97958771	32698724
13590	-98202584	31485106
13591	-98111418	31713250
13592	-95909244	32194284
13593	-101885548	32498941
13594	-96603416	32288539
13595	-102851406	31339336
13596	-96594439	32039163
13597	-98631262	31801613
13598	-97605149	32566929
13599	-96588610	32442113
13600	-96309995	29493732
13601	-96337833	30671913
13602	-95198725	32278506
13603	-98666118	33005872
13604	-96874848	31991832
13605	-97949703	32354663
13606	-94042808	33448296
13607	-98802478	28866933
13608	-94944074	29351018
13609	-95551246	30723551
13610	-95117256	32146369
13611	-100420279	32861118
13612	-98199947	26097905
13613	-97835591	33550520
13614	-95271023	32939003
13615	-97266139	32464723
13616	-95792536	30446439
13617	-95563330	33650550
13618	-95652058	32627271
13619	-98709170	33965280
13620	-102275142	31940314
13621	-97252616	29688576
13622	-95049796	32710929
13623	-97901090	29780501
13624	-97065699	33754997
13625	-98078667	31167061
13626	-95069469	32696044
13627	-101433232	33593149
13628	-102215626	32519794
13629	-96821761	30355610
13630	-100898373	34943222
13631	-93971767	31176729
13632	-96861369	32369172
13633	-97311494	31030199
13634	-98005432	30298457
13635	-99447679	27495896
13636	-99474474	32340588
13637	-96078200	30097165
13638	-99024724	32332666
13639	-95409997	32538282
13640	-104073389	30696757
13641	-98123270	31775003
13642	-93940379	30388716
13643	-96839676	32363636
13644	-96943167	33483835
13645	-96659674	28971342
13646	-99243377	31625374
13647	-104808188	30921706
13648	-97636777	27819296
13649	-98999782	31675651
13650	-93847708	31342196
13651	-98966332	31659139
13652	-96872546	32408111
13653	-98369681	32626409
13654	-96586064	33680144
13655	-97745109	30851714
13656	-95486346	29725488
13657	-95443832	32279926
13658	-101745238	34348962
13659	-98260566	29180824
13660	-105200573	31747104
13661	-99602675	29740417
13662	-93725420	30873779
13663	-98780168	32960873
13664	-97104150	33133334
13665	-96050613	29316918
13666	-99475018	34241230
13667	-101728095	33520166
13668	-97941370	29883947
13669	-98156661	32409581
13670	-102871477	30910985
13671	-101817004	35192418
13672	-97349979	32684653
13673	-99081921	26406857
13674	-95549287	29961766
13675	-95312707	33522803
13676	-97959770	29236601
13677	-96811452	32734958
13678	-96781713	32782509
13679	-104505811	31061581
13680	-98353436	31676977
13681	-100699146	29503964
13682	-94965867	30896514
13683	-96797085	31848054
13684	-97755112	29925346
13685	-99369606	30440102
13686	-97512211	31510177
13687	-94286003	30214989
13688	-102387176	31835279
13689	-100873430	34931544
13690	-97312943	33030538
13691	-94983826	33156989
13692	-94654250	32596315
13693	-95424394	29706240
13694	-96712354	31488350
13695	-96026859	29375145
13696	-100055877	33133413
13697	-102025214	32057362
13698	-95626030	31759764
13699	-97268572	31266721
13700	-97256848	33669932
13701	-96825217	32355243
13702	-103574095	29707147
13703	-98311461	26198719
13704	-98800798	28496557
13705	-98149075	31479768
13706	-97281536	32489539
13707	-95084400	32383973
13708	-96679311	29000015
13709	-100418140	32524229
13710	-94827358	32434756
13711	-97895796	29870424
13712	-96234539	31930468
13713	-101565031	35728523
13714	-101748883	34369035
13715	-97559159	33532999
13716	-96107292	29300401
13717	-96151818	33065671
13718	-99125831	33592674
13719	-97496347	25898797
13720	-97605127	32566099
13721	-102525046	34530907
13722	-96631483	30583672
13723	-97276462	33022872
13724	-99889974	33189835
13725	-100201139	35889747
13726	-99547070	31752827
13727	-102240673	36233317
13728	-100596842	34950521
13729	-101471148	34375966
13730	-95670426	29566347
13731	-94753133	32603907
13732	-99472152	33412096
13733	-99504238	27510226
13734	-99164841	31807418
13735	-98440612	26242781
13736	-94248061	32943178
13737	-101996172	33517411
13738	-94862909	32540032
13739	-97372064	32382009
13740	-99751605	33918991
13741	-99144711	33746741
13742	-99169018	31878557
13743	-97924884	31099003
13744	-96978059	31651710
13745	-96162607	31690276
13746	-99374805	31390340
13747	-95089706	30022727
13748	-98338254	32384468
13749	-98090682	30109896
13750	-98136342	29683775
13751	-96633935	33216513
13752	-94431559	31375056
13753	-95132720	30591466
13754	-99036933	29941884
13755	-95666188	32969226
13756	-97326068	30505146
13757	-96530095	30987527
13758	-96257022	28941083
13759	-101434641	34814752
13760	-94424923	31252117
13761	-100132432	29233045
13762	-98077782	31405559
13763	-99201174	30092322
13764	-99919572	32702456
13765	-98689033	29786935
13766	-97907308	29601218
13767	-99046863	31386827
13768	-95412234	29871397
13769	-100375642	31442860
13770	-96964469	33788811
13771	-98764825	29369924
13772	-95410843	30081265
13773	-98203723	26198242
13774	-98451287	33347264
13775	-97471789	31320685
13776	-102885522	34544134
13777	-102077319	31985681
13778	-98273980	26919413
13779	-99547090	29682706
13780	-97877728	32728000
13781	-99377242	34209650
13782	-97150750	31042262
13783	-101951320	30289218
13784	-97179193	32270077
13785	-99594012	29598935
13786	-101083573	35198337
13787	-104163620	30532322
13788	-95738467	31685166
13789	-97355045	28897541
13790	-97831473	30296552
13791	-106490402	31764396
13792	-95838829	30027408
13793	-97190289	33676160
13794	-99963092	32618205
13795	-94394731	32549922
13796	-94269998	30781126
13797	-94918300	32370062
13798	-94361845	32548317
13799	-96420095	32880213
13800	-96375372	30159791
13801	-93731285	30118414
13802	-102535163	32958919
13803	-97244203	30382118
13804	-95506761	29149949
13805	-101980724	35915939
13806	-98119209	31240978
13807	-97177574	33298743
13808	-97134136	32671015
13809	-98707698	33424958
13810	-98512992	29712954
13811	-95637833	33450924
13812	-94613125	32147823
13813	-100603278	30862292
13814	-96927299	29911303
13815	-94227844	31453171
13816	-98499167	33639805
13817	-100435948	31400529
13818	-93985250	31894888
13819	-96810858	32722734
13820	-95353667	32130237
13821	-97039944	32949729
13822	-95380894	29680420
13823	-101165280	29684015
13824	-97405258	32154381
13825	-99683381	33921887
13826	-95889863	31803105
13827	-95362424	29752114
13828	-100500239	28705823
13829	-94357712	32891735
13830	-94697709	31318077
13831	-103845322	29296826
13832	-94808143	32129978
13833	-97740027	28383245
13834	-96334086	32590109
13835	-93901751	30799966
13836	-99110289	29354798
13837	-105376730	31178677
13838	-103112947	31946306
13839	-94927526	32384106
13840	-95937626	32128582
13841	-97953879	29603164
13842	-95875024	32540002
13843	-98517520	33125490
13844	-97729294	33394609
13845	-97450432	32323203
13846	-94868822	32402292
13847	-98906039	33436889
13848	-98205793	33822578
13849	-95482156	31309987
13850	-96233433	33387339
13851	-93944218	30129823
13852	-97787259	29783152
13853	-96247330	30206863
13854	-95458108	31688640
13855	-96203178	33564433
13856	-96809150	32759361
13857	-98824863	31796760
13858	-98308970	29553330
13859	-96582595	29732733
13860	-95999342	30303617
13861	-104729734	30774918
13862	-100075321	28178514
13863	-97982473	32797266
13864	-98527313	29606330
13865	-96892956	28431540
13866	-96210081	28713485
13867	-94085390	31603805
13868	-97357632	32345706
13869	-95210598	32504879
13870	-100374213	32472600
13871	-97876344	27522344
13872	-97184359	31300854
13873	-93975069	31244039
13874	-96833184	33168823
13875	-101591575	32413997
13876	-99330820	28450321
13877	-98130347	32805273
13878	-97434734	33406496
13879	-101580608	35220579
13880	-95343199	32354190
13881	-98050782	33305328
13882	-96586575	32375864
13883	-98408253	27598715
13884	-98047450	26169316
13885	-97235164	32987748
13886	-102204769	35693244
13887	-98061768	29344818
13888	-97854106	29798406
13889	-102093700	30868443
13890	-95683051	30171003
13891	-97619396	29059039
13892	-98910041	33014878
13893	-100384429	35914905
13894	-102349263	31086590
13895	-94861726	30085560
13896	-98472841	33885063
13897	-94339564	30046755
13898	-96791365	30150557
13899	-95435689	32468731
13900	-97684781	33492695
13901	-94690909	32121871
13902	-102891456	31574875
13903	-96282774	31858334
13904	-94814572	33093253
13905	-96744107	33442840
13906	-94692477	31537994
13907	-97644336	29680842
13908	-94424854	33475672
13909	-95643126	32506429
13910	-95862450	33134544
13911	-101595792	33830002
13912	-98223305	27262121
13913	-96627356	32306987
13914	-94652248	33204025
13915	-95820529	29554698
13916	-94720909	32371180
13917	-98202449	29844975
13918	-96800489	32777025
13919	-96585108	33628373
13920	-94790171	32498159
13921	-96577557	33273537
13922	-94132371	33388204
13923	-100063886	32387505
13924	-96494648	33173804
13925	-98207798	29940855
13926	-100618833	36390837
13927	-97779295	26503595
13928	-98479115	32887556
13929	-97030945	31354579
13930	-98275830	31145280
13931	-101834821	35203033
13932	-96951135	33485985
13933	-96509187	33589369
13934	-95335844	29808151
13935	-98183660	26194551
13936	-96983380	28789259
13937	-100379710	31452487
13938	-101634895	35410367
13939	-97282830	30109152
13940	-98771741	33371072
13941	-96305177	29824724
13942	-95356012	29648461
13943	-94098987	33375499
13944	-98375314	32927494
13945	-97310186	32958952
13946	-95664044	30870904
13947	-101025158	29463005
13948	-95461260	30870483
13949	-101622915	35323658
13950	-94257233	33360460
13951	-96953621	31516646
13952	-97063366	30192950
13953	-96493896	31792109
13954	-100768808	35266010
13955	-98595477	26916679
13956	-98067024	29561346
13957	-104221537	31162935
13958	-95215525	30154769
13959	-97060315	31544286
13960	-97086412	32413251
13961	-95014731	31848518
13962	-95493465	30704847
13963	-99018674	33184951
13964	-97629831	27855542
13965	-98635202	33596703
13966	-94523251	32736979
13967	-96696263	32265343
13968	-100378237	35427128
13969	-98067388	27749916
13970	-97212373	28618698
13971	-96603666	32438661
13972	-97813788	28816316
13973	-97673129	31765123
13974	-100847181	33834497
13975	-100289912	31791716
13976	-98573032	26280694
13977	-94092688	33367528
13978	-101957696	33826297
13979	-100847813	30706754
13980	-94722440	30063577
13981	-97548014	27781072
13982	-95751538	29784651
13983	-97574149	30288850
13984	-95655147	32405690
13985	-96721678	32092635
13986	-97063826	32510456
13987	-94833563	32364186
13988	-99300019	32716594
13989	-102352975	34736758
13990	-99743495	29589075
13991	-95693029	30227827
13992	-94985415	31863295
13993	-94452321	31109973
13994	-95676448	32608071
13995	-99199096	29192632
13996	-94238157	31077313
13997	-104500219	31062334
13998	-98954237	27269169
13999	-97388204	32394094
14000	-93928565	29898733
14001	-94858690	33627484
14002	-97420162	29547501
14003	-97374730	32370000
14004	-95765352	30999430
14005	-97317175	30104538
14006	-97077110	31971221
14007	-93969469	30684874
14008	-99137699	30075782
14009	-94281610	30342623
14010	-97487919	33876746
14011	-98134214	27274721
14012	-100898579	29365195
14013	-98722456	30320389
14014	-97670418	30152491
14015	-97603925	33464981
14016	-102717890	34627306
14017	-97477451	32760768
14018	-101844051	33532075
14019	-95593168	29627962
14020	-95937605	33791094
14021	-98550188	29386807
14022	-98535897	26703929
14023	-99408842	33709227
14024	-97289334	33026574
14025	-94799308	32214677
14026	-94522359	32588548
14027	-102929107	31584556
14028	-98024595	29246016
14029	-102341981	31560134
14030	-94048493	31777300
14031	-97366874	33648220
14032	-98497131	27398454
14033	-95181176	32460592
14034	-93975441	30685318
14035	-99613953	28352317
14036	-99419382	33183778
14037	-101519681	34184728
14038	-97453993	26322965
14039	-104025402	31992505
14040	-101939453	33780645
14041	-96388622	30677213
14042	-100236173	35371653
14043	-101918674	34999547
14044	-96707717	30526268
14045	-97973188	30948251
14046	-98866367	29934451
14047	-98477308	29219541
14048	-97129841	31349373
14049	-97596989	31699684
14050	-96369005	32901932
14051	-97618335	31546081
14052	-94825655	32685150
14053	-101972793	35865306
14054	-99877556	28532825
14055	-97384418	31084722
14056	-97402301	30364073
14057	-97272855	30013439
14058	-97768898	28418850
14059	-94382510	32769673
14060	-98079624	31541779
14061	-97987776	32798065
14062	-98919351	29117654
14063	-95267074	31758709
14064	-97438270	33157810
14065	-95949114	33158029
14066	-102878700	30893133
14067	-95273387	31979391
14068	-98678303	27299115
14069	-97019506	33071989
14070	-95749399	29079697
14071	-97480994	30766474
14072	-98311659	26200670
14073	-97411171	29250426
14074	-98485366	29440027
14075	-96756024	31653178
14076	-97894520	33575021
14077	-95008708	30476352
14078	-98270848	30106858
14079	-97098672	32905972
14080	-97170056	26085199
14081	-98055051	30743832
14082	-94060351	33416365
14083	-95151069	31805314
14084	-98686424	33091130
14085	-97429598	30448286
14086	-96563766	29705432
14087	-97224299	31771240
14088	-102759320	33691488
14089	-98029027	26496285
14090	-98478079	33641973
14091	-101895309	30528522
14092	-98941686	33268351
14093	-97268070	29682764
14094	-97699737	31885571
14095	-99107955	29963260
14096	-97001744	33004853
14097	-95778958	31650021
14098	-100143341	34405267
14099	-100216010	33133138
14100	-103603507	31343144
14101	-96623690	33632496
14102	-94646574	30155236
14103	-95269880	31941088
14104	-94646232	29815834
14105	-96331939	31876844
14106	-97719092	26378887
14107	-96379773	30636958
14108	-95861110	33232220
14109	-94718364	32232991
14110	-93825025	31354041
14111	-100648509	30577530
14112	-98116081	32394956
14113	-99607996	34334920
14114	-96839932	32647717
14115	-106265663	31626333
14116	-100805932	32399042
14117	-101843252	33537776
14118	-101242746	29932214
14119	-96644802	32374721
14120	-97001563	32745521
14121	-95567867	30220742
14122	-95630698	31782940
14123	-101847316	34749300
14124	-101519710	32359206
14125	-96809555	33149659
14126	-97551884	27653951
14127	-96856920	32725759
14128	-96805946	32769018
14129	-97379742	33639706
14130	-97713463	30280624
14131	-97009058	33700035
14132	-96256667	31243441
14133	-96774038	32784731
14134	-97353050	31305972
14135	-96009622	33005276
14136	-95698798	30080106
14137	-99232698	30748740
14138	-97252551	31293945
14139	-94979501	33010579
14140	-95107492	30827451
14141	-96211439	30720919
14142	-96308775	29596202
14143	-97049279	32837564
14144	-95412059	29672946
14145	-97108933	32097757
14146	-96803118	31855335
14147	-96856480	32787125
14148	-104240966	30193109
14149	-99781994	29732810
14150	-97722335	29531491
14151	-95554973	29057392
14152	-95986911	30488520
14153	-95063228	31914479
14154	-104711053	31044899
14155	-99010943	30498463
14156	-98416595	29823533
14157	-97005725	30653284
14158	-95016526	31979440
14159	-95103679	32903732
14160	-94254437	31541230
14161	-98691096	33596670
14162	-93892051	30188733
14163	-99828299	30444164
14164	-97472499	33043389
14165	-97163754	30009149
14166	-97907671	29812619
14167	-96966149	33786262
14168	-97157919	30038689
14169	-102246508	31894902
14170	-95770828	32877113
14171	-96493031	31681967
14172	-96425102	31928963
14173	-102324805	33922721
14174	-96450625	30653444
14175	-95450128	32045161
14176	-94968240	33151182
14177	-97203001	32416171
14178	-97515138	28002194
14179	-95630802	31756248
14180	-96353234	30643388
14181	-99272102	33547320
14182	-95643735	29704270
14183	-95709526	32668000
14184	-100434096	34498831
14185	-94199520	31394610
14186	-100113923	30092721
14187	-99383399	31171641
14188	-95300972	31801919
14189	-94861891	32392116
14190	-95469579	32757472
14191	-96840234	32691083
14192	-97812689	30191047
14193	-95046698	33575801
14194	-94117580	31612262
14195	-96903535	32705702
14196	-95405217	31575618
14197	-96352512	30676176
14198	-97423056	31160350
14199	-95308610	32976889
14200	-98627211	33135666
14201	-102357716	31395337
14202	-95317183	32135759
14203	-94238506	31952120
14204	-98567834	29040098
14205	-95445787	29499441
14206	-97303364	27902701
14207	-97370618	31799803
14208	-96598970	33810132
14209	-94782203	32524500
14210	-97093901	28755305
14211	-97105268	27956398
14212	-97905519	31114393
14213	-96448345	30653434
14214	-95580845	33137628
14215	-98496191	32566459
14216	-100778456	33616528
14217	-96838148	32918083
14218	-98422118	26780055
14219	-98363662	34020889
14220	-100446417	30004934
14221	-100867706	32704558
14222	-97460041	29010337
14223	-98723639	33138993
14224	-95059211	29487617
14225	-95365262	29769946
14226	-94660637	30901576
14227	-94333832	31880345
14228	-98130580	29687372
14229	-101949785	32736759
14230	-95612984	29817169
14231	-96046342	31417508
14232	-98234151	31613255
14233	-97369354	27963537
14234	-99351195	29871103
14235	-97350771	32743557
14236	-99738411	29535937
14237	-99705304	32459238
14238	-98585091	33554065
14239	-101362922	35103060
14240	-97672924	26401681
14241	-96922648	32485749
14242	-99727808	32448013
14243	-96609094	30533278
14244	-95611386	33439764
14245	-97612611	29055174
14246	-96682683	32951466
14247	-101839336	33441725
14248	-99914522	28581677
14249	-100408372	28635904
14250	-97762369	33437542
14251	-97963967	29687951
14252	-96586140	31910610
14253	-98478593	28966579
14254	-98595614	33871892
14255	-98736115	31463077
14256	-101918649	35057688
14257	-94076578	30341770
14258	-98434332	26711739
14259	-96596527	32310550
14260	-100450597	35619535
14261	-97205742	26077891
14262	-97148275	27909671
14263	-94831476	32556641
14264	-94472908	33436131
14265	-101979232	32044618
14266	-102561475	36036543
14267	-100287242	32700834
14268	-96711777	31114315
14269	-97505934	28059079
14270	-95729178	31870460
14271	-98596766	33139005
14272	-95395023	29726217
14273	-103005247	31365884
14274	-103028651	34399302
14275	-106486333	31748566
14276	-98696097	27277511
14277	-98162040	31849580
14278	-94704578	30847525
14279	-94605507	32992681
14280	-97146946	32597472
14281	-99771484	32544034
14282	-96563107	33244599
14283	-98593088	26955008
14284	-98649479	30761563
14285	-98331051	29792948
14286	-96732768	33152071
14287	-94784466	30490770
14288	-97346728	29186232
14289	-98836026	27506918
14290	-102212236	33036233
14291	-97337605	32575031
14292	-98466850	31390665
14293	-99654182	29728618
14294	-97517189	29819593
14295	-95418069	30208417
14296	-94098363	30094252
14297	-100417269	34376641
14298	-100605140	32301515
14299	-100441274	35517506
14300	-97956317	27532606
14301	-97141642	33177086
14302	-98324367	33750211
14303	-93721079	31275430
14304	-96583325	29654044
14305	-97619013	27702836
14306	-94849241	29729292
14307	-100309153	32444810
14308	-97638958	28868037
14309	-97125122	27968220
14310	-100345078	30489007
14311	-95803656	30226086
14312	-96050010	30340928
14313	-96296064	33062436
14314	-97921226	30883648
14315	-95967108	32024877
14316	-93833942	30032227
14317	-94120302	31783797
14318	-101446159	32262079
14319	-98776021	28647468
14320	-99266274	31699544
14321	-95442302	32282176
14322	-100111409	35648468
14323	-95699492	33624036
14324	-97166973	32194789
14325	-96317351	33207683
14326	-95213624	33470392
14327	-98749760	33358690
14328	-94408433	31901412
14329	-99881292	32711873
14330	-97945362	31126064
14331	-94165829	31412727
14332	-96382618	33619053
14333	-98369765	32568255
14334	-96472129	32751830
14335	-94946831	30605841
14336	-98840803	29916088
14337	-99248965	28444083
14338	-106439835	31854821
14339	-99050037	33253547
14340	-98597185	34069568
14341	-96084636	29321346
14342	-95612954	28931895
14343	-97949574	29568959
14344	-96943014	32632734
14345	-99405297	34224183
14346	-99144405	33669348
14347	-96678610	33644170
14348	-94152668	30340506
14349	-97771883	31108454
14350	-97402338	32663004
14351	-95639049	30222105
14352	-96974553	30184791
14353	-98058537	31954311
14354	-99412961	29032650
14355	-96072795	33139436
14356	-97607589	28915682
14357	-95147156	33008361
