iteration 	 master_max 	 master_avg 	subnet_0_max 	 subnet_0_avg 	subnet_1_max 	 subnet_1_avg 	subnet_2_max 	 subnet_2_avg 	subnet_3_max 	 subnet_3_avg 	full_max 	 full_avg
13	9.979855180475283E-4	1.2077870208786608E-4	0.0	0.0	9.86366522607085E-4	1.0577052953650721E-4	0.0	0.0	8.770261077515329E-4	1.0259622974619648E-4	21.939592987249107	1.1741822937304942
14	9.973143341923674E-4	1.867181570527961E-4	0.0	0.0	9.605709270701368E-4	9.73502657377788E-5	0.0	0.0	0.0	0.0	25.791120510891176	1.2824376734959906
15	9.792166378161937E-4	1.941872343574524E-4	0.0	0.0	9.828436955210407E-4	1.1050966416905752E-4	0.0	0.0	9.795386139046514E-4	5.5891099908000896E-5	29.27394060772994	0.948608392459744
16	9.941585918227247E-4	1.954220986004647E-4	0.0	0.0	9.952168448954524E-4	1.015062152930681E-4	0.0	0.0	9.509423228877267E-4	5.555926457356808E-5	21.124627745640332	0.7362562296491414
17	9.727670351509232E-4	1.6594427057091304E-4	0.0	0.0	9.12015347477535E-4	1.075433870850302E-4	0.0	0.0	9.957170044856412E-4	1.1406218489665655E-4	16.68652111626571	1.049537611944971
18	9.997183833263534E-4	1.933644790922535E-4	0.0	0.0	9.614409417153524E-4	9.797865678336171E-5	0.0	0.0	0.0	0.0	25.761853759284207	1.0616800287375119
19	9.960620768652007E-4	1.877812029408495E-4	0.0	0.0	9.868237687484793E-4	1.0450967793791803E-4	0.0	0.0	9.834816223630582E-4	5.958357584900931E-5	28.75090371293041	1.031437970332839
20	9.977823377198547E-4	1.8195860631326698E-4	0.0	0.0	9.955238276155853E-4	1.0105220679778972E-4	0.0	0.0	8.581379531413802E-4	5.3357000605491756E-5	21.05767830555775	0.8698505967570471
21	9.837481844101603E-4	1.6954930706685996E-4	0.0	0.0	9.719682427373755E-4	1.0709369624571683E-4	0.0	0.0	9.482567775336292E-4	1.0928786850177416E-4	16.848055482587924	1.016107672147188
22	9.94340783115888E-4	1.9030047508346846E-4	0.0	0.0	9.591908395947257E-4	9.799060646546621E-5	0.0	0.0	0.0	0.0	25.79201095103278	1.036316749401438
23	9.91807048933424E-4	1.9272640341607336E-4	0.0	0.0	8.681490046988927E-4	9.844359779305604E-5	0.0	0.0	9.79600268642855E-4	6.0171573469824935E-5	28.699722384628252	1.0449261167743233
24	9.980100890913945E-4	1.7874005086510763E-4	0.0	0.0	9.3676478170579E-4	9.651937634016928E-5	0.0	0.0	9.074353174902683E-4	5.661365233344817E-5	21.06064826291697	0.6990506209531732
25	9.917333344731105E-4	1.5653523945912434E-4	0.0	0.0	9.923459794016765E-4	1.0756229519797762E-4	0.0	0.0	9.672214701907933E-4	1.1147055126435682E-4	16.91683644655881	1.0701682172131404
26	9.995627901346893E-4	1.9693317684643256E-4	0.0	0.0	9.569969503786524E-4	9.800646549601356E-5	0.0	0.0	0.0	0.0	25.810796428977334	0.925220135536469
27	9.934315514215086E-4	1.945677201044003E-4	0.0	0.0	8.73336312576356E-4	1.0139321038604373E-4	0.0	0.0	9.812433106191065E-4	6.027563864718921E-5	28.754288050426496	0.899576910721409
28	9.955854328040914E-4	1.8064845829709948E-4	0.0	0.0	9.764981905817649E-4	1.0246313502915337E-4	0.0	0.0	9.613500246743456E-4	5.915759117014474E-5	21.134989137329917	0.7437010614430796
29	9.716870069169659E-4	1.384303196733643E-4	0.0	0.0	9.683202139214586E-4	1.0479017302360829E-4	0.0	0.0	8.440440764232449E-4	9.696519075047865E-5	17.0044029419873	1.0622930789846308
30	9.972839089584795E-4	1.653453475592108E-4	0.0	0.0	9.938629341306182E-4	1.0272570946423708E-4	0.0	0.0	0.0	0.0	24.226596559192892	1.0694086606185842
31	9.934645334013226E-4	1.8728024842883055E-4	0.0	0.0	9.975083045077326E-4	1.0782922855778418E-4	0.0	0.0	9.589311687676627E-4	5.977919467858861E-5	26.24731021541659	0.8734961553164474
32	9.976801088349418E-4	2.049184039389384E-4	0.0	0.0	9.950864875278853E-4	1.0116546582038057E-4	0.0	0.0	9.416498784275973E-4	5.462751860829673E-5	20.38827328332917	0.8614609687602255
33	9.924974482515836E-4	1.6271338325735452E-4	0.0	0.0	9.228146254010028E-4	1.0298818293253863E-4	0.0	0.0	9.867070839462144E-4	1.146633209026755E-4	16.729817308762392	0.950189800453828
34	9.990961764856365E-4	2.1406268859287483E-4	0.0	0.0	9.550962400055596E-4	9.705272684114682E-5	0.0	0.0	0.0	0.0	23.800157509644087	0.9427702358291474
35	9.95828898432194E-4	1.6881771089186293E-4	0.0	0.0	9.837494107891587E-4	1.0072949474739262E-4	0.0	0.0	9.533424328509454E-4	5.8706414575393495E-5	25.313576595489856	0.8576771248166478
36	9.972424636934818E-4	2.2627033795906296E-4	0.0	0.0	9.637042298962228E-4	9.863375195588257E-5	0.0	0.0	9.203872988869932E-4	5.622274617611556E-5	19.999330406555465	0.8684082896844099
37	9.973265947493815E-4	1.8611918510854947E-4	0.0	0.0	9.835565336260288E-4	1.045911016248624E-4	0.0	0.0	9.158356901650677E-4	1.0534863302571213E-4	16.561724918069295	1.02932657408848
38	9.740871104639837E-4	1.6837195366245692E-4	0.0	0.0	9.97371617284415E-4	1.029628041570118E-4	0.0	0.0	0.0	0.0	23.572272542770534	0.8883057269300972
39	9.99932928195335E-4	1.9277261855014865E-4	0.0	0.0	9.8225409706032E-4	1.0087906131864193E-4	0.0	0.0	9.051244306732542E-4	5.596645787564469E-5	24.763696679188826	0.8000385982053287
40	9.988865208043762E-4	2.036294022323956E-4	0.0	0.0	9.6129496228059E-4	9.812773558907102E-5	0.0	0.0	9.159876597131245E-4	5.3632603016717795E-5	19.838311226669397	0.8931152098276431
41	9.753199563249382E-4	1.3916018735013285E-4	0.0	0.0	9.97755358348229E-4	1.0969755086959356E-4	0.0	0.0	8.971642942157132E-4	1.0453715438320815E-4	22.654426313701215	0.9735214795715708
42	9.979064814018557E-4	1.5969416732308783E-4	0.0	0.0	9.854807460598636E-4	1.0112567921245344E-4	0.0	0.0	0.0	0.0	23.432881255424192	0.9779358442606501
43	9.989377739643146E-4	1.589129598164794E-4	0.0	0.0	9.966307988058531E-4	1.0650956238938801E-4	0.0	0.0	8.726037712563084E-4	5.4384308464605624E-5	23.730708179102905	0.8703926519599018
44	9.978317320111785E-4	2.0032525215627167E-4	0.0	0.0	9.556089064446383E-4	9.818000559335356E-5	0.0	0.0	9.424461902867165E-4	5.4716382236086325E-5	19.890632142287593	0.9058338363064546
45	9.900019618953593E-4	1.3324542864795157E-4	0.0	0.0	8.992463727359734E-4	9.982128460423405E-5	0.0	0.0	8.636560643893176E-4	9.97651014497963E-5	22.33292115157183	1.165500013940227
46	9.997273537578621E-4	1.7660742833945796E-4	0.0	0.0	9.857817284526504E-4	1.0594245217260003E-4	0.0	0.0	0.0	0.0	23.494344475186928	0.9453240391919898
47	9.857456830779654E-4	1.7489465884009013E-4	0.0	0.0	9.412722711914512E-4	1.0251947441343067E-4	0.0	0.0	8.792178202128298E-4	5.491915363564637E-5	24.70791151462892	0.8145753253362534
48	9.991838105207762E-4	1.7990359726387212E-4	0.0	0.0	9.683162516509469E-4	9.897173215621017E-5	0.0	0.0	9.418153534781482E-4	5.5899286429461625E-5	20.008584794975533	0.7368110464624071
49	9.949457624358615E-4	1.1450048415447602E-4	0.0	0.0	9.217282724023335E-4	1.0537807176619845E-4	0.0	0.0	8.830229739942297E-4	1.004211547299944E-4	22.278454091659427	1.0677247621615698
50	9.972329535159474E-4	1.6668999983539593E-4	0.0	0.0	9.830238979695594E-4	1.0582910299922287E-4	0.0	0.0	0.0	0.0	23.552682259587023	1.0330601385691685
51	9.928756491746071E-4	1.742808543562354E-4	0.0	0.0	9.987281349559396E-4	1.0466865511431097E-4	0.0	0.0	8.805557702089573E-4	5.501307499389263E-5	24.75146530228467	0.7710337459933366
52	9.990987536241391E-4	2.0300381234876502E-4	0.0	0.0	9.687603687567048E-4	9.906915663733462E-5	0.0	0.0	9.539042402977316E-4	5.67926956844822E-5	20.072279140551238	0.7863101215465711
53	9.684610683962092E-4	1.425258731542528E-4	0.0	0.0	9.767204596720092E-4	1.0819675004741623E-4	0.0	0.0	8.900607794970483E-4	1.0148667411325572E-4	22.239791677803943	1.066604231915057
54	9.986841351974363E-4	1.8409035850289418E-4	0.0	0.0	9.742287536873562E-4	1.0374517892022331E-4	0.0	0.0	0.0	0.0	23.09156814843128	0.9924935425093302
55	9.974692323524437E-4	1.479090923867884E-4	0.0	0.0	9.630476158726253E-4	9.702241714264078E-5	0.0	0.0	8.790204274191638E-4	5.3412619565706976E-5	19.70156921017597	0.825123436524927
56	9.989247238451071E-4	1.8923964069571123E-4	0.0	0.0	9.5197566635008E-4	9.907962720794623E-5	0.0	0.0	9.971285267411645E-4	5.794036145101433E-5	19.840459993337305	0.7362506889699701
57	9.989248320607658E-4	1.2047290391477098E-4	0.0	0.0	9.142867172755587E-4	1.0618961528628721E-4	0.0	0.0	9.077335953975307E-4	1.056287155769553E-4	22.227556914577306	0.9710989012624539
58	9.98069533917345E-4	1.8192042699083727E-4	0.0	0.0	9.735864418765061E-4	1.035644081830081E-4	0.0	0.0	0.0	0.0	22.784516169989416	0.8948633991216166
59	9.956726511575198E-4	1.5725477137149317E-4	0.0	0.0	9.634559487565753E-4	9.689433357357001E-5	0.0	0.0	8.829964405805413E-4	5.275049470587767E-5	19.79011210202431	0.793891763150326
60	9.988009974932766E-4	1.9073564467453067E-4	0.0	0.0	9.46412027595045E-4	9.852359043404496E-5	0.0	0.0	8.38561011477168E-4	2.70503552089409E-5	19.767038546522166	0.7788923489681163
61	9.90770810822994E-4	1.274648715579918E-4	0.0	0.0	9.099011138076207E-4	1.0294470376692396E-4	0.0	0.0	8.801904830590956E-4	1.0339640648236153E-4	22.232378496513626	1.0889035134387306
62	9.929981140786026E-4	1.970923015730494E-4	0.0	0.0	9.441768873514889E-4	9.87206069998438E-5	0.0	0.0	0.0	0.0	21.796717784542587	0.8622295456339244
63	9.955416015827723E-4	1.8418740148989349E-4	0.0	0.0	9.794420363604672E-4	1.0141963942977839E-4	0.0	0.0	8.542723124449481E-4	5.294043953174565E-5	19.516356747162973	0.8157611326357761
64	9.99774850235724E-4	1.968867741756525E-4	0.0	0.0	9.527692211506178E-4	9.863274775564637E-5	0.0	0.0	9.93367708616688E-4	5.9934269445616195E-5	19.614886801850012	0.8085431904209055
65	9.942623753005364E-4	1.379083541527967E-4	0.0	0.0	8.978896695239769E-4	9.939591927479646E-5	0.0	0.0	9.539356236132335E-4	1.0652061397752779E-4	21.942491518609593	1.1214589143172566
66	9.980628401180525E-4	1.6513207729512773E-4	0.0	0.0	9.771372765783326E-4	1.0123972021332184E-4	0.0	0.0	0.0	0.0	22.594964454540175	0.8096187219886244
67	9.940457676691494E-4	1.6393040666241025E-4	0.0	0.0	9.708848724123698E-4	9.876584592746846E-5	0.0	0.0	9.802224032640083E-4	5.682069293544423E-5	19.79956384713678	0.7967317127394888
68	9.961423831512661E-4	2.0059042939991518E-4	0.0	0.0	9.92373910467137E-4	1.0384528081897225E-4	0.0	0.0	8.017625887113411E-4	2.586330931326907E-5	19.713915447069063	0.7472881605986135
69	9.776537945747066E-4	1.4971442274432672E-4	0.0	0.0	8.911869322290045E-4	1.0251675040797849E-4	0.0	0.0	9.705452098955902E-4	1.0910064849119462E-4	21.779134002639204	1.1221253975468284
70	9.923122519026606E-4	1.9845444137643977E-4	0.0	0.0	9.442259671885722E-4	9.88341264370804E-5	0.0	0.0	0.0	0.0	21.674880162814716	0.8047879357062461
71	9.834984072192299E-4	1.510659773587107E-4	0.0	0.0	9.33583763163881E-4	1.034841832959328E-4	0.0	0.0	8.245938160413857E-4	5.150763560246574E-5	19.625715173312322	0.7572777910208605
72	9.91712515343579E-4	1.7141223842586506E-4	0.0	0.0	9.875383862762988E-4	1.0400095958496355E-4	0.0	0.0	8.475872090691894E-4	5.2602822934844085E-5	19.468405332152166	0.7043607939501304
73	9.750310196210421E-4	1.2021961603583383E-4	0.0	0.0	9.97733651125543E-4	1.0367975950976951E-4	0.0	0.0	9.501209878166605E-4	1.0355697654000383E-4	21.648251012078397	1.1564921865227697
74	9.997222325459632E-4	1.948405811150313E-4	0.0	0.0	9.769860528336949E-4	1.0284437639674322E-4	0.0	0.0	0.0	0.0	22.573243992598485	0.7741763465777026
75	9.852163397638947E-4	1.5340030674331886E-4	0.0	0.0	9.6591527664458E-4	9.70302451961324E-5	0.0	0.0	9.771217356799866E-4	5.661443951709977E-5	19.888724679103234	0.7637039906921053
76	9.91764611804058E-4	2.080303730709892E-4	0.0	0.0	9.8562893521148E-4	1.0398085789364676E-4	0.0	0.0	8.350960163880927E-4	2.6938581173809444E-5	19.63890609336223	0.750598006605619
77	9.961362046979616E-4	1.2150335110213867E-4	0.0	0.0	9.289664474625425E-4	9.671871000597558E-5	0.0	0.0	9.775714418083226E-4	1.1147426433060345E-4	21.59276195462931	1.1182465062028033
78	9.964244695979119E-4	1.9378172973911359E-4	0.0	0.0	9.480784759290373E-4	9.874000640622845E-5	0.0	0.0	0.0	0.0	21.65595802233547	0.8642147248158238
79	9.924875629891972E-4	1.3078996008670897E-4	0.0	0.0	9.349891183738634E-4	1.0383835749415805E-4	0.0	0.0	8.226435908937901E-4	5.1308231353131006E-5	19.688202704369736	0.8191804936252046
80	9.956856662185487E-4	1.815036844348578E-4	0.0	0.0	9.839977385084353E-4	1.0368746959935986E-4	0.0	0.0	8.585667872367253E-4	5.341049695029021E-5	19.4506263412407	0.7917520580951716
81	9.725495477397317E-4	1.189766428245238E-4	0.0	0.0	9.954063495598575E-4	1.0103170257961965E-4	0.0	0.0	9.610299805160594E-4	1.047027736935788E-4	21.5688471931093	1.1205762359579745
82	9.824958437363307E-4	1.7252811133738132E-4	0.0	0.0	9.798058482459737E-4	1.0287125576421577E-4	0.0	0.0	0.0	0.0	22.563410224258263	0.7780859441436682
83	9.952813761913148E-4	1.594797178793161E-4	0.0	0.0	9.689890078679042E-4	9.762426952390642E-5	0.0	0.0	9.76955460387785E-4	5.6571499410740245E-5	19.91165383347446	0.8036604940438792
84	9.964114736007446E-4	1.9170515494350062E-4	0.0	0.0	9.84114499150479E-4	1.0400752864058401E-4	0.0	0.0	8.455074408786345E-4	2.7274433576730146E-5	19.635144402816437	0.7488342706068325
85	9.999937760767352E-4	1.1979737324194254E-4	0.0	0.0	9.306695238713303E-4	9.687347854012572E-5	0.0	0.0	9.854866901548576E-4	1.1202873476848067E-4	21.570219843567365	1.0736961023493774
86	9.835614412949667E-4	1.9607993678127085E-4	0.0	0.0	9.482943762293417E-4	9.869641172103334E-5	0.0	0.0	0.0	0.0	21.658586865897767	0.8134582225126203
87	9.95045318042287E-4	1.6356369714347034E-4	0.0	0.0	9.353771642643949E-4	1.0395767157573574E-4	0.0	0.0	8.228629352942107E-4	5.1285666537559393E-5	19.72152659700169	0.7434676799659414
88	9.997646318069542E-4	1.811791599936651E-4	0.0	0.0	9.840380295997875E-4	1.0365225346504077E-4	0.0	0.0	8.595589484059474E-4	2.7727708013095076E-5	19.457307032644678	0.7897716803599825
89	9.957568994458654E-4	1.2135017931012227E-4	0.0	0.0	8.764886170382624E-4	9.350805053311781E-5	0.0	0.0	8.722412085973019E-4	9.969517282554568E-5	21.570847797035164	1.086479989076657
90	9.924824965636958E-4	1.8938672667857638E-4	0.0	0.0	9.498393971369978E-4	9.87670892856032E-5	0.0	0.0	0.0	0.0	21.675946131454666	0.8328222916164811
91	9.959380310391452E-4	1.5409411899127947E-4	0.0	0.0	9.359684069032426E-4	1.040329581117176E-4	0.0	0.0	8.433688278373097E-4	5.1929309403453416E-5	19.63614984487213	0.7683337520343937
92	9.948855392991618E-4	1.9517920734158427E-4	0.0	0.0	9.838633389840368E-4	1.0381420777188096E-4	0.0	0.0	9.827290686388324E-4	5.758815317369326E-5	19.46891012454092	0.7003850681551755
93	9.944290161172376E-4	1.412491952336203E-4	0.0	0.0	9.917382296507071E-4	9.874585672582101E-5	0.0	0.0	8.83270669945091E-4	1.0048032092580637E-4	21.5719063662159	1.0666403767574293
94	9.93746837949061E-4	1.8490493915946732E-4	0.0	0.0	9.834310860554751E-4	1.0308990894189595E-4	0.0	0.0	0.0	0.0	22.58203050691941	0.7119292679375637
95	9.763732691894234E-4	1.558437911369788E-4	0.0	0.0	9.68188361913036E-4	1.0582254436041654E-4	0.0	0.0	9.716099098255881E-4	5.643694000845301E-5	19.921961025275294	0.8211417467609786
96	9.870883125344676E-4	1.8173843950332683E-4	0.0	0.0	9.834974956817177E-4	1.0390285891420923E-4	0.0	0.0	8.395743377391796E-4	2.708304315287676E-5	19.6574707049733	0.8135710570361211
97	9.922973940845736E-4	1.1141024627635558E-4	0.0	0.0	9.487597463433417E-4	1.0160925032306781E-4	0.0	0.0	9.757312699463228E-4	1.1464950506499897E-4	21.57665380765672	1.103116189524222
98	9.939834523748914E-4	1.571279230377821E-4	0.0	0.0	9.482466450627669E-4	9.861863802052359E-5	0.0	0.0	0.0	0.0	21.64161509392582	0.7089491822079944
99	9.96751993348255E-4	1.7173837346560526E-4	0.0	0.0	9.61995525795345E-4	1.1016866607930591E-4	0.0	0.0	8.237619502295956E-4	5.112471553947451E-5	19.746924087073822	0.8104755342410016
100	9.841169954398765E-4	1.5388725404854054E-4	0.0	0.0	9.814440714208672E-4	1.034385246569288E-4	0.0	0.0	8.599275808940376E-4	2.7739599383678632E-5	19.484201914472585	0.6497488159582349
101	9.93151096892575E-4	1.3500335333508335E-4	0.0	0.0	9.878667948655107E-4	1.0271068332169297E-4	0.0	0.0	9.568638791606077E-4	1.0437715139906513E-4	21.571333518725268	0.9329454315436658
102	9.950850910342979E-4	2.055500087812034E-4	0.0	0.0	9.502471995830319E-4	9.87969808369326E-5	0.0	0.0	0.0	0.0	21.653445265731015	0.8090823097758466
103	9.958814668920013E-4	1.6345680442493438E-4	0.0	0.0	9.643420813940651E-4	1.108262733378657E-4	0.0	0.0	8.35852247433877E-4	5.17272292999138E-5	19.68342604139714	0.8035125751193485
104	9.887666258450167E-4	1.8548723980929365E-4	0.0	0.0	9.815555204539805E-4	1.0361105710632136E-4	0.0	0.0	8.618582056882929E-4	5.235611621690062E-5	19.463992884575376	0.7452677485223959
105	9.99563963873129E-4	1.5256601833782188E-4	0.0	0.0	9.829230072941897E-4	1.0013478428093065E-4	0.0	0.0	9.114824437688185E-4	1.0211380615137286E-4	21.573983453724345	1.1424372920140242
106	9.973377425609442E-4	1.7853316651313947E-4	0.0	0.0	9.813614133697968E-4	1.0283707597457872E-4	0.0	0.0	0.0	0.0	22.578717838140207	0.8350697629685825
107	9.927303271908272E-4	1.3508225022096007E-4	0.0	0.0	9.711898957753817E-4	1.0651052854357496E-4	0.0	0.0	9.737133272835763E-4	5.647712094591917E-5	19.946766427833083	0.8108756586478535
108	9.94543092001976E-4	1.9643028961818974E-4	0.0	0.0	9.818516808479671E-4	1.0380933423138211E-4	0.0	0.0	8.45476096841935E-4	2.7273422478772098E-5	19.65231823282386	0.7376215420082217
109	9.983734225968988E-4	1.3868125129211907E-4	0.0	0.0	9.540908224145994E-4	1.0318688005448642E-4	0.0	0.0	9.825190517105398E-4	1.1360848972079693E-4	21.570673242441693	1.1207238014434566
110	9.999900928931993E-4	1.971191906450366E-4	0.0	0.0	9.480636772494222E-4	9.856442208747549E-5	0.0	0.0	0.0	0.0	21.654731740376903	0.8605074312607504
111	9.740781497242779E-4	1.538434098567204E-4	0.0	0.0	9.62727296528243E-4	1.1033857753810763E-4	0.0	0.0	8.229810300051099E-4	5.117022090028733E-5	19.763442055045594	0.7668781880976024
112	9.993586584968739E-4	1.9302742830095662E-4	0.0	0.0	9.81000023891454E-4	1.0344293686650357E-4	0.0	0.0	8.619116354147138E-4	2.7803601142410123E-5	19.48031900064315	0.795095830534844
113	9.9202866658743E-4	1.40254071070829E-4	0.0	0.0	9.902797623553283E-4	1.0409666109604625E-4	0.0	0.0	9.246535721132432E-4	1.0265293811073661E-4	21.56512558328795	0.9725368184985543
114	9.932130550609486E-4	1.9296789316797624E-4	0.0	0.0	9.497391932526966E-4	9.87568608697605E-5	0.0	0.0	0.0	0.0	21.66876106975907	0.9041117530708418
115	9.900596688368068E-4	1.5053402882168418E-4	0.0	0.0	9.648371400317046E-4	1.1090825631816246E-4	0.0	0.0	8.381943841300199E-4	5.1787676501380275E-5	19.6932039562599	0.7847497773389985
116	9.969350769907237E-4	1.961614532556354E-4	0.0	0.0	9.81291118321792E-4	1.0359800153888646E-4	0.0	0.0	8.628092530074127E-4	5.206860599005214E-5	19.472187896359138	0.7553688578931126
117	9.983779772042567E-4	1.1443659420643189E-4	0.0	0.0	8.841482251504829E-4	9.403410545823347E-5	0.0	0.0	9.005163998736521E-4	1.0152394833022359E-4	21.5633930866827	1.0982300869010106
118	9.84990062775637E-4	1.8899591566326834E-4	0.0	0.0	9.825670674743492E-4	1.0289829514365672E-4	0.0	0.0	0.0	0.0	22.57959609363772	0.7055370498250346
119	9.968412502985302E-4	1.4087828458632937E-4	0.0	0.0	9.71217241030331E-4	1.0663933286644581E-4	0.0	0.0	9.734876233054024E-4	5.647195701286023E-5	19.937380287369514	0.8050170715856833
120	9.985427476877362E-4	1.8462720470094798E-4	0.0	0.0	9.819744435581867E-4	1.0398208794395176E-4	0.0	0.0	8.476878498555607E-4	2.7344769350179376E-5	19.637705488514875	0.7408284255508908
121	9.998895252181228E-4	1.7049413101967597E-4	0.0	0.0	9.891432694821845E-4	1.0371456034040425E-4	0.0	0.0	9.839923891377111E-4	1.1375684396743596E-4	21.564407649504247	0.936255042571166
122	9.99437141572912E-4	2.0222316957270334E-4	0.0	0.0	9.512588262623467E-4	9.886243405956985E-5	0.0	0.0	0.0	0.0	21.634605891115598	0.911153532129536
123	9.891950076905687E-4	1.4939484999635747E-4	0.0	0.0	9.637221732177181E-4	1.1055939364510975E-4	0.0	0.0	8.230006818621405E-4	5.118384978053392E-5	19.73837236178339	0.7972795303765906
124	9.998015478700495E-4	1.6452944873405242E-4	0.0	0.0	9.810328111967692E-4	1.0350364942678786E-4	0.0	0.0	8.626898084429513E-4	2.782870349815972E-5	19.467710385164033	0.7308248931093266
125	9.883087644979582E-4	1.2197302801520087E-4	0.0	0.0	8.77059836028593E-4	9.702606150045294E-5	0.0	0.0	9.195614905621596E-4	1.0241168668238575E-4	21.569051115127664	0.9916318244082132
126	9.970311468876503E-4	1.5769359085272738E-4	0.0	0.0	9.517421306846074E-4	9.887231168328352E-5	0.0	0.0	0.0	0.0	21.651381951615015	0.8435126795443274
127	9.90516513937223E-4	1.8063334779589723E-4	0.0	0.0	9.654340048221854E-4	1.1105230185810286E-4	0.0	0.0	8.393445277974365E-4	5.182226076883012E-5	19.66153144122432	0.8219004773571109
128	9.967102789829596E-4	1.9637708586211697E-4	0.0	0.0	9.815910398813799E-4	1.0368473537463315E-4	0.0	0.0	8.632343010397392E-4	5.2011114152317184E-5	19.463019800971153	0.7064740092735107
129	9.795744884684154E-4	1.3944752606262552E-4	0.0	0.0	9.98991890531542E-4	9.624774365956875E-5	0.0	0.0	8.971566675768372E-4	1.0135968046482196E-4	21.574105735972424	1.0441779963473028
130	9.946278699857203E-4	1.7425948258263402E-4	0.0	0.0	9.842578802974344E-4	1.0292242851276584E-4	0.0	0.0	0.0	0.0	22.563591168998535	0.7065514724912262
131	9.959312814515897E-4	1.8065523100293284E-4	0.0	0.0	9.717150158756738E-4	1.0708795332114323E-4	0.0	0.0	9.741927138193773E-4	5.650305104865083E-5	19.900694818341393	0.8219463442492969
132	9.999761386225714E-4	1.7868993913013032E-4	0.0	0.0	9.818023072369897E-4	1.035451263534571E-4	0.0	0.0	8.476385878282144E-4	2.7343180252523047E-5	19.622351043525207	0.737868132166011
133	9.95067497456148E-4	1.333897993178711E-4	0.0	0.0	9.847459138541126E-4	9.954048830131082E-5	0.0	0.0	9.844026206522472E-4	1.1371029196910138E-4	21.57951074961153	0.9862736871449735
134	9.939373466636425E-4	1.7473378995155872E-4	0.0	0.0	9.516874614838855E-4	9.900780894850094E-5	0.0	0.0	0.0	0.0	21.623094272182406	0.8389155202600515
135	9.884096205183823E-4	1.6868533953205535E-4	0.0	0.0	9.643179465204099E-4	1.1087191315184094E-4	0.0	0.0	8.233316855665862E-4	5.120684296588962E-5	19.709133272694814	0.8100653057582254
136	9.96346601354503E-4	2.0368804187388605E-4	0.0	0.0	9.80404852789718E-4	1.0355256031964752E-4	0.0	0.0	8.62287867754219E-4	2.7815737669490935E-5	19.45777691874779	0.7553793610186341
137	9.872723653998605E-4	1.2945521210829257E-4	0.0	0.0	8.841491625286579E-4	9.367680378408687E-5	0.0	0.0	9.183881990963982E-4	1.0237115399730816E-4	21.5859208562252	1.0142829294045161
138	9.97597618223267E-4	1.9030284681455725E-4	0.0	0.0	9.518594877988562E-4	9.896953908477848E-5	0.0	0.0	0.0	0.0	21.644273213631656	0.8892095911547417
