iteration 	 master_gap 	subnet_0_gap 	subnet_1_gap 	subnet_2_gap 	subnet_3_gap 	full_gap
52	5.80692586193976E-6	-2.220446049250313E-16	1.4576446010217126E-6	0.0	9.481384843912366E-8	0.1053568120362326
53	3.3514048097815774E-6	-2.220446049250313E-16	2.030851969814229E-6	0.0	1.3770054201334148E-6	0.10708937247497563
54	5.583786938490043E-6	-2.220446049250313E-16	1.5224238605338059E-6	1.1102230246251565E-16	-2.220446049250313E-16	0.10525773037119668
55	4.2242841420403465E-6	0.0	1.7640898369863933E-6	0.0	6.308066472504592E-7	0.10646795414323806
56	5.578206264456043E-6	-2.220446049250313E-16	1.4561667077694906E-6	0.0	7.790301481680473E-8	0.10471077204224555
57	2.7119423906540874E-6	0.0	1.9389334202646324E-6	0.0	1.4332310511733226E-6	0.10690281067391671
58	4.925782383091715E-6	-2.220446049250313E-16	1.521154614492204E-6	0.0	1.1102230246251565E-16	0.10484315053779147
59	5.17889021633966E-6	2.220446049250313E-16	1.7614705426494126E-6	1.1102230246251565E-16	6.209081337971156E-7	0.1064055667718865
60	5.6573792722725E-6	-2.220446049250313E-16	1.4502059053622673E-6	0.0	7.375466914982809E-8	0.10445135972247321
61	3.7515522839370874E-6	0.0	1.8761163945724135E-6	0.0	1.2896655614547115E-6	0.10632624954244363
62	4.37938165287477E-6	-2.220446049250313E-16	1.473240843097301E-6	0.0	0.0	0.10247995489080353
63	5.719863168329731E-6	2.220446049250313E-16	1.9382091204223073E-6	1.1102230246251565E-16	6.028088105347607E-7	0.10577760474083187
64	5.137149194034407E-6	-2.220446049250313E-16	1.4528086593745826E-6	0.0	8.17567051836221E-8	0.10386945524851965
65	3.315264258674233E-6	0.0	1.8257543047406344E-6	3.3306690738754696E-16	1.4145138229615384E-6	0.10640865056715232
66	4.291795798638809E-6	-2.220446049250313E-16	1.5499265536567108E-6	0.0	0.0	0.10378360009655674
67	5.689791357621488E-6	0.0	1.8236006076310929E-6	-2.220446049250313E-16	6.695666694422897E-7	0.10618213253152209
68	5.741011672721896E-6	-2.220446049250313E-16	1.4819014875211423E-6	1.1102230246251565E-16	4.170582346141316E-8	0.10369348667228451
69	3.535107410690408E-6	-4.440892098500626E-16	1.8654891510427873E-6	0.0	1.335281099468233E-6	0.10582017033894597
70	4.531809267405151E-6	0.0	1.478486863493167E-6	0.0	1.1102230246251565E-16	0.10174878006145127
71	5.527769473823163E-6	-2.220446049250313E-16	2.135088151611342E-6	0.0	5.834523003622749E-7	0.10569831824464027
72	5.265071002846788E-6	-2.220446049250313E-16	1.4842297310080355E-6	0.0	3.585114449755622E-8	0.10329846993960212
73	3.83620651012162E-6	0.0	1.8949067718265766E-6	0.0	1.3777097646050507E-6	0.10613129700877366
74	5.627168051747233E-6	0.0	1.5397843360354102E-6	0.0	0.0	0.10339452657277237
75	5.401866605803107E-6	0.0	1.784913281066558E-6	0.0	6.65677834299494E-7	0.10614974831892077
76	5.459894839576762E-6	0.0	1.482475279979134E-6	0.0	3.744470056243898E-8	0.10343828117016807
77	3.7814943685265945E-6	-2.220446049250313E-16	1.8452577705829754E-6	0.0	1.354974306311263E-6	0.10562599671455553
78	4.852807873656495E-6	0.0	1.4769084107912889E-6	1.1102230246251565E-16	0.0	0.10153434113386128
79	4.4789712015935734E-6	-4.440892098500626E-16	2.1422116047720152E-6	0.0	5.813199824844517E-7	0.10569821421620651
80	5.050068896839122E-6	0.0	1.4788752802363803E-6	0.0	3.086853184175453E-8	0.10319188172953098
81	3.4260430080701454E-6	-2.220446049250313E-16	1.812346959284561E-6	-2.220446049250313E-16	1.3915093324268213E-6	0.10602732321238317
82	5.1083263740148155E-6	-2.220446049250313E-16	1.5401061193021093E-6	0.0	-2.220446049250313E-16	0.10326490585784909
83	4.22942664057846E-6	-2.220446049250313E-16	1.8073388104999921E-6	-2.220446049250313E-16	6.645467333088462E-7	0.10612219115545807
84	5.026725905854512E-6	0.0	1.4826231397035983E-6	0.0	3.5828037314722394E-8	0.10339705420169343
85	3.975342648621094E-6	-2.220446049250313E-16	1.8479237310353724E-6	3.3306690738754696E-16	1.361255233089942E-6	0.10559279565532476
86	4.75926176957131E-6	-2.220446049250313E-16	1.476253621457424E-6	1.1102230246251565E-16	0.0	0.10149461593624576
87	5.606071489694386E-6	0.0	2.1438379532723317E-6	0.0	5.808800300766137E-7	0.10570409951662929
88	4.734327104904956E-6	-2.220446049250313E-16	1.4785376958315055E-6	-2.220446049250313E-16	3.0181203980461646E-8	0.10317812457246822
89	3.4746271083685443E-6	0.0	1.7744499324345853E-6	0.0	1.2189999614165004E-6	0.1054713741921981
90	5.5248137810215425E-6	-2.220446049250313E-16	1.4776933621174493E-6	0.0	2.220446049250313E-16	0.1013656312656116
91	4.6130864913562775E-6	-2.220446049250313E-16	2.1588348858569972E-6	-2.220446049250313E-16	5.86674819058608E-7	0.10563248834578554
92	5.807481693431704E-6	-4.440892098500626E-16	1.4802866267205061E-6	0.0	5.135505720677003E-8	0.10324630689417702
93	3.379795196267743E-6	0.0	1.7719169610463936E-6	0.0	1.3283198140312535E-6	0.10600890806243912
94	4.998421713531265E-6	-2.220446049250313E-16	1.542528732634274E-6	3.3306690738754696E-16	1.1102230246251565E-16	0.10331551186765375
95	6.31171920273399E-6	-2.220446049250313E-16	2.0907699336270014E-6	1.1102230246251565E-16	6.628065231106817E-7	0.10611960695298805
96	4.509936773589018E-6	-2.220446049250313E-16	1.4814715583177929E-6	0.0	3.701698847446977E-8	0.10339576139623619
97	3.7770755447752435E-6	0.0	1.9368116533913238E-6	0.0	1.3886788511330295E-6	0.10559755923334924
98	4.45527306247584E-6	0.0	1.4749124993551632E-6	1.1102230246251565E-16	2.220446049250313E-16	0.1014855157067186
99	5.939728520809595E-6	-2.220446049250313E-16	2.2459809522201724E-6	3.3306690738754696E-16	5.785799176427631E-7	0.10570086289888436
100	4.139261683411277E-6	-2.220446049250313E-16	1.4757439686929885E-6	0.0	3.061833875328546E-8	0.10316317535393105
101	3.4193466030840725E-6	0.0	1.8583218966972126E-6	0.0	1.2711580833490999E-6	0.10545626475686387
102	5.667696739930506E-6	0.0	1.4782284887271402E-6	0.0	0.0	0.10134092209338785
103	4.811292915407606E-6	-2.220446049250313E-16	2.2815649776131153E-6	-2.220446049250313E-16	5.834970306928255E-7	0.10563719692051377
104	4.8229345754879915E-6	0.0	1.4777887199501905E-6	3.3306690738754696E-16	4.059967229075312E-8	0.1031985209683528
105	3.4850770076477744E-6	-2.220446049250313E-16	1.8117666378270059E-6	1.1102230246251565E-16	1.3521786577097572E-6	0.1060027932041443
106	5.466796643927019E-6	-2.220446049250313E-16	1.5390859263719747E-6	0.0	2.220446049250313E-16	0.10325758649668493
107	4.929483539140023E-6	-4.440892098500626E-16	2.111561456574762E-6	0.0	6.630203497337561E-7	0.10612406603149016
108	5.342277585196342E-6	-2.220446049250313E-16	1.4801182514068145E-6	3.3306690738754696E-16	3.612011789666525E-8	0.10338032028316546
109	3.3617825562215486E-6	-2.220446049250313E-16	1.9664611524694564E-6	1.1102230246251565E-16	1.3777375271750714E-6	0.10558784362543872
110	5.19259481113199E-6	-2.220446049250313E-16	1.4741504940074535E-6	0.0	1.1102230246251565E-16	0.10146741354524469
111	5.463845301312276E-6	2.220446049250313E-16	2.2507325064813344E-6	0.0	5.791159837231774E-7	0.105707792383408
112	5.232772819940834E-6	-2.220446049250313E-16	1.475763576896938E-6	3.3306690738754696E-16	3.0135612782977717E-8	0.10315841048876306
113	4.003320304479807E-6	-2.220446049250313E-16	1.883373613731365E-6	1.1102230246251565E-16	1.252044547928044E-6	0.10545993338453341
114	5.753536436503559E-6	-4.440892098500626E-16	1.477764875468246E-6	0.0	1.1102230246251565E-16	0.10133435862271056
115	6.1582235366675064E-6	0.0	2.2823412823003153E-6	0.0	5.845131578752216E-7	0.10564390096636123
116	5.726205604128509E-6	-2.220446049250313E-16	1.4775579105785752E-6	0.0	4.260051333915271E-8	0.10320456238153075
117	2.7429424734881636E-6	-2.220446049250313E-16	1.784324868525644E-6	1.1102230246251565E-16	1.3436117499709965E-6	0.10598364809357796
118	5.486198061732672E-6	-2.220446049250313E-16	1.539842139353098E-6	-2.220446049250313E-16	2.220446049250313E-16	0.10324905872139278
119	5.356874418938062E-6	-2.220446049250313E-16	2.1230693912910326E-6	1.1102230246251565E-16	6.628198684355269E-7	0.10610209714557672
120	5.163014593856374E-6	-4.440892098500626E-16	1.4821992048164034E-6	0.0	3.576534968185996E-8	0.10336395959915001
121	4.679640756677372E-6	0.0	1.8768068773544755E-6	0.0	1.3792400793688486E-6	0.10554289704770392
122	6.4197506768337576E-6	-2.220446049250313E-16	1.478603485538521E-6	0.0	1.1102230246251565E-16	0.10143286497380799
123	4.154503990272396E-6	0.0	2.2635451187857925E-6	0.0	5.79022271351981E-7	0.10568201671180233
124	5.059146902186562E-6	-2.220446049250313E-16	1.4764536390154959E-6	-2.220446049250313E-16	2.996110914921246E-8	0.10315109133044187
125	3.406763947277902E-6	-2.220446049250313E-16	1.820847488898103E-6	0.0	1.2492964064358958E-6	0.10543342098560282
126	4.6825978848863414E-6	0.0	1.4792586238154826E-6	0.0	0.0	0.10131249591511382
127	4.4214368957185E-6	0.0	2.29317181199562E-6	1.1102230246251565E-16	5.845543324944913E-7	0.1056195386872828
128	5.113265300282777E-6	0.0	1.478632325135898E-6	0.0	4.324383695575307E-8	0.10320534649589186
129	3.360102734939474E-6	0.0	1.726262621293273E-6	3.3306690738754696E-16	1.3409342427550541E-6	0.10597413352763096
130	5.553547977377171E-6	0.0	1.5396749298846046E-6	0.0	0.0	0.10323697038121293
131	5.292093581910073E-6	2.220446049250313E-16	2.1468941516777917E-6	1.1102230246251565E-16	6.626840790557864E-7	0.10606723388782835
132	4.67507639412279E-6	0.0	1.4765416008755139E-6	3.3306690738754696E-16	3.575978713143968E-8	0.10335829840894795
133	3.2385726803640935E-6	0.0	1.8005437747437014E-6	0.0	1.3784114191173202E-6	0.10554193933851341
134	4.749091810807293E-6	0.0	1.4809222828038315E-6	0.0	1.1102230246251565E-16	0.10142912597739528
135	5.204195964947367E-6	0.0	2.2803162235129903E-6	1.1102230246251565E-16	5.791383010933515E-7	0.10565564235724112
136	5.630452563076815E-6	0.0	1.4768793052954976E-6	1.1102230246251565E-16	3.0044831067499445E-8	0.1031475612801781
137	3.897538308983428E-6	0.0	1.7578785421745735E-6	0.0	1.2485911775605985E-6	0.1054358983762752
138	5.313115306604388E-6	-2.220446049250313E-16	1.4807706701924772E-6	1.1102230246251565E-16	3.3306690738754696E-16	0.10131072097881477
139	5.59962821711224E-6	0.0	2.291780234919827E-6	-2.220446049250313E-16	5.846447631574492E-7	0.10559138035078564
140	4.964406509544439E-6	0.0	1.4784217055030524E-6	0.0	4.3675971728163177E-8	0.10320393487455648
141	3.792349896003522E-6	0.0	1.778956353448713E-6	1.1102230246251565E-16	1.3396583923297456E-6	0.10597703106505385
142	5.5427322883661034E-6	-2.220446049250313E-16	1.5404711476429966E-6	0.0	2.220446049250313E-16	0.10323649983039429
143	4.532292703141039E-6	0.0	2.1571899926353666E-6	1.1102230246251565E-16	6.625822255301728E-7	0.10604813525112167
144	5.055321108948796E-6	0.0	1.4765862692556198E-6	0.0	3.579822172028457E-8	0.10335290644762474
145	3.5761832242187097E-6	0.0	1.8046732975784963E-6	0.0	1.3816457209436805E-6	0.10554124594612557
146	5.520618938548161E-6	-2.220446049250313E-16	1.4808758189710503E-6	0.0	2.220446049250313E-16	0.10142975983267633
147	4.765595758238206E-6	0.0	2.283615708531528E-6	1.1102230246251565E-16	5.789339038164698E-7	0.10564873949115683
148	5.205237900374193E-6	0.0	1.4772221094139226E-6	0.0	3.002260096085507E-8	0.10314824129591293
149	3.635186333061924E-6	-2.220446049250313E-16	1.7399570441112289E-6	1.1102230246251565E-16	1.2493715113581771E-6	0.1054388526214125
150	5.526726353233258E-6	-2.220446049250313E-16	1.48097105812095E-6	1.1102230246251565E-16	1.1102230246251565E-16	0.10131203174856085
151	5.63216593363336E-6	0.0	2.293900544736438E-6	1.1102230246251565E-16	5.845441916063621E-7	0.10558662463840884
152	5.443244348479759E-6	0.0	1.4783385889893808E-6	-2.220446049250313E-16	4.3639445279630706E-8	0.10320268220113649
153	3.2292461055183352E-6	2.220446049250313E-16	1.7901446336399118E-6	0.0	1.34005803786863E-6	0.10597825090296276
154	5.417490025805272E-6	-2.220446049250313E-16	1.5409857521131443E-6	0.0	0.0	0.10324145334653045
155	5.269397924556607E-6	2.220446049250313E-16	2.1583613981634997E-6	1.1102230246251565E-16	6.625424541217839E-7	0.10604652337430542
156	4.914469934669263E-6	-2.220446049250313E-16	1.4760788134005054E-6	3.3306690738754696E-16	3.578766460954341E-8	0.10335859704305717
157	4.053691382788216E-6	-2.220446049250313E-16	1.7991044919396515E-6	0.0	1.3802580258737152E-6	0.10554754376050246
158	5.4173643457833265E-6	-2.220446049250313E-16	1.4811610535847564E-6	0.0	0.0	0.1014360792295218
159	4.233816910836907E-6	0.0	2.282408518294865E-6	0.0	5.790420364304438E-7	0.1056459604925919
160	5.465976225638158E-6	0.0	1.4768484868366016E-6	0.0	3.013948313146386E-8	0.10315044772657866
161	4.976571213677339E-6	0.0	1.747562074716491E-6	0.0	1.2459019134158922E-6	0.1054459196399612
162	6.346736606932524E-6	-2.220446049250313E-16	1.4812196043045844E-6	0.0	-2.220446049250313E-16	0.10131741518459936
163	4.56149996408417E-6	0.0	2.2913952913983238E-6	0.0	5.847296421501724E-7	0.10558386550093002
164	6.00914209936132E-6	-2.220446049250313E-16	1.478803166921061E-6	1.1102230246251565E-16	4.371083417442634E-8	0.10320066653966142
165	3.624796197421176E-6	0.0	1.7884226601871944E-6	0.0	1.3398684475252054E-6	0.10598278037203435
166	5.389656045351465E-6	0.0	1.540898110996558E-6	1.1102230246251565E-16	1.1102230246251565E-16	0.1032448190387788
167	4.383062657820069E-6	2.220446049250313E-16	2.1579893725309773E-6	1.1102230246251565E-16	6.627142226101057E-7	0.10604552930306366
168	4.890640198706997E-6	0.0	1.4767137526128238E-6	0.0	3.567964101947041E-8	0.10335604709766211
169	3.0199187399659877E-6	2.220446049250313E-16	1.7988070520891242E-6	1.1102230246251565E-16	1.3803042424598289E-6	0.10554695421314808
170	6.527610577844456E-6	0.0	1.4809449399022512E-6	0.0	-2.220446049250313E-16	0.10143518287668962
171	4.6211622836134225E-6	0.0	2.2837962490029895E-6	1.1102230246251565E-16	5.791383846931453E-7	0.10564479336078303
172	4.8473554918881945E-6	0.0	1.4774594834232602E-6	1.1102230246251565E-16	3.021251526735824E-8	0.10315012534892243
173	3.874326021668928E-6	0.0	1.7319356120371054E-6	0.0	1.2476727588861536E-6	0.10544858928168288
174	5.760434393820013E-6	-2.220446049250313E-16	1.4812756414794848E-6	0.0	1.1102230246251565E-16	0.10131785461743592
175	4.970690160921443E-6	0.0	2.293013505294539E-6	0.0	5.848157913490581E-7	0.10558697504187653
176	5.145643394821597E-6	0.0	1.4786863861138144E-6	1.1102230246251565E-16	4.76958200712474E-8	0.10320723073305871
177	4.219323379128781E-6	0.0	1.8073640490889886E-6	0.0	1.3398999799685285E-6	0.10598944502861052
178	5.033728610603916E-6	-2.220446049250313E-16	1.540934286725637E-6	0.0	1.1102230246251565E-16	0.1032453915118886
179	4.24971404655583E-6	2.220446049250313E-16	2.1589970254920487E-6	0.0	6.626112983854071E-7	0.10604417339081151
180	4.803185423951639E-6	-2.220446049250313E-16	1.4763568113584924E-6	0.0	3.584374574927551E-8	0.10332833544756559
181	3.5142546164212973E-6	2.220446049250313E-16	1.8603856525301055E-6	1.1102230246251565E-16	1.3787415651389523E-6	0.10554302530627546
182	5.454246390423911E-6	-2.220446049250313E-16	1.4812460432667152E-6	0.0	0.0	0.10143150318334404
183	5.1699482909173256E-6	0.0	2.2839524245199527E-6	0.0	5.79061185335128E-7	0.10564273117039102
184	5.705328754324057E-6	0.0	1.4772030791920798E-6	0.0	3.0110142046346766E-8	0.10314799712428135
185	3.7908094722149954E-6	0.0	1.7302982413536228E-6	1.1102230246251565E-16	1.2455079780870904E-6	0.105440604546854
186	4.3759625129036195E-6	-2.220446049250313E-16	1.4813790506496005E-6	0.0	-2.220446049250313E-16	0.10131323521341773
187	3.7701477056950594E-6	2.220446049250313E-16	2.2938642744163573E-6	1.1102230246251565E-16	5.847837211137019E-7	0.105583640789631
188	5.374800200574903E-6	-2.220446049250313E-16	1.4783448554211986E-6	1.1102230246251565E-16	4.815240006728061E-8	0.10319643619504171
189	4.029851093600989E-6	0.0	1.7980355322411157E-6	1.1102230246251565E-16	1.338146518481409E-6	0.1059783360403509
190	5.255997643671684E-6	-2.220446049250313E-16	1.5415332480506194E-6	1.1102230246251565E-16	1.1102230246251565E-16	0.10324227046610401
191	4.628579598375815E-6	2.220446049250313E-16	2.1587959462276984E-6	0.0	6.62373804138916E-7	0.1060438239166549
192	4.941044842277087E-6	0.0	1.4758833779549008E-6	1.1102230246251565E-16	3.590588171231701E-8	0.10332238080590206
193	4.052337508553272E-6	0.0	1.7926229520792702E-6	0.0	1.380645630488786E-6	0.10554142077959017
194	5.813972066226469E-6	-2.220446049250313E-16	1.48153091183989E-6	0.0	-2.220446049250313E-16	0.10143253248100059
195	6.1546324227057525E-6	0.0	2.282603918213333E-6	1.1102230246251565E-16	5.788269259454637E-7	0.10564531746457284
196	4.8818099619429844E-6	0.0	1.4770164464827928E-6	0.0	3.0057089706048146E-8	0.10314686789062044
197	3.3766950849889454E-6	0.0	1.734210616000098E-6	1.1102230246251565E-16	1.251425646109361E-6	0.10543623296886107
198	5.532862264678862E-6	1.1102230246251565E-16	1.4814831005294238E-6	1.1102230246251565E-16	0.0	0.10131481628528205
199	4.005651357608109E-6	0.0	2.292914151325043E-6	0.0	5.844796089338189E-7	0.10558788167535116
200	4.9715440190167826E-6	-2.220446049250313E-16	1.4787010567118841E-6	-2.220446049250313E-16	4.332795933148503E-8	0.10319170092671426
