iteration 	 gap
0	0.12147249573288188
1	0.30353948579991086
2	0.17973123633184274
3	0.11835956638301914
4	0.08210017845225448
5	0.06190616210259248
6	0.04992999235988893
7	0.041653180702053705
8	0.036951988204770636
9	0.03382752141605938
10	0.03222528953172721
11	0.0277881737596537
12	0.02806338220455351
13	0.027325671723833933
14	0.024619799165480405
15	0.019571506780690306
16	0.016693050324039782
17	0.015808629452532363
18	0.015620574395420195
19	0.014574069486161023
20	0.013685024794690248
21	0.01321742166168105
22	0.013077780676638229
23	0.012847822114609997
24	0.012565678569907757
25	0.012248426422340142
26	0.011879134967058502
27	0.011495078674486292
28	0.010895531110133638
29	0.010327174639236825
30	0.009815166937745756
31	0.009290422711371815
32	0.00879802314441569
33	0.008283832074609587
34	0.00779955676646138
35	0.007337073862238697
36	0.006903319670691355
37	0.006501058166034301
38	0.006111547774599768
39	0.005731969210476806
40	0.005377330080042264
41	0.0050444015261918995
42	0.0047354620568909045
43	0.00445761667846678
44	0.00418383458219751
45	0.00393715400590311
46	0.003703800209163388
47	0.0034908143107706957
48	0.003287952649130954
49	0.0031125518775708683
50	0.002955813996505574
51	0.002813088841635558
52	0.0026841160269739373
53	0.0025700962307562136
54	0.002463404887799947
55	0.002367252490130367
56	0.0022812048903508853
57	0.002200576376371721
58	0.002128913284208611
59	0.002061172882665163
60	0.00200114752521674
61	0.001944203987239046
62	0.0018935987693388112
63	0.0018454977669852823
64	0.0018023618922574647
65	0.001761198748238546
66	0.0017242546064426545
67	0.0016888624635351679
68	0.0016570752483031637
69	0.001626754736569258
70	0.0015989594042513655
71	0.001573102387030345
72	0.001548368564517344
73	0.0015265987387373947
74	0.0015052836806004333
75	0.0014853322410783854
76	0.0014674565439752874
77	0.0014500488974612535
78	0.0014335331887076475
79	0.001418817320382515
80	0.0014044534358249594
81	0.0013907653411778798
82	0.0013785593234045823
83	0.0013666891717483143
84	0.0013552339879852049
85	0.0013450589900938503
86	0.0013352448937674621
87	0.0013255738443336273
88	0.0013170561086821575
89	0.0013087363917408945
90	0.0013008579628038808
