iteration 	 master_max 	 master_avg 	subnet_0_max 	 subnet_0_avg 	subnet_1_max 	 subnet_1_avg 	subnet_2_max 	 subnet_2_avg 	full_max 	 full_avg
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	209.18971773959342	8.68294783018344	18.873391565623713	2.55568895363608	69.01346524975	8.056006836554426	0.0	0.0	1258.8773655421267	117.79966711547102
2	98.4951954765856	5.9317389505314235	21.981264605017667	3.5000779711536896	50.3215902965073	4.387662064060803	0.0	0.0	1157.300461467927	120.51875240689047
3	81.57914732814953	5.02659730681154	24.490753334882925	4.084629962730123	47.437510654356515	3.8023702789453573	0.0	0.0	1071.039228455533	125.15514554155143
4	71.37508314595071	4.505216726556705	24.313466306149397	4.165625635520396	32.11237798994657	3.0704506609371234	0.0	0.0	1058.8440418887049	124.00844972539682
5	70.01383321279991	4.230155589328422	23.221122847560004	4.065899432119826	30.054933099420115	2.97697391685999	0.0	0.0	1105.4587767263047	125.33781654530404
6	69.63421215913584	4.0924540651280505	22.716120089099142	4.011036181711381	28.457610119481835	2.982200195652793	0.0	0.0	1213.0348236748914	129.9583133994423
7	69.77828057061807	4.0193986267246125	22.435770892440438	3.9743391870356892	29.84598780143949	2.6982372389357674	0.0	0.0	1275.869574563185	132.99594721079572
8	74.49386091365665	4.0487977150843815	21.538460280114116	3.8626286589349146	20.644415699647475	1.6251690562101855	0.0	0.0	1325.746502213391	133.59659184985827
9	72.39237001027556	3.8859038320390087	17.274597889588563	2.871622421698718	19.510140933337876	1.5135271088107556	0.0	0.0	1330.5459756414914	131.57678901028058
10	73.27101414152123	4.035830364077951	16.276317602202916	2.1759951404647535	17.512425710288	1.3290729934483043	0.0	0.0	1383.1979263870712	132.30736990433664
11	74.57537874986723	3.952634880816381	13.148405471880594	1.1371639575396855	13.511860513093524	1.1568053406794472	0.0	0.0	1399.6507118384477	129.11893313164595
12	78.6114480855465	4.078701296894078	11.784529041267241	0.6848718499430089	17.2510116416314	1.0632284108368513	0.0	0.0	1442.1698453432887	119.6517004300131
13	78.48061605282409	4.199583902295175	6.490540446658748	0.3729353806194318	8.228208845712757	0.9208327415158514	0.0	0.0	1459.1922178873242	112.8400611143172
14	78.00159575476033	4.097667472678126	5.779272151881571	0.24874128817778376	8.086954848207398	0.7608788310916826	0.0	0.0	1506.8097616041985	113.87163427104015
15	79.66668255883283	3.907805022171865	6.8013615706792905	0.297471364274925	8.234473935900702	0.4939598301671259	0.0	0.0	1557.1979497775876	115.17286044126739
16	81.35806872609874	3.8367018511251993	5.394497230472723	0.17110500798016218	4.288298494582747	0.2738914413801561	0.0	0.0	1584.9071814117235	116.3262618661136
17	81.94411144328619	3.801709906574992	4.880186055920902	0.08561729922668249	4.3668837571210055	0.2591294546104612	0.0	0.0	1618.287335866664	115.41757640284173
18	82.65427568889893	3.849058167067814	0.0	0.0	4.169921025399319	0.17696386660527608	0.0	0.0	1641.3138509438802	115.73855190650484
19	83.45440717230498	3.813468018523789	0.0	0.0	8.210296006886303	0.2774022860149391	0.0	0.0	1656.7958006664808	114.75748351526047
20	84.12529241195037	3.8047369329156453	0.0	0.0	2.5087128483248975	0.15983332087856517	0.0	0.0	1671.4219351879226	113.67985597639222
21	84.81334704072178	3.78973018172927	0.0	0.0	2.710130400319173	0.15586479588718066	0.0	0.0	1680.0618553271906	114.76875047554475
22	85.11739448831747	3.8059639812367605	0.0	0.0	2.2680615825549353	0.15518295061064794	0.0	0.0	1687.906885005358	115.29882440958171
23	85.86730743926066	3.8196215884921423	0.0	0.0	1.4570177457201332	0.1277571714454828	0.0	0.0	1695.2494083188978	118.19609368906498
24	86.38565428795681	3.826908481899243	0.0	0.0	1.6884729313528979	0.13005332652738805	0.0	0.0	1700.7542524918954	118.17743348683595
25	86.74242972295234	3.8295773204851207	0.0	0.0	1.1689210995780286	0.11140907217060524	0.0	0.0	1703.9965832681066	119.8811182194858
26	86.97728167411711	3.836785247452181	0.0	0.0	1.1220235071519582	0.08470188193349074	0.0	0.0	1702.83959146124	120.3972510445545
27	86.85366223428063	3.8411410952721634	0.0	0.0	0.6738220539966129	0.019475247084193435	0.0	0.0	1700.069542396245	121.5642102797526
28	86.5282353817299	3.838032867371317	0.0	0.0	0.7340238676839732	0.02385540896599732	0.0	0.0	1696.2928105416183	120.47081102630031
29	86.0989407409391	3.8350615817434024	0.0	0.0	0.5242686806352097	0.014014688476131099	0.0	0.0	1691.6532269132606	120.59300764140775
30	85.61726004945616	3.839496241401766	0.0	0.0	0.4428809921967414	0.017646042141353603	0.0	0.0	1686.320022887534	120.47628162268965
31	85.08444366588887	3.8372070830752723	0.0	0.0	0.42632805340699775	0.021403391070973152	0.0	0.0	1680.5212541733947	120.57180185660191
32	84.52315716924606	3.8304208133405804	0.0	0.0	0.4182977855562129	0.0250593882005575	0.0	0.0	1674.380241269811	122.03763686996784
33	83.92734127673226	3.828552091538499	0.0	0.0	0.1961493686242619	0.015775370771038126	0.0	0.0	1666.0614639274647	122.21672399193281
34	83.1357687864537	3.832276774872876	0.0	0.0	0.23504126978005502	0.019182472500549642	0.0	0.0	1658.0508637555656	121.13367215751745
35	82.38224065806011	3.830218271061188	0.0	0.0	0.26447221764770745	0.01814301116438748	0.0	0.0	1650.317872262029	122.63260852499248
36	81.66733096761156	3.8283093514704345	0.0	0.0	0.09258786530837426	0.00567950013956544	0.0	0.0	1642.594111617952	123.11068084933044
