iteration 	 master_max 	 master_avg 	subnet_0_max 	 subnet_0_avg 	subnet_1_max 	 subnet_1_avg 	subnet_2_max 	 subnet_2_avg 	full_max 	 full_avg
37	80.98231717726156	3.8278157727672415	0.0	0.0	0.15695569603538218	0.017940759442036807	0.0	0.0	1635.5333178239619	122.09076505134993
38	80.32174586171347	3.826597705969514	0.0	0.0	0.08744978830424088	0.006196798103334062	0.0	0.0	1628.6178697544105	123.38840652604125
39	79.68819829786287	3.832623984472729	0.0	0.0	0.10696579817260954	0.006664634290719546	0.0	0.0	1620.5408410173095	123.22407944092811
40	78.91442429071822	3.8319285406290877	0.0	0.0	0.0945079404098692	0.007560384008369625	0.0	0.0	1613.4926031057269	123.74440051343886
41	78.24739092380048	3.826294167045006	0.0	0.0	0.1070106808732092	0.00737797331723394	0.0	0.0	1607.1001853005134	123.45414484703325
42	77.64402956635647	3.8260370908873824	0.0	0.0	0.06238308423677097	0.002121817117045655	0.0	0.0	1601.2298772551749	124.78780477322745
43	77.01770820237802	3.8271952103758227	0.0	0.0	0.02220195131709346	8.647183867748512E-4	0.0	0.0	1595.6160090529609	124.9055729228017
44	76.50696952301979	3.8279900459768488	0.0	0.0	0.020524627743824908	8.266949431850473E-4	0.0	0.0	1590.3775921156603	125.03373527831896
45	76.02514469925802	3.8297013549796812	0.0	0.0	0.021404369330507933	8.409377888006292E-4	0.0	0.0	1585.4510995303406	125.17026005272437
46	75.56964467107468	3.8320000593805568	0.0	0.0	0.023844150888958637	8.843289246688974E-4	0.0	0.0	1580.8085291534405	125.31061277488347
47	75.13010985245836	3.8301156571378554	0.0	0.0	0.027061054710820542	9.207519757805514E-4	0.0	0.0	1575.8553006269008	125.42170947517477
48	74.67320743019548	3.8384608269704557	0.0	0.0	0.032857077895791065	0.001026721852067676	0.0	0.0	1571.357800786692	125.68592194209727
49	74.25509123138805	3.8422814302161106	0.0	0.0	0.016705203290278803	0.001044414279257604	0.0	0.0	1567.4125583935286	125.00591031119194
50	73.88908708087035	3.845972177938724	0.0	0.0	0.015544383785226046	4.986541214648451E-4	0.0	0.0	1563.9403493874868	125.9122940130293
51	73.56455764642857	3.849495130918639	0.0	0.0	0.017236099472103916	6.387355904846693E-4	0.0	0.0	1560.8988502005682	126.01258486910534
52	73.28059738989134	3.8528483114073007	0.0	0.0	0.013332846202331439	7.490541724536736E-4	0.0	0.0	1558.2281802924194	125.30509350162349
53	73.0319524685933	3.8390428923800064	0.0	0.0	0.012327944951394443	4.4328699222786393E-4	0.0	0.0	1555.8778838140656	126.0774283073652
54	72.81435468560977	3.8478620205371987	0.0	0.0	0.011864824207727054	6.042275318425207E-4	0.0	0.0	1553.8031346165112	125.48740306555372
55	72.62361389531122	3.850705545753113	0.0	0.0	0.011061315643260627	4.4387915600238337E-4	0.0	0.0	1551.9655105806173	125.55691809192356
56	72.45617763742374	3.847725504349186	0.0	0.0	0.003379622886143352	2.9204786039161313E-4	0.0	0.0	1550.324722278112	125.4951041261182
57	72.3090084316827	3.8502765148462865	0.0	0.0	0.0036854931252676693	3.0576979663510896E-4	0.0	0.0	1548.8675730036243	125.55491730613991
58	72.17925576047543	3.8526604284473045	0.0	0.0	0.0033716846706965953	2.8196524979824303E-4	0.0	0.0	1547.564451440791	125.61012536370285
59	72.0646389666024	3.854833564300058	0.0	0.0	0.0034312401662148773	2.818667209541476E-4	0.0	0.0	1546.3943594688642	125.66027603025344
60	71.96315028657654	3.851221124474044	0.0	0.0	0.003286609299230747	2.6803463652741715E-4	0.0	0.0	1545.3431352571997	125.71481914079298
61	71.8733120743989	3.8417652113084904	0.0	0.0	0.0032967170859592443	2.653778772929392E-4	0.0	0.0	1544.4350875361145	125.64047127119446
62	71.7979255986444	3.8380505236023033	0.0	0.0	0.0031503581686678217	2.5219937019640683E-4	0.0	0.0	1543.6192427294295	125.5441500118225
63	71.73160750618952	3.839818713694205	0.0	0.0	0.0022510822432408872	1.8981731913600932E-4	0.0	0.0	1542.8773934503565	125.5776927004137
64	71.67247469374885	3.841507222994251	0.0	0.0	0.002109803092508855	1.7341105877646516E-4	0.0	0.0	1542.200726237507	125.60894844121955
65	71.61955799491597	3.8430358180340702	0.0	0.0	0.0020116182850813402	1.6257823563592508E-4	0.0	0.0	1541.5818367394293	125.63781264465699
66	71.57210146148435	3.8444995535725854	0.0	0.0	0.0018887464250312291	1.5149896105167478E-4	0.0	0.0	1541.0148005692452	125.66468489093876
67	71.52945696821675	3.845826945134978	0.0	0.0	0.0018009614961655984	1.4245220024612662E-4	0.0	0.0	1540.494019270993	125.689566452933
68	71.49105788423122	3.8471043450023363	0.0	0.0	0.0016922522990867606	5.644017179528675E-5	0.0	0.0	1540.014957334412	126.23991509766074
69	71.45641786434935	3.8482676703636094	0.0	0.0	0.001610935948001213	5.323730987740727E-5	0.0	0.0	1539.573236582561	126.26147938785834
70	71.42510962950332	3.8493768593384616	0.0	0.0	0.0015156403654614792	5.0043104635555064E-5	0.0	0.0	1539.1656017191726	126.28172238455333
71	71.39676665392153	3.8504051094133307	0.0	0.0	0.0014425789560092994	4.755854822044574E-5	0.0	0.0	1538.7885505393056	126.30090702647428
72	71.37106263938021	3.845716828686231	0.0	0.0	0.002725252208470863	8.534656455138518E-5	0.0	0.0	1538.4359407419463	126.2716431708773
73	71.3476904117712	3.8467368773721238	0.0	0.0	0.0013879215010135226	4.531946873760065E-5	0.0	0.0	1538.1139735281554	126.28847397865525
74	71.3264443832523	3.847578792459111	0.0	0.0	0.0012379347385689243	4.061498992621238E-5	0.0	0.0	1538.8563791605434	126.30423321932128
75	71.30710148417029	3.8483808728401936	0.0	0.0	0.0023225401594544337	7.258437208136008E-5	0.0	0.0	1539.6231570588625	126.3200563115169
76	71.28953331540063	3.8492241053242573	0.0	0.0	0.001184216293637519	3.853355615207885E-5	0.0	0.0	1540.343562460795	126.3339322709747
77	71.27357622477913	3.8499234688816633	0.0	0.0	0.001053377426380564	3.4445596412700415E-5	0.0	0.0	1541.020733984096	126.34700401118428
78	71.25896762902767	3.850587701754697	0.0	0.0	0.001977096158803704	6.168274788660598E-5	0.0	0.0	1541.6575439438843	126.3602146390518
79	71.24556719255244	3.8512930521360627	0.0	0.0	0.001005526077356933	3.263788178256868E-5	0.0	0.0	1542.256652955372	126.37180609205221
80	71.23325074766689	3.8518778332294863	0.0	0.0	8.940912961961089E-4	2.916945061420872E-5	0.0	0.0	1542.8205110134656	126.38273629987066
81	71.22191806877822	3.8524335184730534	0.0	0.0	0.0016830245374848118	5.244386796723102E-5	0.0	0.0	1543.3514062906754	126.39380368769727
82	71.21147365482352	3.8530256732858192	0.0	0.0	8.542680031240479E-4	2.768181998748932E-5	0.0	0.0	1543.8514611295043	126.40349862294474
83	71.20183214917222	3.8535176902901567	0.0	0.0	7.59423177768781E-4	2.4735646925707875E-5	0.0	0.0	1544.3226354485073	126.4126491315162
84	71.19292338361245	3.853982911194555	0.0	0.0	0.0014341179417414196	4.4645790262430775E-5	0.0	0.0	1544.7667595621583	126.42193330824979
85	71.18468046245087	3.8544813024990807	0.0	0.0	7.267373536024024E-4	2.3516527595600424E-5	0.0	0.0	1545.1855340475151	126.43005269256619
86	71.17704312733063	3.854897388457094	0.0	0.0	6.459396980247334E-4	2.1010737555045715E-5	0.0	0.0	1545.5805338231098	126.43772456364805
87	71.16996098494053	3.8552868913932747	0.0	0.0	0.0012232956835589448	3.8052546322619896E-5	0.0	0.0	1545.9532304792142	126.44552528780638
88	71.16338605570445	3.855707390520332	0.0	0.0	6.189680826267363E-4	2.000585872759239E-5	0.0	0.0	1546.3049938685801	126.45233792431718
89	71.15727485773189	3.8560595846754384	0.0	0.0	5.500172789183466E-4	1.7868204118369165E-5	0.0	0.0	1546.6370961283517	126.4587950882925
90	71.15159044668238	3.856386376195266	0.0	0.0	5.190948344591106E-4	1.6867476409018565E-5	0.0	0.0	1546.950726993054	126.46487809255042
