iteration 	 gap
0	-Infinity
1	0.12147249573288188
2	0.448353133767339
3	0.30353948579991086
4	0.2769437968363593
5	0.17973123633184274
6	0.18082094607317112
7	0.11835956638301914
8	0.12598788377510006
9	0.08210017845225448
10	0.0856702994881069
11	0.06190616210259248
12	0.06673058104115459
13	0.04992999235988893
14	0.053863399030317005
15	0.041653180702053705
16	0.04736887601396711
17	0.036951988204770636
18	0.04641518424771973
19	0.03382752141605938
20	0.04080732642972107
21	0.03222528953172721
22	0.03455321544568568
23	0.0277881737596537
24	0.03522898745387271
25	0.02806338220455351
26	0.03601811105336561
27	0.027325671723833933
28	0.033009277316428665
29	0.024619799165480405
30	0.02486746177918986
31	0.019571506780690306
32	0.020348053647853304
33	0.016693050324039782
34	0.020353112826855035
35	0.015808629452532363
36	0.021199240625658478
37	0.015620574395420195
38	0.019760633643413628
39	0.014574069486161023
40	0.01892781886603645
41	0.013685024794690248
42	0.018314160895646747
43	0.01321742166168105
44	0.017817336930852412
45	0.013077780676638229
46	0.01822886940748325
47	0.012847822114609997
48	0.018131521842932763
49	0.012565678569907757
50	0.01731374292569854
51	0.012248426422340142
52	0.016435296012571987
53	0.011879134967058502
54	0.015415669767482987
55	0.011495078674486292
56	0.014400947158186517
57	0.010895531110133638
58	0.013453275930229602
59	0.010327174639236825
60	0.012630152085228774
61	0.009815166937745756
62	0.011813049488530014
63	0.009290422711371815
64	0.011052172604289812
65	0.00879802314441569
66	0.010316811299332596
67	0.008283832074609587
68	0.00965998288027925
69	0.00779955676646138
70	0.009005895649530471
71	0.007337073862238697
72	0.00841226069196166
73	0.006903319670691355
74	0.007851009218517113
75	0.006501058166034301
76	0.007295300734044496
77	0.006111547774599768
78	0.006806854857037248
79	0.005731969210476806
80	0.006323399124881002
81	0.005377330080042264
82	0.005890426128355553
83	0.0050444015261918995
84	0.005495308823923795
85	0.0047354620568909045
86	0.005117821005443113
87	0.00445761667846678
88	0.0047784124529677285
89	0.00418383458219751
90	0.004454021611337122
91	0.00393715400590311
92	0.004149457036060622
93	0.003703800209163388
94	0.0038729319412852403
95	0.0034908143107706957
96	0.0036214223409095636
97	0.003287952649130954
98	0.003401431098582597
99	0.0031125518775708683
100	0.0032110677008138078
101	0.002955813996505574
102	0.003039655166853894
103	0.002813088841635558
104	0.0028859703598018704
105	0.0026841160269739373
106	0.002748541422559536
107	0.0025700962307562136
108	0.002626689780974134
109	0.002463404887799947
110	0.0025137215269752655
111	0.002367252490130367
112	0.0024116465685908306
113	0.0022812048903508853
114	0.0023213701775521844
115	0.002200576376371721
116	0.002236282062528794
117	0.002128913284208611
118	0.002161077030111147
119	0.002061172882665163
120	0.0020900974959754404
121	0.00200114752521674
122	0.002027501147486843
123	0.001944203987239046
124	0.0019684418952750082
125	0.0018935987693388112
126	0.0019158615613849017
127	0.0018454977669852823
128	0.001865790350894292
129	0.0018023618922574647
130	0.0018210433486350874
131	0.001761198748238546
132	0.0017783066675086667
133	0.0017242546064426545
134	0.0017400707189999531
135	0.0016888624635351679
136	0.0017034046747921305
137	0.0016570752483031637
138	0.0016705569182596802
139	0.001626754736569258
140	0.0016392155200930514
141	0.0015989594042513655
142	0.0016105581529713975
143	0.001573102387030345
144	0.001583841640165673
145	0.001548368564517344
146	0.0015590022135757442
147	0.0015265987387373947
148	0.0015359614518738463
149	0.0015052836806004333
150	0.0015139510630637343
151	0.0014853322410783854
152	0.001493960762208757
153	0.0014674565439752874
154	0.0014750687543861885
155	0.0014500488974612535
156	0.0014571301645879275
157	0.0014335331887076475
158	0.001440624723206163
159	0.001418817320382515
160	0.0014250889387571464
161	0.0014044534358249594
162	0.0014103019019504615
163	0.0013907653411778798
164	0.0013966426956784073
165	0.0013785593234045823
166	0.001383762941785216
167	0.0013666891717483143
168	0.001371550591921511
169	0.0013552339879852049
170	0.0013601325170427003
171	0.0013450589900938503
172	0.0013493982650728542
173	0.0013352448937674621
174	0.00133930507028035
175	0.0013255738443336273
176	0.00132967429186448
177	0.0013170561086821575
178	0.0013206899341655642
179	0.0013087363917408945
180	0.00131214986856798
181	0.0013008579628038808
