iteration 	 master_max 	 master_avg 	subnet_0_max 	 subnet_0_avg 	subnet_1_max 	 subnet_1_avg 	subnet_2_max 	 subnet_2_avg 	subnet_3_max 	 subnet_3_avg 	full_max 	 full_avg
10	7.487472521795318	0.12068517990376283	0.0	0.0	9.864924729185987E-4	9.207945499526667E-5	0.0	0.0	8.71348278465689E-4	5.445926740410556E-5	29.89584370091619	0.6777246671484212
11	3.2982303631565486	0.0653368806863515	0.0	0.0	9.277039603290405E-4	1.1115014605500573E-4	0.0	0.0	8.932172158111484E-4	5.4834873095988E-5	49.41461181737623	0.503292484296051
12	6.0346416035348796	0.08619592516817726	0.0	0.0	9.956358660403453E-4	1.0233871047897007E-4	0.0	0.0	9.301062558328965E-4	7.896327446068405E-5	32.27249586501862	0.8713437891438216
13	2.5850651659696737	0.0660559898762721	0.0	0.0	9.814951580864317E-4	1.1240807098447658E-4	0.0	0.0	9.380059696013632E-4	8.44413839600682E-5	43.79101184916467	0.6415670713352608
14	5.093095069215408	0.1220407392233077	0.0	0.0	9.66006343375625E-4	1.0230428939178318E-4	0.0	0.0	8.967578561680511E-4	5.604736601028115E-5	27.740904667338427	0.8569377768430536
15	4.42313485234563	0.11749706906989567	0.0	0.0	9.413017047510408E-4	9.418656147610862E-5	0.0	0.0	9.567881191898664E-4	5.920084430655059E-5	46.631662215271135	0.8280312309963161
16	4.006474312550573	0.08937513593980405	0.0	0.0	9.534678618408066E-4	9.733884990560505E-5	0.0	0.0	9.612367892799512E-4	1.0409655779873654E-4	26.09537495705225	0.6891476662042476
17	3.907994493801013	0.05820785746313238	0.0	0.0	9.972151278869745E-4	1.17040568760024E-4	0.0	0.0	8.0833588456386E-4	5.05209927850192E-5	31.68993085585999	0.786077015769765
18	4.047472845728791	0.07535091645496231	0.0	0.0	9.352985991881724E-4	9.112408270653978E-5	0.0	0.0	9.147534740989727E-4	5.717209213118579E-5	25.104069106640697	0.9576898916969505
19	4.774527116463119	0.10567431619730364	0.0	0.0	9.704158072736391E-4	1.1327669743441127E-4	0.0	0.0	9.01035035667519E-4	2.906564631185545E-5	41.561683079412695	0.7969209842484402
20	1.8105640660813478	0.06630307473350437	0.0	0.0	9.735694101777881E-4	8.884381021884158E-5	0.0	0.0	9.51514007162757E-4	3.069400023105668E-5	28.275791037505513	0.8581176671532353
21	1.5388370936093594	0.04033209353979335	0.0	0.0	9.842659642700369E-4	1.3550072526104196E-4	0.0	0.0	8.931196889960802E-4	2.8810312548260653E-5	31.02180645472975	0.7047781619127725
22	4.1739908753887605	0.06236237045822676	0.0	0.0	9.693975292037749E-4	1.284611945318003E-4	0.0	0.0	8.230300633229604E-4	5.143937895746298E-5	26.119490614464567	0.824112709339973
23	2.1659472395907784	0.037902301704381886	0.0	0.0	9.774466161793782E-4	1.392727466454408E-4	0.0	0.0	9.92770614601568E-4	3.202485853553445E-5	30.02708241075897	0.7752707345772902
24	0.7547971050358129	0.026160929659376986	0.0	0.0	9.370353329245518E-4	1.2427735749959915E-4	0.0	0.0	8.26848500977917E-4	2.6672532289610224E-5	30.84806598709813	0.9167567029613444
25	0.5755459338469535	0.02834992867828791	0.0	0.0	9.864402505712633E-4	1.4426079375639102E-4	0.0	0.0	9.817355469117217E-4	8.812970612772439E-5	21.478909009537624	1.029095154235336
26	0.9213613880022251	0.03514537871623227	0.0	0.0	9.653996073737403E-4	1.3022573993800153E-4	0.0	0.0	9.027419961284977E-4	5.6421374758031106E-5	30.08176839596524	0.9235316113290588
27	1.6378922246065315	0.04468677925901869	0.0	0.0	9.364362383763591E-4	1.338847416947409E-4	0.0	0.0	8.670651892970227E-4	2.796984481603299E-5	32.62966437737885	0.8505660775165146
28	0.9493471089894356	0.03045699145732976	0.0	0.0	9.660997879734623E-4	1.277801446040172E-4	0.0	0.0	8.342922976538603E-4	2.691265476302775E-5	31.64158811090742	0.9376318988410777
29	2.0719682248143414	0.05967494166317856	0.0	0.0	9.767560636859685E-4	1.3548234557608953E-4	0.0	0.0	9.254107696250458E-4	2.9851960310485347E-5	33.22586718470042	1.1238035958721304
30	2.0206081254125863	0.06387176867309274	0.0	0.0	9.276489615643868E-4	1.2137040467815351E-4	0.0	0.0	9.429957728954719E-4	5.893723580596699E-5	28.61450134781061	0.854045699289528
31	1.7861882934930051	0.05266615901070245	0.0	0.0	9.825284044140403E-4	1.419227856858511E-4	0.0	0.0	9.171779352357134E-4	5.732362095223209E-5	32.25845651134081	1.1013349218749953
32	0.6391294321833669	0.019688688904366994	0.0	0.0	9.806597233605885E-4	1.3288334043238045E-4	0.0	0.0	9.753098151321637E-4	3.1461606939747216E-5	31.200128048443815	0.7417224538160384
33	0.6451920630187757	0.009719451580785013	0.0	0.0	9.782127887234537E-4	1.3733717516532332E-4	0.0	0.0	8.548007900941457E-4	7.706342923689024E-5	33.60171912206245	0.9207912438456564
34	1.960210018297758	0.02869099443299138	0.0	0.0	9.64082697500146E-4	1.2249339571591432E-4	0.0	0.0	9.884298106044298E-4	6.177686316277686E-5	26.811327969923383	0.7415286064847575
35	0.8824167267859622	0.015841000103257685	0.0	0.0	9.98884405404965E-4	1.3835960703133634E-4	0.0	0.0	8.828758321328678E-4	5.517973950830424E-5	31.40981567518095	1.0353412213169215
36	0.8806292372246887	0.015259539906654724	0.0	0.0	9.470363516381752E-4	1.251025601009067E-4	0.0	0.0	8.689733363738128E-4	2.8031397947542347E-5	30.727023014059178	0.9031730848455142
37	0.8300494440028885	0.016357968573608866	0.0	0.0	9.931973373866754E-4	1.4396940912804595E-4	0.0	0.0	9.521278199287053E-4	3.071380064286146E-5	31.73318503248585	0.8376657112006126
38	1.2454532033650807	0.040847338191642234	0.0	0.0	9.90180605414892E-4	1.2949243887822295E-4	0.0	0.0	8.91080704121805E-4	5.569254400761281E-5	28.317053696155433	0.8352527013235681
39	0.6744440328137955	0.01523015375913577	0.0	0.0	9.744268542846157E-4	1.431702625829862E-4	0.0	0.0	9.562669885170294E-4	5.976668678231434E-5	29.36204692301378	1.0258043032665554
40	0.8391976398910188	0.026182267584167942	0.0	0.0	9.313766320317995E-4	1.2158573886471057E-4	0.0	0.0	9.522299276767399E-4	3.0717094441185155E-5	24.06415430750176	0.9264345355311622
41	0.7082263720595137	0.014291517987956784	0.0	0.0	9.444088214873858E-4	1.344476108600785E-4	0.0	0.0	9.068178639175528E-4	5.455424805023146E-5	31.444663040905382	0.8743999070922367
42	1.2437890162752652	0.018672606079112065	0.0	0.0	9.946455676299593E-4	1.293152355499453E-4	0.0	0.0	8.479134866092863E-4	5.299459291285835E-5	22.07460166228087	0.742952222271048
43	0.3345659681520097	0.009997036855421707	0.0	0.0	9.441193983938945E-4	1.338532811578044E-4	0.0	0.0	9.181846151449236E-4	5.738653844655772E-5	30.193307384347534	1.104685510172894
44	0.6876497306888893	0.016292783636949734	0.0	0.0	9.382253290510789E-4	1.216427920339013E-4	0.0	0.0	8.001893696629736E-4	2.5812560311708827E-5	23.784440626468093	0.893472957761696
45	0.7484790100979808	0.01180604224513209	0.0	0.0	9.757833144767858E-4	1.3500975761080312E-4	0.0	0.0	9.993845849720628E-4	5.887198297149787E-5	30.426615290759173	0.8951538349479513
46	0.2726357446038321	0.006679761376835837	0.0	0.0	9.959187099575217E-4	1.2883422422060693E-4	0.0	0.0	8.492760197640337E-4	5.307975123503006E-5	22.100509641228847	0.618411263635218
47	0.35221089113491644	0.009125846197572594	0.0	0.0	9.990106172779178E-4	1.4161279366637643E-4	0.0	0.0	8.871338382903105E-4	5.54458648931444E-5	30.686929592939833	1.3528859237814943
48	0.36574701359712947	0.008339072122582785	0.0	0.0	9.687059625633765E-4	1.2373984242017855E-4	0.0	0.0	8.914367955341618E-4	2.8756025662392317E-5	29.60688472138058	1.0662613908337357
49	0.7369734569709863	0.005556965175842152	0.0	0.0	9.90084651348866E-4	1.3836033308497778E-4	0.0	0.0	9.544903301588192E-4	5.6558736325484915E-5	29.849847414382623	0.838814702454984
50	0.9668524094791877	0.011737993902280492	0.0	0.0	9.757545857738137E-4	1.2573365997682755E-4	0.0	0.0	8.381194891740051E-4	5.2382468073153277E-5	21.37046219214676	0.6447642009713282
51	0.3730481779231809	0.005957375937972249	0.0	0.0	9.468622382833303E-4	1.3513577270309008E-4	0.0	0.0	8.388422094256498E-4	5.242763808910311E-5	30.49681763188792	1.3083305793706759
52	0.3794832941741362	0.00887162973301286	0.0	0.0	9.88180288530316E-4	1.2396928971588532E-4	0.0	0.0	8.746001772621526E-4	2.8212908943940405E-5	26.823230103268614	0.9219386248852189
53	0.5751146068503701	0.004545773476518292	0.0	0.0	9.756864852263902E-4	1.3737941562781813E-4	0.0	0.0	9.477969200304415E-4	5.633975054719631E-5	29.11626809580588	0.8505622843901774
54	0.5546565302826849	0.00484961061651185	0.0	0.0	9.619133562992488E-4	1.2565840403444038E-4	0.0	0.0	9.848828655876218E-4	6.155517909900432E-5	21.5075821791577	0.6572069352799728
55	0.3742350188329553	0.003592821949156806	0.0	0.0	9.98854080009437E-4	1.3839273920376283E-4	0.0	0.0	9.084868189930262E-4	5.678042618706414E-5	30.646275618953922	1.147258305057831
56	0.20612263145669374	0.004550614285373025	0.0	0.0	9.787429768621791E-4	1.2506868230939444E-4	0.0	0.0	8.996987040106319E-4	2.9022538839052643E-5	29.45153798619271	1.1319480008282294
57	0.7577003712224695	0.004261419843906275	0.0	0.0	9.496741861241276E-4	1.368507817885159E-4	0.0	0.0	9.68710452120547E-4	3.124872426195313E-5	28.664660486385543	0.8713749532027388
58	0.3673472367103585	0.006038982782092698	0.0	0.0	9.517633869791098E-4	1.2504982919340297E-4	0.0	0.0	9.518478290040377E-4	8.035782815265648E-5	20.180471281579244	0.628337382218994
59	0.3187675543526396	0.004360514891642512	0.0	0.0	9.910222695737048E-4	1.4137223758360585E-4	0.0	0.0	9.382890428355495E-4	3.0267388478566112E-5	29.443006091103562	1.116844497510821
60	0.20315841520816136	0.0033158081268415823	0.0	0.0	9.488256930580974E-4	1.2622485764004828E-4	0.0	0.0	8.773333668372629E-4	2.8301076349589125E-5	29.224840255877865	0.8663845040276559
61	0.40145935266266264	0.0042136823916716255	0.0	0.0	9.844593642185373E-4	1.381060123275546E-4	0.0	0.0	8.582678349675632E-4	5.194802157981737E-5	30.2909294529301	0.8974929836178555
62	0.22441070306925326	0.0025824168961521925	0.0	0.0	9.576073388828377E-4	1.2297641813947718E-4	0.0	0.0	9.845091802702655E-4	6.153182376689159E-5	21.742572382849254	0.6398972394906173
63	0.3744652486886224	0.002652782061265499	0.0	0.0	9.893806879972544E-4	1.373010856586675E-4	0.0	0.0	9.359904676102815E-4	5.849940422564259E-5	28.968910205027512	1.0478654179187217
64	0.15012659317692112	0.003505747817242083	0.0	0.0	9.951609950960005E-4	1.2557563563867928E-4	0.0	0.0	8.562645364449395E-4	2.7621436659514176E-5	29.096594866726313	1.2298623489619072
65	0.3879772143288207	0.0025300586585399708	0.0	0.0	9.923317753770533E-4	1.3912061913022282E-4	0.0	0.0	9.297322650070328E-4	2.9991363387323638E-5	28.419831150921638	0.9384123922176728
66	0.22699717549079423	0.0030381075976480534	0.0	0.0	9.443659837913287E-4	1.2531296469196955E-4	0.0	0.0	8.140374662914951E-4	5.087734164321844E-5	21.311442784817835	0.6838762381446652
67	0.12117801976923204	0.0017405916343708446	0.0	0.0	9.663708736411536E-4	1.3835924688709866E-4	0.0	0.0	8.207440068659366E-4	5.129650042912104E-5	27.562369947505708	1.2292172083920878
68	0.10371394592190342	0.0016506476210372313	0.0	0.0	9.824212720914716E-4	1.252226695817499E-4	0.0	0.0	8.25824006525977E-4	2.6639484081483127E-5	22.154687320017867	0.8052932997083803
69	0.3178436067746233	0.0017686577916074038	0.0	0.0	9.477889074904766E-4	1.3593551548191925E-4	0.0	0.0	8.168103792414172E-4	2.6348721911013457E-5	27.10802778117837	0.8909903960631337
70	0.10888191843304895	0.001233319062650842	0.0	0.0	9.55580004550427E-4	1.2564042048007504E-4	0.0	0.0	9.395224525050594E-4	5.872015328156621E-5	21.153421752201304	0.6231239668811832
71	0.07861931879691042	9.557346102833125E-4	0.0	0.0	9.87642472331629E-4	1.4049558461068452E-4	0.0	0.0	8.109404679075283E-4	5.068377924399847E-5	26.902982171119113	1.10728616681567
72	0.0567371470076381	8.038035703877161E-4	0.0	0.0	9.665483257208507E-4	1.2815559832434295E-4	0.0	0.0	8.261481787670277E-4	2.6649941250549282E-5	21.954752391337273	0.681300922828431
73	0.12859873068174466	0.0010627974545267247	0.0	0.0	9.319229475295288E-4	1.3383787344350804E-4	0.0	0.0	9.730432888588325E-4	3.13884931889946E-5	27.033979361122185	0.8691699433880803
74	0.057406153261830184	7.988163359570923E-4	0.0	0.0	9.669752552170507E-4	1.2672871089091696E-4	0.0	0.0	9.565594465641425E-4	5.9784965409814816E-5	21.027705231834695	0.6498235530381739
75	0.03916953841934756	4.6024488298286104E-4	0.0	0.0	9.83939616425289E-4	1.4136256491576745E-4	0.0	0.0	8.575975014935011E-4	5.359984384334382E-5	26.29268842300295	1.0513045068075824
76	0.02625786408176367	6.65904633756203E-4	0.0	0.0	9.184494935823295E-4	1.2053871950857233E-4	0.0	0.0	8.163431273686683E-4	2.6333649269957043E-5	28.323590673403196	0.9385786536084207
77	0.10657362629059719	7.934276049105538E-4	0.0	0.0	9.505429591456505E-4	1.3466378081514605E-4	0.0	0.0	9.07107350201386E-4	2.9261527425851162E-5	26.913673128744392	0.9418519332189452
78	0.10296961420601036	8.381725014085271E-4	0.0	0.0	9.724860219506581E-4	1.2637969269925647E-4	0.0	0.0	9.77576297330529E-4	6.109851858315807E-5	20.958975121898156	0.696087534535542
79	0.040414533800046115	5.000657862436309E-4	0.0	0.0	9.756596376888638E-4	1.3890180131864884E-4	0.0	0.0	9.677918579171774E-4	6.048699111960154E-5	26.173174900796184	0.925012362265766
80	0.03843459405082683	3.853688396466088E-4	0.0	0.0	9.208091866099721E-4	1.211328904888321E-4	0.0	0.0	9.189478901561188E-4	2.9643480327616735E-5	22.185499868168478	0.9168686744894894
81	0.07201637332052258	5.610466556326731E-4	0.0	0.0	9.666108430437248E-4	1.356705860625068E-4	0.0	0.0	8.104580338965661E-4	2.614380754505052E-5	26.774742311622397	0.862699712057134
82	0.033251167194322306	5.109806100426235E-4	0.0	0.0	9.908327945460371E-4	1.2618581486105557E-4	0.0	0.0	8.409140904390711E-4	2.7126260981905518E-5	26.216352987890716	0.7282509740502235
83	0.04251254911325475	3.950027632054972E-4	0.0	0.0	9.900525397519289E-4	1.4159039461810372E-4	0.0	0.0	8.839159242768346E-4	5.524474526708012E-5	26.224445601711246	0.9993263835793813
84	0.016621948117361285	3.1683592023996465E-4	0.0	0.0	9.198526066818147E-4	1.2227254837243826E-4	0.0	0.0	8.29211857777068E-4	2.674876960571187E-5	22.42714576461313	0.9363109227887741
85	0.011979117939702633	3.0385795759534985E-4	0.0	0.0	9.68060613580235E-4	1.3629719977940752E-4	0.0	0.0	8.550345449336305E-4	2.758175951398808E-5	26.743202000628543	0.9971129721686605
86	0.01611369976463095	2.563775214159539E-4	0.0	0.0	9.899255979792798E-4	1.2580319590084125E-4	0.0	0.0	9.47861547885509E-4	3.057617896404868E-5	26.4065404887765	0.8750464535130135
87	0.010603618609685839	3.223717865572005E-4	0.0	0.0	9.493434109586474E-4	1.3328514760542603E-4	0.0	0.0	8.050737177427436E-4	5.0317107358921476E-5	26.313951319705666	0.8826974975031098
88	0.0099238086292317	2.3797033298062249E-4	0.0	0.0	9.892338167993842E-4	1.243183567577688E-4	0.0	0.0	9.219745805850721E-4	2.974111550274426E-5	22.691718129318318	0.7185099427042845
89	0.018716860467677066	2.6821128027268876E-4	0.0	0.0	9.654723298506696E-4	1.3399431244150625E-4	0.0	0.0	8.494466232065179E-4	2.7401503974403802E-5	26.76625928762119	0.9837673990255331
90	0.00942385322621675	2.2381415670858374E-4	0.0	0.0	9.91325080935468E-4	1.2536785707490267E-4	0.0	0.0	9.729176061128442E-4	3.138443890686594E-5	26.56774613315163	0.8047786845979259
91	0.01257029464952808	1.9442225963859098E-4	0.0	0.0	9.991424857673792E-4	1.3731768925048877E-4	0.0	0.0	9.040820960919405E-4	5.650513100574628E-5	26.405174787209297	0.8412110901344376
92	0.00248774554074771	2.071010911567638E-4	0.0	0.0	9.269501206894404E-4	1.1916271662587318E-4	0.0	0.0	8.440875783790602E-4	2.7228631560614845E-5	22.96697622798429	0.8278364392021411
93	0.005894688964218631	1.8966120786812407E-4	0.0	0.0	9.844006223733714E-4	1.3615877614668972E-4	0.0	0.0	9.90954039998826E-4	3.196625935480084E-5	26.753470052474086	1.0539408363828005
94	9.884811215457034E-4	1.7861421523223596E-4	0.0	0.0	9.934665870439119E-4	1.2485832925350428E-4	0.0	0.0	9.553424042536562E-4	3.081749691140827E-5	26.6781253285249	0.8604422819995601
95	0.0050056575757082555	1.3625142613528778E-4	0.0	0.0	9.903905602115515E-4	1.3798707231515658E-4	0.0	0.0	8.360893930046132E-4	5.225558706256628E-5	26.557688082572383	1.0029076676360185
96	9.993597227264672E-4	1.5484004691203388E-4	0.0	0.0	9.277166311516538E-4	1.1921824215974653E-4	0.0	0.0	9.132997262994991E-4	2.9461281493532227E-5	23.384888749755163	0.819732315134315
97	9.977667380240973E-4	1.5808963935097538E-4	0.0	0.0	9.890919247652619E-4	1.3835453116396008E-4	0.0	0.0	8.128795386639354E-4	2.6221920602062432E-5	26.749676009250052	0.8807404889585428
98	9.989571245583306E-4	1.604246411439133E-4	0.0	0.0	9.556673628381418E-4	1.2323200879047993E-4	0.0	0.0	9.71500069269382E-4	3.133871191191555E-5	20.98060806620022	0.7836184217597435
99	9.954314149496213E-4	1.6209593551519207E-4	0.0	0.0	9.553641790134293E-4	1.3418466023850544E-4	0.0	0.0	8.278897455582523E-4	2.6706120824459753E-5	26.635367166494703	0.8899471559876451
100	9.997398878489605E-4	1.8004260344609842E-4	0.0	0.0	9.959424616710066E-4	1.215077198850714E-4	0.0	0.0	8.7025753738601E-4	2.8072823786645484E-5	27.416374892664187	0.9584249645647147
