iteration 	 master_max 	 master_avg 	subnet_0_max 	 subnet_0_avg 	subnet_1_max 	 subnet_1_avg 	subnet_2_max 	 subnet_2_avg 	subnet_3_max 	 subnet_3_avg 	full_max 	 full_avg
0	3.160976646953433	0.07721513406381907	0.0	0.0	8.850212042197342	0.5668145528446603	0.0	0.0	0.019789341626932355	0.0011873001591978793	85.93935331289651	1.8474261998876593
1	10.001768838500027	0.4299368489318507	0.0	0.0	0.6547077691715586	0.04022029819094006	0.0	0.0	0.003985902023181609	4.4810758421032866E-4	44.106698488866165	0.7804220686479156
2	5.5129556677046025	0.11369470642073295	0.0	0.0	0.2756163821360538	0.012021770434870405	0.0	0.0	0.0	0.0	35.99270275131019	1.05061781406909
3	7.933499754028894	0.23757600792167147	0.0	0.0	0.02731381328520399	0.001381186219695511	0.0	0.0	9.531349392801758E-4	8.425344596197488E-5	43.69660341740957	0.8674535274178823
4	7.615355979744095	0.16274424229967865	0.0	0.0	0.043476614577869555	0.0014629800767749653	0.0	0.0	8.444373774842973E-4	7.56695254031053E-5	34.13621662656944	0.8219065113889648
5	5.822420823465983	0.13928055665368078	0.0	0.0	0.0019735167614207683	1.881581351779934E-4	0.0	0.0	9.659114927274004E-4	3.115843524927098E-5	32.89027892099651	0.5331675220039174
6	7.86704953155639	0.10585851792916333	0.0	0.0	9.303839647998302E-4	8.24616437981721E-5	0.0	0.0	9.951204927389767E-4	6.219503079618605E-5	32.155188080257936	0.7015046929139279
7	3.44771823089404	0.10187986103433407	0.0	0.0	9.548317014065333E-4	1.039936526834106E-4	0.0	0.0	8.851283350139738E-4	8.013241054441372E-5	33.60236453025182	0.5918588395657264
8	7.406992010763361	0.10933829459813096	0.0	0.0	9.814207401426245E-4	1.2796859055217607E-4	0.0	0.0	8.824080388514233E-4	2.8464775446820106E-5	31.9693976827554	0.5598499596477122
9	5.347857314549145	0.11321029994747844	0.0	0.0	9.618352767581939E-4	9.798861378228373E-5	0.0	0.0	9.632983525733607E-4	1.1177127570870983E-4	23.348708338877216	0.38619872100468305
