iteration 	 master_gap 	subnet_0_gap 	subnet_1_gap 	subnet_2_gap 	subnet_3_gap 	full_gap
54	1.7307672899957716E-4	-2.220446049250313E-16	2.3737363207265716E-6	3.3306690738754696E-16	1.1900715870538647E-6	0.12920488439141986
55	1.697693138273948E-4	-2.220446049250313E-16	1.843917647792459E-6	0.0	8.561858555466983E-7	0.1324453715093622
56	1.329168135629777E-4	-2.220446049250313E-16	2.3992758834134875E-6	0.0	5.425687907845145E-7	0.12715970840143043
57	1.5419417568274252E-4	0.0	1.8525274880776266E-6	0.0	5.371676773391343E-7	0.12984515294122512
58	1.388667921917719E-4	-2.220446049250313E-16	2.3629210527120748E-6	0.0	9.170406013447874E-7	0.12904544101151372
59	1.2397122848928355E-4	0.0	1.8751591087662334E-6	1.1102230246251565E-16	1.0495415692091115E-6	0.1285614754295359
60	6.240317172900856E-5	-2.220446049250313E-16	2.3975235420303775E-6	0.0	4.7215466314476373E-7	0.13015501631086535
61	1.1738531761085191E-4	-2.220446049250313E-16	1.9095027472548765E-6	1.1102230246251565E-16	5.515191260352381E-7	0.1315898634447965
62	8.71864968672309E-5	-2.220446049250313E-16	2.3484911074733716E-6	1.1102230246251565E-16	1.1473773712245006E-6	0.1298985250622765
63	7.474010663321984E-5	0.0	1.8192153298235425E-6	0.0	8.381513414423836E-7	0.13256343305413454
64	7.869445045516343E-5	-2.220446049250313E-16	2.385390603154569E-6	0.0	5.266276772442069E-7	0.12673530811779166
65	7.092012181775242E-5	0.0	1.8464007724983134E-6	0.0	5.266977044504628E-7	0.12908154267483818
66	6.566841431487891E-5	-2.220446049250313E-16	2.383780544623626E-6	1.1102230246251565E-16	8.040922951924045E-7	0.12883028494130522
67	6.109294636236218E-5	0.0	1.931434588153813E-6	-2.220446049250313E-16	7.433526065803164E-7	0.12431235795912288
68	4.894367669294741E-5	-2.220446049250313E-16	2.3861329364605055E-6	0.0	4.815805244584581E-7	0.12470134679083211
69	4.815048857242932E-5	1.1102230246251565E-16	1.8299925388376437E-6	1.1102230246251565E-16	4.53245003195768E-7	0.12668795831680923
70	2.5354295519752768E-5	-2.220446049250313E-16	2.3950124697913466E-6	0.0	8.714936119424976E-7	0.12768262468115454
71	3.8751674468318065E-5	0.0	1.967979706862799E-6	3.3306690738754696E-16	7.280867150294412E-7	0.12206372865877269
72	3.1379112133023135E-5	-2.220446049250313E-16	2.5291326578580353E-6	0.0	4.935159748642448E-7	0.12385818508991397
73	2.5915622230532342E-5	-4.440892098500626E-16	1.8100775612817088E-6	0.0	5.396078733843623E-7	0.12556023350850165
74	1.91060805929677E-5	0.0	2.4176989478208455E-6	0.0	8.500048218618161E-7	0.12701631258671597
75	2.2776019386272495E-5	-2.220446049250313E-16	1.978742421582247E-6	0.0	7.636744794314865E-7	0.12176366299932007
76	1.79267935608296E-5	-2.220446049250313E-16	2.3402798493554755E-6	0.0	5.175657146194723E-7	0.12319243313284389
77	1.9927042231748793E-5	-4.440892098500626E-16	1.8207644304490955E-6	3.3306690738754696E-16	5.100309576899775E-7	0.12511619032921728
78	1.8972170367059782E-5	-2.220446049250313E-16	2.4301045081775996E-6	0.0	8.168206716563375E-7	0.12663193506213055
79	1.709251370907161E-5	-2.220446049250313E-16	1.8796449532398896E-6	0.0	8.496441608052407E-7	0.1226257683451688
80	1.7176926894069133E-5	0.0	2.3438376521855986E-6	0.0	6.181094227564188E-7	0.12307050571488276
81	1.3863957479598454E-5	1.1102230246251565E-16	1.8377422055237957E-6	0.0	4.622840199530742E-7	0.12496620516854584
82	1.3631618285381286E-5	1.1102230246251565E-16	2.3968955814579473E-6	0.0	6.673732472206595E-7	0.1263939233901148
83	1.26117974612594E-5	-2.220446049250313E-16	1.9164742490751507E-6	0.0	7.615440086317093E-7	0.12372127827224666
84	1.0455290016864183E-5	-2.220446049250313E-16	2.368332371993631E-6	0.0	5.817685870823652E-7	0.12312959470624096
85	8.442238751515951E-6	-2.220446049250313E-16	1.8518177258286528E-6	0.0	4.959160596618162E-7	0.12504198405272027
86	8.469419318757332E-6	-2.220446049250313E-16	2.390219606573929E-6	0.0	7.21081758525699E-7	0.12626593819803378
87	8.551571312409578E-6	-2.220446049250313E-16	1.8184410950361496E-6	1.1102230246251565E-16	6.764479602017204E-7	0.12468832906986738
88	7.1950959810163084E-6	-4.440892098500626E-16	2.447700471974734E-6	2.220446049250313E-16	6.701162299505015E-7	0.12321902288565911
89	6.308084064876596E-6	1.1102230246251565E-16	1.8940571823167218E-6	0.0	5.005290170112531E-7	0.12513166177316615
90	6.025701230982783E-6	-2.220446049250313E-16	2.3838564817690866E-6	-4.440892098500626E-16	7.159360932984526E-7	0.1261790264277597
91	5.38513460957013E-6	-2.220446049250313E-16	1.937457787537511E-6	0.0	7.3911940667859E-7	0.1253745161328924
92	5.2273620577691915E-6	-2.220446049250313E-16	2.268640170055569E-6	0.0	6.273748797136491E-7	0.1234476134498379
93	4.794266728613827E-6	-2.220446049250313E-16	1.920739879590627E-6	0.0	6.043347160478163E-7	0.12495190162357073
94	5.1759821079189194E-6	-2.220446049250313E-16	2.3795182092500866E-6	2.220446049250313E-16	6.892727844043378E-7	0.125948252783732
95	4.089754268354895E-6	-2.220446049250313E-16	1.8740448964882361E-6	-2.220446049250313E-16	6.548478593826346E-7	0.125708203380815
96	4.46469073844824E-6	-2.220446049250313E-16	2.273809093567003E-6	0.0	6.859558506766561E-7	0.12398946536817501
97	4.098146815234571E-6	-4.440892098500626E-16	1.8665395291606046E-6	1.1102230246251565E-16	5.203026137712286E-7	0.12461538539437689
98	3.6994970026293927E-6	-2.220446049250313E-16	2.409166518946293E-6	0.0	6.980989061267096E-7	0.12549859438053934
99	4.564937131967817E-6	-2.220446049250313E-16	1.8289528033177405E-6	1.1102230246251565E-16	6.233985823111965E-7	0.12538505435250025
100	4.204127342033459E-6	0.0	2.3544168462619197E-6	2.220446049250313E-16	6.560538948763295E-7	0.12476764045346211
