iteration 	 gap 	 fullGap
0	41.917759999999994	0.0
1	3.0344612297862934	0.7446173619796423
2	3.518007266810807	0.6346572100187614
3	1.9855454854026593	0.7231743812104082
4	1.401042709223667	0.6639666032060755
5	0.9857890571233687	0.6010449926589867
6	0.7100576480965709	0.5519710907603326
7	0.5249061679858482	0.5088551570310752
8	0.40202413319462077	0.4722324420600915
9	0.28922880920319544	0.42234109620423144
10	0.20823199061090686	0.3783120341314541
11	0.1528238916556539	0.3479409091117951
12	0.19073320254209702	0.28144957242115576
13	0.1409407123962845	0.29633518098077505
14	0.10640678757277726	0.29203789760731824
15	0.0894000742806676	0.29002352212734794
16	0.09403475369332293	0.26117701257473125
17	0.0740503775189755	0.26385607011896195
18	0.05971524292391222	0.2659790246531579
19	0.04914470304512849	0.267642471473733
20	0.05409801376803767	0.2557378605602324
21	0.04443833801765943	0.25822417446271706
22	0.03736063700297152	0.2685045473310561
23	0.03462630083683016	0.2687302857769237
24	0.03729536593593617	0.25997273713857905
25	0.031395044099365194	0.263248884283794
26	0.027000580817234377	0.2596332612123504
27	0.0283642311946617	0.25587067110512307
28	0.024283745094037502	0.25827901345798143
29	0.023118608933738443	0.25907434351346403
30	0.020922957618779048	0.26214822485601097
31	0.021880918770204875	0.25997026879558294
32	0.019136822848206586	0.2617233850386299
33	0.019066469224117328	0.26078051038940964
34	0.017310398278503447	0.262201952803923
35	0.017158490445972032	0.2607756335802164
36	0.01534760538913243	0.2633689582254317
37	0.01553767742440307	0.2621422660978202
38	0.014538196819589365	0.26256590120618795
39	0.01366566157721163	0.26291797606848977
40	0.012817755063378402	0.26322319597914423
41	0.012569791711001041	0.26361080500515444
42	0.011873342700921238	0.2638632751046359
43	0.011669457689374543	0.2636426229516936
44	0.01106193363424863	0.2638631122389027
45	0.010886151338174159	0.2641483462647759
46	0.010378827207405749	0.2643337498532242
47	0.010232038219049795	0.2641689162880462
48	0.009811187337793825	0.2646226527998874
49	0.009541748644901895	0.2646166244256315
50	0.00928119540844101	0.2647428446206027
51	0.00904134381058893	0.2648918004436872
52	0.008725041512003595	0.26502254581848883
53	0.008528077580491084	0.26511169231886955
54	0.008345570273601973	0.265230977467102
55	0.008176137596432799	0.26529322613036666
56	0.007944115987403622	0.2654422172406242
57	0.007802380206094701	0.26547081919749005
58	0.0076702559121891575	0.2655372953797903
59	0.0075469319206471035	0.26560290405254317
60	0.007372843152461644	0.2657304707852042
61	0.007268148013563238	0.265743251108709
62	0.007170128208652238	0.2657886567817823
63	0.007028704503216357	0.26591436096684273
64	0.006944726586867798	0.2659278653977455
65	0.006865878074830342	0.26595521562081115
66	0.006749984556779144	0.266058290647298
67	0.006681914768958495	0.2660738151383818
68	0.006617862861593159	0.2660970754029012
69	0.006522214164402359	0.26618115875583137
70	0.006466555156949561	0.2661935062860339
71	0.006414093165406539	0.26621383909721075
72	0.006334687935742485	0.2662847455500119
73	0.006288846368583034	0.26629446206693486
74	0.006218722767653865	0.2663497992029824
75	0.006178542537619713	0.266361874065725
76	0.006140585190036878	0.2663802899982355
77	0.006081911951969928	0.26643200331059436
78	0.006048490236367943	0.26643715859417116
79	0.006016889456557138	0.26645025112180876
80	0.005967616549694672	0.2664964710832952
81	0.005939693827114032	0.2665019918827086
82	0.005895847690189387	0.2665368693210619
83	0.005871128041862084	0.26654456170220675
84	0.00584772511271012	0.2665563832512212
85	0.005810722757997899	0.2665895766436417
86	0.005789940734164394	0.2665926364961315
87	0.005756906039423359	0.26662010902213895
88	0.0057384273756866675	0.26662636577466503
89	0.005720917136385924	0.26663482516984205
90	0.005692934558089961	0.26665991732226135
91	0.005677327175199863	0.2666624037902203
92	0.005652282308063613	0.2666835055511334
93	0.005638357590221663	0.2666881344666343
94	0.005625154329461369	0.26669449560233793
95	0.005603879903583082	0.2667137566698353
96	0.0055920775417591505	0.2667156504757292
97	0.005572999891513406	0.2667317939738556
98	0.005562442520495899	0.2667353038507203
99	0.0055453245889573	0.2667503845531751
100	0.005535871430827565	0.26675262882344997
101	0.005526902828362565	0.2667567051034073
102	0.005512320332653869	0.26677044013862683
103	0.005504279718770425	0.26677183732577703
104	0.005491176962389172	0.26678278037198755
105	0.0054839651632471766	0.2667851172849003
106	0.005477120862411701	0.26678855234229837
107	0.005465942526780968	0.2667988180680301
108	0.0054597967626165145	0.2667997323416198
109	0.005449742690295264	0.266808302140896
110	0.005444222839934238	0.2668101689723724
111	0.005435177313510688	0.26681821451135945
112	0.005430216648213445	0.266819380531095
113	0.005425507461821979	0.26682152837070905
114	0.0054177787586274844	0.26682886833936825
115	0.005413543632255946	0.2668296006273606
116	0.0054065848282845354	0.26683544743814336
117	0.005402775496365159	0.26683668443043596
118	0.00539915866997722	0.2668385098931185
119	0.005393208329959683	0.2668440069955319
120	0.005389952800414186	0.2668444860383551
121	0.005384592391534258	0.26684907759041854
122	0.0053816620282445635	0.26685007112431824
123	0.005376832414611072	0.26685438673302175
124	0.0053741937238171635	0.2668550075024231
125	0.005371688050646993	0.26685615382555616
126	0.005367554981195356	0.26686009475781247
127	0.005365297761260183	0.2668604837414984
128	0.00536157229280154	0.26686362489341453
129	0.005359538920397069	0.26686428636472126
130	0.005356180689956551	0.2668673190242611
131	0.0053543484511392025	0.26686776368063414
132	0.005352608386075682	0.2668685474103347
133	0.005349732875500026	0.2668712865234488
134	0.005348164425646759	0.2668715625605097
135	0.005345571488035841	0.26687375475206043
136	0.005344157815690875	0.26687421168381453
137	0.005341819651234326	0.2668763239969545
138	0.005340545197353788	0.2668766347635797
139	0.005339334771466076	0.26687718104241276
140	0.005337331923554394	0.2668790900677379
141	0.0053362404242449065	0.2668792815293076
142	0.0053344339026307535	0.26688081052448964
143	0.005333449745081003	0.2668811288646905
144	0.00533182032573722	0.2668826018843573
145	0.005330932787301381	0.2668828182183641
146	0.005330089797548742	0.26688319892198076
147	0.0053286936762581725	0.2668845306095641
148	0.005327933291986984	0.26688466382080855
149	0.00532667378443952	0.2668857304634751
150	0.005325987999226563	0.26688595234094814
151	0.005325336612001708	0.2668862817109141
152	0.005324257302522932	0.26688728508272663
153	0.005323669634705352	0.26688737104053406
154	0.0053226958580130735	0.2668882088018024
155	0.005322165782415307	0.26688838858901165
156	0.005321287232703977	0.26688917726294836
