iteration	solveMasterNet(ms)	updateSubDemand(ms)	solveSubNets(ms)	mapFlow(ms)	getGapFullNet(ms)
0	16.0	0.0	1268.0	19.0	8.0
1	16.0	0.0	364.0	0.0	16.0
2	0.0	0.0	109.0	0.0	16.0
3	0.0	0.0	4147.0	0.0	31.0
4	15.0	0.0	4116.0	0.0	16.0
5	33.0	0.0	3893.0	0.0	31.0
6	16.0	0.0	3896.0	0.0	31.0
7	15.0	0.0	4051.0	0.0	16.0
8	31.0	0.0	3910.0	2.0	18.0
9	26.0	0.0	3909.0	1.0	16.0
10	15.0	0.0	3972.0	0.0	33.0
