IterationNo	Gap
0	1.0
1	0.48573198392009787
2	0.025922949850913035
3	0.009447557876132717
4	0.003518512692081921
5	0.0015705411581858897
6	6.523216773256513E-4
7	3.470994138407013E-4
8	4.4576538446594594E-4
9	2.143396503470063E-4
10	1.4893246588210118E-6
11	1.0819047733257037E-6
12	8.63864602518305E-7
13	1.3287659750282899E-6
