iteration 	 pChnage
0	Infinity
193	1.4200120116054074E-7
194	1.4100470870499226E-7
195	2.4464087305849916E-7
196	1.3590581280830473E-7
197	1.349507948104149E-7
198	1.3402125586743948E-7
199	1.3311588999239355E-7
200	1.3223370790471577E-7
201	2.1873239184079579E-7
202	1.2087886374896057E-7
203	1.2012018088062155E-7
204	1.1937963665020094E-7
205	1.1865635306191517E-7
206	2.0566713001784657E-7
207	1.1412339762433713E-7
208	1.1343649857197375E-7
209	1.127653009883167E-7
210	1.1210906654528026E-7
211	1.114672701195792E-7
212	1.8413668736326157E-7
213	1.0170213574432322E-7
214	1.0115482157986288E-7
215	1.0061873206690446E-7
216	1.0009336204956851E-7
217	1.7339576784618343E-7
218	9.609690075772171E-8
219	9.560171409748111E-8
220	9.511623016186997E-8
221	9.464002242908728E-8
222	9.41728115592149E-8
223	1.5542185174254197E-7
224	8.578524045702652E-8
225	8.538957526792389E-8
226	8.500087374246219E-8
227	8.4618838646364E-8
228	1.4654105350788953E-7
229	8.111650811212821E-8
230	8.075869777090143E-8
231	8.040690055930735E-8
232	8.006086427034432E-8
233	7.972044001013178E-8
234	1.3147908343297129E-7
235	7.252159706195834E-8
236	7.22349748084191E-8
237	7.195268385108784E-8
238	7.167454514055012E-8
239	1.2410019407774176E-7
240	6.861880327812735E-8
241	6.835969462381273E-8
242	6.810432303309975E-8
243	6.785253554396256E-8
244	1.1718470987042752E-7
245	6.493012663434933E-8
246	6.469609871350719E-8
247	6.44652899254189E-8
248	6.42375693603486E-8
249	6.401287195205224E-8
250	1.052645711665143E-7
251	5.814205661294227E-8
252	5.795416964418973E-8
253	5.7768608856467796E-8
254	5.758527873557783E-8
255	9.948269754086445E-8
256	5.504818267454125E-8
257	5.4878482086421076E-8
258	5.4710784881571903E-8
259	5.454500917823235E-8
260	5.4381120050143385E-8
261	8.942114948183735E-8
262	4.9348408908154604E-8
263	4.9211880473274265E-8
264	4.9076804287381696E-8
265	4.8943119735966995E-8
266	8.457131329852606E-8
267	4.674528231371758E-8
268	4.662197458927917E-8
269	4.64999174827201E-8
270	4.637905833379192E-8
271	8.000592297485122E-8
272	4.4283092785938244E-8
273	4.417177052660321E-8
274	4.4061524580602626E-8
275	4.395230895283899E-8
276	4.384410850051725E-8
277	7.197055156211728E-8
278	3.9744858718429103E-8
279	3.965512162275509E-8
280	3.9566167169387646E-8
281	3.947796059941613E-8
282	6.812537732204889E-8
283	3.7666903491282744E-8
284	3.7585885825667854E-8
285	3.7505541711876844E-8
286	3.742584067881179E-8
287	3.734677471574732E-8
288	6.131085106626846E-8
289	3.383362175268607E-8
290	3.376821355705345E-8
291	3.370329646316646E-8
292	3.3638846985846796E-8
293	5.806467149393281E-8
294	3.20759207359167E-8
295	3.201686798775495E-8
296	3.195823783713722E-8
297	3.1900009757128434E-8
298	5.500005134239924E-8
299	3.041175412122554E-8
300	3.035844962392898E-8
301	3.030550865075723E-8
302	3.0252913205248387E-8
303	3.020065965997244E-8
304	4.952489100503765E-8
305	2.7340078915952654E-8
306	2.7296979853416435E-8
307	2.725414668520096E-8
308	2.721156511155841E-8
309	4.6930297677116116E-8
310	2.5929107243315072E-8
311	2.589020262520225E-8
312	2.5851526733065184E-8
313	2.5813067062036934E-8
314	2.577482168856955E-8
315	4.227184272786961E-8
316	2.3323225589384697E-8
317	2.3291735568061924E-8
318	2.3260413225968366E-8
319	2.3229248571359426E-8
320	4.007145283312736E-8
321	2.2124990150292995E-8
322	2.2096564700728238E-8
323	2.206828354293872E-8
324	2.2040137806617314E-8
325	3.79900887295308E-8
326	2.098953480916861E-8
327	2.096387806548395E-8
328	2.093834551850064E-8
329	2.0912929254601293E-8
330	2.0887628448583115E-8
331	3.423168912661655E-8
332	1.889150805556187E-8
333	1.8870718300669327E-8
334	1.885001972258123E-8
335	1.882940612018128E-8
336	3.246301191698668E-8
337	1.7925607959886093E-8
338	1.790684302382846E-8
339	1.7888156586692667E-8
340	1.786954308756316E-8
341	1.7851002082767344E-8
342	2.9257918445216187E-8
343	1.6140149848605168E-8
344	1.612493307633683E-8
345	1.6109774111228963E-8
346	1.6094668429981915E-8
347	2.7753116513035033E-8
348	1.5317554621619042E-8
349	1.53038198241149E-8
350	1.529013490072126E-8
351	1.5276495638845497E-8
352	2.6327822631301082E-8
353	1.4537522616404923E-8
354	1.4525126206275713E-8
355	1.4512772523467658E-8
356	1.4500458180564896E-8
357	1.44881829492291E-8
358	2.373453177885334E-8
359	1.3095121347674442E-8
360	1.3085060921380719E-8
361	1.3075032114186414E-8
362	1.3065031979445649E-8
363	2.25201677616685E-8
364	1.2430010574586305E-8
365	1.2420930372378989E-8
366	1.2411877431824407E-8
367	1.2402849118427842E-8
368	1.239384539316726E-8
369	2.030510129690276E-8
370	1.119977499956158E-8
371	1.1192402025038887E-8
372	1.1185049189980803E-8
373	1.117771449286532E-8
374	1.9269550283340394E-8
375	1.0632205317074265E-8
376	1.0625550709795095E-8
377	1.061891351623192E-8
378	1.0612291834577837E-8
379	1.828781708481837E-8
380	1.0093724250869962E-8
381	1.0087718234732517E-8
382	1.0081727136372051E-8
383	1.007574941382201E-8
384	1.0069784902334962E-8
385	1.6491976140267116E-8
386	9.097448824224285E-9
387	9.092569322345215E-9
388	9.087700902559365E-9
389	9.082842194872395E-9
390	1.5653967673291923E-8
391	8.637542927980047E-9
392	8.63313892254287E-9
393	8.628744510592346E-9
394	8.624358501331753E-9
395	1.4859199883113722E-8
396	8.201107706558543E-9
397	8.19713298836857E-9
398	8.193166521034587E-9
399	8.189207246712955E-9
400	8.185255156732236E-9
