origin 	 dest 	 flow 	 cost
3	4	1930.8045638976637	309.19746321039594
1	3	1702.4946611366304	190.46663493583674
2	1	1175.6033732745211	334.5555442581593
1	2	269.19543610233654	5.407432874310392
4	2	1203.9132760355542	54.3768731091912
3	1	1196.0867239644454	358.16690175827745
4	3	624.3966267254787	30.76551560907264
2	4	1297.5053388633696	494.25666195135227
