iteration	solveMasterNet(ms)	updateSubDemand(ms)	solveSubNets(ms)	mapFlow(ms)	getGapFullNet(ms)
0	686.0	1.0	136.0	6.0	4.0
1	993.0	5.0	62.0	2.0	3.0
2	2090.0	1.0	27.0	1.0	3.0
3	1705.0	0.0	21.0	2.0	2.0
4	2685.0	1.0	38.0	1.0	2.0
5	2464.0	0.0	27.0	2.0	1.0
6	2716.0	0.0	208.0	1.0	2.0
7	3049.0	0.0	220.0	1.0	2.0
8	2415.0	0.0	205.0	3.0	1.0
9	1815.0	0.0	214.0	1.0	2.0
