IterationNo	Gap
0	1.0
1	0.48637790788644075
2	0.02574393225742777
3	0.00935358042961909
4	0.0034785030431057073
5	0.001631414704139078
6	6.345563180960578E-4
7	4.462396362013843E-4
8	2.6494980511726496E-4
9	1.691440854078019E-4
10	3.489917758914274E-5
11	2.30718337146385E-6
12	1.455423854657134E-6
13	1.0639454736116605E-6
14	1.006984085116791E-6
15	9.783695672505033E-7
16	9.66395671708753E-7
