From	To	Volume	Cost
20470	48481	131.540115	3.023901
20471	235603	817.129058	1.481478013
20472	364032	4334.699436	3.953738551
20472	210194	17404.54946	4.023531613
20473	210194	9995.395927	1.9402582
20474	224552	1305.795971	2.795013069
20475	224581	672.634431	4.314182023
20475	224582	624.593327	5.757102026
20476	235707	3821.881825	2.135303627
20477	235613	321.009725	11.25093701
20477	210168	1292.666822	3.660444089
20478	210090	3146.722861	0.673926127
20479	204912	0	15.235394
20479	237141	1708.433236	31.32116844
20481	209856	1229.10517	3.941394085
20482	235706	5263.491046	0.953911585
20483	335479	14290.55978	0.500660053
20484	224586	4210.832576	1.311686481
20484	210159	5154.5142	1.739391016
20485	209885	19752.95253	1.208053511
20486	234516	2253.94418	3.167442276
20487	209846	1535.95406	5.726769207
20488	209883	639.855702	13.23471206
20489	209921	2268.239048	3.177008281
20490	205075	398.807437	10.45991002
20492	210557	1477.567608	7.232988239
20493	209940	1.795831	2.934208
20493	209943	3675.711898	1.250024336
20494	209914	1552.36911	2.619873097
20494	235600	377.410975	3.345679005
20496	209928	5620.30109	1.87989334
20496	209894	5379.387372	0.298076192
20497	235642	1827.981765	5.526844298
20497	235643	273.913861	3.136258002
20498	235592	0	14.021625
20498	235593	1042.044465	13.17995319
20498	235594	1523.522733	6.796376241
20499	235589	561.182204	7.458876027
20502	210536	189.542549	3.488202001
20503	210601	11250.2155	3.541037457
20506	235595	417.223479	10.54221802
20507	235597	4695.243278	6.652376136
20508	210608	802.362231	4.272087035
20509	235582	0	12.784107
20509	221192	371.065264	14.25644102
20509	235583	1120.49373	7.170079125
20511	221188	1769.493859	0.904012045
20513	210436	3474.221413	10.50835048
20513	221164	529.103077	12.11899904
20513	235585	19.011286	8.561674
20513	235586	0	6.021707
20513	235587	370.527408	2.464643003
20514	237224	20089.40671	0.67653103
20515	210543	0	4.527957
20516	210516	663.930434	4.088200021
20516	210521	2818.412232	3.260477475
20517	210518	456.476254	12.50967003
20519	235591	7727.461658	0.695255031
20520	219219	1044.821939	4.318425064
20520	219226	275.17327	10.76004501
20522	210629	7369.747263	0.875285164
20523	205644	105.913768	30.901661
20524	219223	301.399833	8.045062007
20524	235557	0	12.463491
20525	221297	193.992875	4.453314001
20527	221296	656.992443	5.88769603
20529	364563	1030.480394	5.201114075
20531	236249	255.243071	9.531401006
20531	236251	755.643858	6.034117043
20532	219079	33.604321	4.976967
20532	219081	0	9.845547
20532	236240	988.347224	9.512183125
20532	236243	0	2.549012
20532	220207	1323.600776	2.180893056
20533	236244	5296.85727	2.289737424
20533	236245	78.791512	0.731968
20533	236246	4293.60857	1.100310422
20535	219026	2036.239333	1.781612123
20535	48055	0	3.407282
20536	219936	845.432024	1.383827013
20536	219027	2610.174372	2.278536278
20537	219933	7183.718942	3.009947774
20538	236238	2471.310173	2.019234218
20539	236236	492.17892	5.702683015
20539	236235	1002.9171	1.341730018
20540	236231	65.005123	1.995537
20541	220071	620.654163	3.096363014
20541	236225	6719.650901	4.641969991
20544	220025	564.069146	5.45268002
20545	205627	829.346928	53.36262947
20545	202251	78.709216	21.344252
20546	236254	5838.040058	1.422081106
20547	210285	314.481803	11.29198601
20547	210292	597.986647	11.04772805
20548	221122	2792.323594	5.030543718
20549	236266	2023.793753	6.391190435
20549	219100	802.202971	0.861818007
20550	219107	21443.96998	10.45584017
20550	221120	28592.35986	3.682449689
20551	236265	5554.235616	2.582659792
20552	219101	1392.48851	4.742883137
20553	219103	4979.045864	1.655516893
20554	219106	2899.806473	5.090247792
20554	236263	1996.047472	4.227621279
20555	221129	20354.24013	5.273229541
20556	237176	17419.9592	2.058530795
20557	204094	22360.58919	2.504815774
20557	204238	16441.72617	2.204587561
20558	236262	4679.297809	6.39242399
20559	221074	8380.703864	2.423507331
20561	221073	2104.307826	5.939755442
20562	221113	141.156398	9.051776001
20562	219134	4096.783488	8.615245968
20564	210280	1056.274241	4.521749069
20565	221265	18720.70076	0.862042783
20566	210277	8580.289909	3.247314126
20569	221254	9237.401048	4.828767795
20570	221112	1192.422364	4.9789491
20572	210805	7952.142331	3.459214479
20573	210794	0	9.039402
20573	236216	11058.20399	2.261428646
20574	219236	5873.997654	6.23528792
20575	219997	22490.55246	4.061626291
20576	236220	29511.59008	6.809899148
20576	236221	12664.6174	4.301526869
20577	219969	1821.398681	7.590744405
20578	219949	1773.329252	5.9842703
20579	204096	13441.35057	1.872091916
20579	236805	1390.581402	0.69242002
20580	219942	5319.119536	6.472414065
20581	219950	108.735511	1.577426
20581	236217	5570.543012	2.231060558
20582	210774	3828.713042	4.694323384
20583	210776	674.818716	5.874104032
20583	219999	2106.160544	27.82263642
20583	236218	161.244892	5.937631001
20583	48209	0	5.514849
20584	220001	3563.45289	10.20855655
20584	220248	22983.25674	7.835941539
20585	220239	37722.00764	8.008062276
20585	219035	2588.342508	5.531066663
20588	220015	3330.878753	3.522522754
20589	220010	4530.665317	3.558112545
20591	220168	0	3.444283
20592	220162	71096.05819	0.818098778
20592	219043	12213.09192	0.835189549
20593	219039	7142.647267	1.4549448
20593	236226	2424.224785	2.059160212
20594	220216	10570.54404	1.569778785
20594	220221	27139.91456	1.824054633
20595	220219	7768.422829	1.854097783
20596	220243	4392.253821	1.969344796
20597	236228	32284.197	2.358526736
20597	236229	10358.40952	1.77716917
20598	220007	16552.03931	2.056288581
20599	220169	4295.844413	0.757220291
20599	220170	0	1.161341
20601	202479	5054.533569	2.27315627
20602	220010	5330.198718	2.912484838
20604	236224	8258.957164	2.715838693
20605	220246	3067.398321	3.580652634
20606	220003	11292.24418	1.991275065
20606	220069	37189.47515	1.751581378
20606	220064	7000.015893	2.837779352
20607	220251	10837.80184	4.351046046
20607	236223	4852.861119	4.240743157
20607	219980	15890.09202	0.983428655
20607	236222	42070.44489	1.696428953
20608	219979	11459.38345	4.641908036
20609	219998	2253.548193	8.015471698
20609	236219	25179.62475	5.373947587
20611	220687	9766.516865	1.59001704
