iteration 	 pChnage
0	Infinity
1	0.21567020147977892
2	0.11063702809770289
3	0.18379952468110247
4	0.17862642368199563
5	0.18119499587487714
6	0.1979129335927018
7	0.11523281612220367
8	0.1257086690738249
9	0.1266884118284011
10	0.1223076967927826
11	0.14416282773534542
12	0.1018850066246342
13	0.06588548149033212
14	0.07735964003844156
15	0.08270223025118388
16	0.061999069558801405
17	0.06643817539357226
18	0.06420724692820254
19	0.06202781699032056
20	0.03851160726671234
21	0.04775437147818393
22	0.048577686861449705
23	0.032734323674693845
24	0.06203527552522447
25	0.030434083020669363
26	0.04830920683475583
27	0.03465970461854798
28	0.029925471020256257
29	0.05052048723131052
30	0.043606429875877005
31	0.038286221588642866
32	0.02819717860829516
33	0.02900340041224233
34	0.03584803050134392
35	0.03922629189815186
36	0.03389013785922442
37	0.024325123330649172
38	0.033677179773514004
39	0.029233801184081663
40	0.03338288882172749
41	0.025815551751743018
42	0.02959769184461445
43	0.028151696815824988
44	0.02793203168824871
45	0.0209490225507067
46	0.025911514330483432
47	0.02505965769464342
48	0.024549913279472747
49	0.019417662682510963
50	0.021310621056267187
51	0.02068821908702622
52	0.021685955280336063
53	0.017802909376180457
54	0.01922213532978739
55	0.019495787811355907
56	0.01794736903041539
57	0.015319589589859493
58	0.017523484249850372
59	0.01580489347142996
60	0.01607693061128923
61	0.013311625180808757
62	0.015549199378701742
63	0.014585403806306222
64	0.013754866659778594
65	0.012012578637797715
66	0.01353704761528682
67	0.013513698548791274
68	0.012343587089255998
69	0.010781249895090222
70	0.011904588823656935
71	0.01200688658964174
72	0.011003750171983805
73	0.009930720908520789
74	0.010440305525981164
75	0.010626730743910866
76	0.010032972961545898
77	0.00911862800178859
78	0.009357309727272433
79	0.00981616186378024
80	0.009372354013751772
81	0.008422190338301638
82	0.008420762968617317
83	0.008724509943236822
84	0.0082712671435393
85	0.007562592210648843
86	0.007604461093584386
87	0.007922519206613009
88	0.007367499497107294
89	0.006799069466163959
90	0.0068587032911152845
91	0.007089131047767764
92	0.006561221331768167
93	0.006131007329211929
94	0.00611649206411145
95	0.006452871933878715
96	0.005818249234454864
97	0.0055260879417040245
98	0.005541497709500571
99	0.005757978383542693
100	0.0052073631065291314
101	0.005017833547783324
102	0.004970410855292467
103	0.005198554817129248
104	0.004649682279434991
105	0.004535176836761967
106	0.00449239492701236
107	0.004689581245355918
108	0.004158982925428484
109	0.00411499023815098
110	0.00403282038862489
111	0.004231955609708305
112	0.003733985022492114
113	0.0036869656146861465
114	0.0036500185998435946
115	0.0038104603262635144
116	0.003334454324080882
117	0.0033130843961454996
118	0.003297623441289909
119	0.0034225797510810748
120	0.003002012593891821
121	0.0029816173691514913
122	0.002993192411638969
123	0.003109785330779046
124	0.002717237452101514
125	0.0028846596688769737
126	0.0028336600284339336
127	0.0029568081610964474
128	0.0025867455632546414
129	0.0027315339829771354
130	0.0026938217288003993
131	0.002777874503058232
132	0.0024479263426250755
133	0.002456108284204564
134	0.002429357749212872
135	0.0025331700531825755
136	0.0022028717536979364
137	0.002206149184009157
138	0.0021906487709880368
139	0.002289110611228182
140	0.0019782071994391692
141	0.0020983752581045898
142	0.002077243450638399
143	0.0021720913704204475
144	0.0018764519687098063
145	0.0019925691849352173
146	0.001969582167157334
147	0.0020501467359725378
148	0.0017800175824646406
149	0.001790539979886551
150	0.001795150643953499
151	0.0018714838053520036
152	0.001607471527648827
153	0.0016989643622845497
154	0.001704071619740399
155	0.001779608183417336
156	0.0015253004866355102
157	0.0015315053873191642
158	0.001543303117237636
159	0.0015928817177242895
160	0.0013749652983621275
161	0.0013742437283561617
162	0.0014064071339692495
163	0.0014339035015902485
164	0.0012383166907710987
165	0.0012387903881254051
166	0.0012712523260629807
167	0.001296939426601321
168	0.0011170993736822293
169	0.001123487107211416
170	0.0011229952288657208
171	0.0011726733881197565
172	0.0010084101061052166
173	0.0010112823368008006
174	0.0010180385974009525
175	0.0010565357867470585
176	9.101448511353674E-4
177	9.107681216362554E-4
178	9.3232043105963E-4
179	9.578935658267978E-4
180	8.216810664187498E-4
181	8.679505068355664E-4
182	8.776533959109935E-4
183	9.080839627773307E-4
184	7.797855110263913E-4
185	7.81907791502084E-4
186	8.019100642083337E-4
187	8.171466785890379E-4
188	7.029867416621013E-4
189	7.06391598711243E-4
190	7.230520206450441E-4
191	7.382543438336037E-4
192	6.349452231700367E-4
193	6.278431247928236E-4
194	6.510829267272653E-4
195	6.645007512216039E-4
196	5.737057740632115E-4
197	5.712871225865594E-4
198	5.895245196062522E-4
199	6.048796404978013E-4
200	5.166580893741715E-4
201	5.152195381708501E-4
202	5.289603403398891E-4
203	5.431127747320742E-4
204	4.676021615346507E-4
205	4.680986501017114E-4
206	4.767996914280573E-4
207	4.886800755860029E-4
208	4.211512199349213E-4
209	4.2459417286948916E-4
210	4.286283660636225E-4
211	4.4421813838817903E-4
212	3.7972252448564766E-4
213	3.8197086315680187E-4
214	3.8816511101465075E-4
215	4.000854721603838E-4
216	3.4261134949339027E-4
217	3.443351631060756E-4
218	3.503366604366502E-4
219	3.594230636249938E-4
220	3.0939392120891567E-4
221	3.193789060904779E-4
222	3.333251744888483E-4
223	3.4148789710159263E-4
224	2.9355157017725623E-4
225	2.958301570002628E-4
226	2.938198733584926E-4
227	3.1057671755983E-4
228	2.6530513843745683E-4
229	2.682974484122064E-4
230	2.645581465763803E-4
231	2.7874364878650696E-4
232	2.393281206428083E-4
233	2.3914756608731552E-4
234	2.4522081822212546E-4
235	2.516286690663977E-4
236	2.1597278679468806E-4
237	2.1821155605257568E-4
238	2.1552877712535236E-4
239	2.2637636215900683E-4
240	1.9511247438786978E-4
241	1.9746105518197727E-4
242	1.948910053790706E-4
243	2.0522157347333136E-4
244	1.757052662801156E-4
245	1.7843524163890657E-4
246	1.7606200035542716E-4
247	1.84557664992837E-4
248	1.5888365697532713E-4
249	1.6054875072132757E-4
250	1.6242224630072443E-4
251	1.6550217335013618E-4
252	1.431091025971446E-4
253	1.4130600218245645E-4
254	1.4727862389413184E-4
255	1.5018882249513417E-4
256	1.2924216848547542E-4
257	1.338171282557003E-4
258	1.3954338554417008E-4
259	1.4381738390039744E-4
260	1.2243216610917672E-4
261	1.2714392452899408E-4
262	1.325688267489881E-4
263	1.362533632195247E-4
264	1.1650527585920993E-4
265	1.1763044172522593E-4
266	1.1677197414574336E-4
267	1.2287588872793949E-4
268	1.0512280408684844E-4
269	1.0592891076661753E-4
270	1.0502586080646306E-4
271	1.1004536980013094E-4
272	9.485498842073728E-5
273	9.628181269612234E-5
274	9.48940053907252E-5
275	1.0010597990292098E-4
276	8.571208801900246E-5
277	8.687379633967082E-5
278	8.553910827245042E-5
279	9.027644780542077E-5
280	7.730271145622267E-5
281	7.835062463125154E-5
282	7.919884363943837E-5
283	8.115784998723798E-5
284	6.980497675142567E-5
285	7.016431027439963E-5
286	6.982361755454906E-5
287	7.381893032590178E-5
288	6.295691065722812E-5
289	6.367669741891075E-5
290	6.450941472115981E-5
291	6.60912150859973E-5
292	5.680928185257496E-5
293	5.7280935707210106E-5
294	5.823954357562598E-5
295	5.994223906226487E-5
296	5.1256303483289096E-5
297	5.1974461292546425E-5
298	5.1190827395147834E-5
299	5.369007738115778E-5
300	4.6248873736533565E-5
301	4.573008031861069E-5
302	4.744762516812804E-5
303	4.860038064847691E-5
304	4.177299330074371E-5
305	4.233671401939611E-5
306	4.184594513166988E-5
307	4.384343988946358E-5
308	3.771315808126222E-5
309	3.8080132495539627E-5
310	3.7603991893259394E-5
311	3.99146350386971E-5
312	3.402356466934224E-5
313	3.362607887227574E-5
314	3.489947396205866E-5
315	3.5732377935240045E-5
316	3.0654206685623337E-5
317	3.098582885947155E-5
318	3.1449864220677684E-5
319	3.224090420925459E-5
320	2.7752728870939533E-5
321	2.8061461056458333E-5
322	2.8291495102398336E-5
323	2.919777592487546E-5
324	2.496686868374894E-5
325	2.470029162742E-5
326	2.5770333641976154E-5
327	2.624860260602313E-5
328	2.258001001446261E-5
329	2.276463379318767E-5
330	2.3097414502305383E-5
331	2.3674246561242676E-5
332	2.033465830965006E-5
333	2.0598224690865643E-5
334	2.0406144767897557E-5
335	2.137961150396798E-5
336	1.838451357348909E-5
337	1.8650978406161054E-5
338	1.841536704012505E-5
339	1.9456149322393854E-5
340	1.6591819314418103E-5
341	1.681415056987609E-5
342	1.6621355617278323E-5
343	1.7464684733721926E-5
344	1.4973954540357001E-5
345	1.5108725273938393E-5
346	1.5003980470424302E-5
347	1.5882297754851223E-5
348	1.3523013315320239E-5
349	1.336580282507293E-5
350	1.3835599723771907E-5
351	1.4169126984290468E-5
352	1.2185240416449806E-5
353	1.2358493347931607E-5
354	1.249329238653864E-5
355	1.2850351419965169E-5
356	1.0987801079524328E-5
357	1.0883889398692746E-5
358	1.1282601294138647E-5
359	1.1560041042317451E-5
360	9.921865502744935E-6
361	1.0026658163755931E-5
362	1.0140064631502898E-5
363	1.0417839640896753E-5
364	8.952582858231321E-6
365	8.89145326784209E-6
366	9.192622178063462E-6
367	9.490984066325855E-6
368	8.079060188131326E-6
369	8.157340471119395E-6
370	8.290654111082993E-6
371	8.4871523116183E-6
372	7.305736440492034E-6
373	7.3746286902277775E-6
374	7.456700097190694E-6
375	7.73334095615619E-6
376	6.595420436360367E-6
377	6.6709763534053335E-6
378	6.747639462368862E-6
379	6.92989366476573E-6
380	5.941288588838801E-6
381	6.0189965326826145E-6
382	6.0947765187779975E-6
383	6.268221408933121E-6
384	5.370351324407139E-6
385	5.30983352085272E-6
386	5.514834086816325E-6
387	5.55703060330264E-6
388	4.854140470249103E-6
389	4.901986139401248E-6
390	4.953550471457638E-6
391	5.022975708889765E-6
392	4.372110156977957E-6
393	4.3226842973067905E-6
394	4.490361847889839E-6
395	4.529711381665293E-6
396	3.94124321698932E-6
397	3.986119566078407E-6
398	4.03135505907555E-6
399	4.22148697845138E-6
400	3.5635275439778033E-6
