iteration 	 gap 	 fullGap
0	1.2064909704268452	0.4778122792554824
1	0.33358294223013313	0.2912821368108648
2	0.17603478279738707	0.25706051671359
3	0.113644647634399	0.21160832099175575
4	0.07240186164250546	0.17642872454321834
5	0.058122224125621715	0.16314485513098065
6	0.04196326757832367	0.14996398046106985
7	0.031708558446945666	0.1281494435145114
8	0.028617412274232944	0.11480189097236082
9	0.026496214918832237	0.09367689632922716
10	0.016163233317850335	0.08120230789314553
11	0.01995846353767876	0.07769652963832085
12	0.016629068867455857	0.07085825927324818
13	0.013050384117663264	0.05340834267127326
14	0.00982931692025736	0.047644628154672075
15	0.00944316582203446	0.04246575346385939
16	0.005427348563838041	0.036349643870295156
17	0.004683014243838696	0.033624657567362215
18	0.004567575249000216	0.030548997209184248
19	0.004893135491458344	0.023759488036919185
20	0.004198351551464003	0.02007321064283496
21	0.002901122069018278	0.019128835984764225
22	0.0025176752756013395	0.01825560288353989
23	0.002008342012733569	0.017723661101234023
24	0.0013582186111733797	0.017130709112582743
25	0.001121578262092716	0.01631503218891872
26	0.001369464555950865	0.017348549647310252
27	9.810685485419702E-4	0.016931802939342155
28	4.379419022891859E-4	0.01680948596902565
29	5.073941621634925E-4	0.016652056988998076
30	4.5335131911058806E-4	0.01610177381343325
31	3.378497963696447E-4	0.01588260308206213
32	3.018718223701743E-4	0.01586774701058169
33	2.9449362624734885E-4	0.015840591706864138
34	2.2634159454756599E-4	0.015423644460359598
35	7.641364860959096E-5	0.015752581712091818
36	5.4849935474122634E-5	0.015077363889370643
37	1.0206691846136907E-4	0.015161077295067327
38	1.0686660807976662E-4	0.015113227420487041
39	4.3157192927474025E-5	0.01508961878168713
40	4.3322778250208096E-5	0.015044744726842363
41	5.342026492925988E-5	0.015023270102484276
42	5.527782496927302E-5	0.014899034195101413
43	4.989934891654259E-5	0.014895075829643223
44	4.99719402439787E-5	0.014874922144965108
45	4.5233605385037665E-5	0.014849725815840653
46	3.145970527010973E-5	0.014842786223352888
47	2.8570457480401586E-5	0.014829682804368582
48	3.324262179923201E-5	0.01483055711662884
49	2.5733840926819145E-5	0.015076806226433148
50	2.9186914009048756E-5	0.01503728727903908
51	2.8375284406179958E-5	0.015043323655525631
52	2.803802856873402E-5	0.015043373524890158
53	2.42243354277108E-5	0.015040902686206614
54	2.4599157251286533E-5	0.015025810103744153
55	2.369209481325231E-5	0.015023411762111416
56	2.2271063423283194E-5	0.01501139804514795
57	2.138028869025041E-5	0.015002230814984419
58	2.1805516460526118E-5	0.014995842430737372
59	2.0964651238873224E-5	0.014988253881449864
60	1.9994075611337458E-5	0.014979200882604737
61	1.9377846416364505E-5	0.01497459702257109
62	1.9427116946996546E-5	0.014964732187060736
63	1.898852811212032E-5	0.015108488614975046
64	1.9436424465199742E-5	0.015108540568872786
65	1.832292184673857E-5	0.015100679652590543
66	1.8353091432588733E-5	0.014943032152265445
67	1.7647591482196577E-5	0.015028448743558465
68	1.7093072915610575E-5	0.015021411009711994
69	1.6729844374023045E-5	0.01501525577638374
70	1.6166429480818948E-5	0.015008480036631577
71	1.6149717121439197E-5	0.015002973445228607
72	1.6131067740005955E-5	0.014996536415590844
73	1.5527187394284547E-5	0.014989881662016757
74	1.565034933060069E-5	0.014983767546569382
75	1.5513301208420533E-5	0.014977464135047858
76	1.4911946466291452E-5	0.014970908364771551
77	1.4849957525223378E-5	0.014964745808817126
78	1.4815777461920946E-5	0.014958714807069784
79	1.440569615589916E-5	0.014951945762478713
80	1.4236945838353298E-5	0.014945919823270315
81	1.4258443607542926E-5	0.014939701565179542
82	1.3857432921310008E-5	0.014932906130521895
83	1.3783379479403736E-5	0.014376832902947445
84	1.3758040857956037E-5	0.0143684898163563
85	1.3394515653024228E-5	0.0143596818981514
86	1.3346618198234425E-5	0.014351426440973647
87	1.3155011223563757E-5	0.013798570925750653
88	1.3053877442697586E-5	0.013790255835047116
89	1.3046995288613192E-5	0.01378177147641968
90	1.277850648206245E-5	0.013319739181319123
91	1.2686197431530895E-5	0.013311321385600872
92	1.2674847978296387E-5	0.011986062028919164
93	1.24205253498133E-5	0.011977201480063981
94	1.2343646668159129E-5	0.011968719855069532
95	1.2232911669644303E-5	0.011959827521815791
96	1.212511872917864E-5	0.01195129765225611
97	1.2122058429667702E-5	0.011942683227069373
