iteration 	 master_max 	 master_avg 	subnet_0_max 	 subnet_0_avg 	subnet_1_max 	 subnet_1_avg 	full_max 	 full_avg
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	180.64086982607765	16.09246382193032	60.64926222182912	6.004301899147458	82.65189997157594	7.389351503850628	96.89108911439251	7.661312639846303
2	87.22576787540316	6.787136019057291	60.64926222182912	5.839057443759046	56.28802184324201	5.139874631776314	86.33743138255801	7.499280428611548
3	63.20600450823335	4.881130644429876	50.85298860214224	4.446943646866113	49.793441097613474	4.622147410609596	89.95570230023012	6.512095961714977
4	52.395439200507894	4.255792149445803	41.970614543681364	3.7853230620481466	43.70552231611744	3.570131575211257	90.94931886649256	5.95066570237089
5	46.486024446873174	3.7428339992486017	35.661519610807794	3.5258608958573587	33.10657034447559	3.1761759582316853	82.17290199529346	5.030790675641112
6	35.522723164566145	3.5055168907055743	33.5246266898206	3.3023560075136134	31.5841750998084	2.8371991262303897	83.20589271215118	4.883858607913585
7	33.57275720909391	3.2376656251203624	27.829398339526477	3.1570410976224212	26.934595396613915	2.3237577829527387	82.00009235390861	4.697217419506298
8	34.477549151617595	3.13533506695986	38.83069744004128	3.0710342336820897	27.35845238384061	1.8916625807165135	77.21932326263155	4.423418448641198
9	30.525314952858906	3.168962997381311	27.958911678064396	2.5972446790199197	19.17944510154781	2.0252000211137546	75.18391235523535	4.049526802783429
10	32.53424441723291	2.9156700972251266	17.024212082446176	2.2028078168214575	16.011109889369656	1.9699826866916108	76.94623520660429	4.022579295913098
11	32.4529724770243	2.804765338676398	19.422934266522965	1.868592631562502	23.978224548638444	1.8369359773769658	68.84201818894681	3.8224514767727418
12	29.677160309454	3.190615972291594	13.105315040637066	1.4709132206160411	16.15174083994176	1.7378309728054704	66.40075187609918	3.6114222843951693
13	30.440450107458833	3.0557359843569434	11.99470351130772	1.1326476132319063	9.565452431957176	1.0642195611478398	58.82965338795836	2.9143786082399257
14	27.173656477510733	2.7587346684664658	11.248887157787905	1.0065766549321638	12.28506091979505	1.0223454923318058	55.740251198837136	2.6570400476077385
15	28.02533221420328	2.7810453344820583	8.951586466587514	1.100196356443528	10.036445357316154	0.7172895607228649	52.99324744372984	2.583592552203477
16	28.18649321264641	2.783505012161135	8.579488921414402	0.7294165027910893	6.682091488665211	0.523463489728872	52.71394313208282	2.3614166610140948
17	28.341243837730254	2.642679745758086	7.85647130744087	0.6793676476032892	5.304008872970996	0.4745110377887275	52.4396773187441	2.3415714282105835
18	28.326412204696304	2.612028513530436	6.388629843214375	0.526193862162501	7.116386596229177	0.40603292999081875	50.40106660707008	2.1901499129485136
19	27.647926415163376	2.6887378051118174	5.146285175647975	0.4215733961526049	5.531066487149177	0.38674656731588913	43.535767059747826	2.1062618840255776
20	28.283905644653558	2.669373063343702	4.715326726483909	0.3214627466294049	5.1495533254820565	0.27244244392677064	45.18897621692761	2.1563087668536687
21	28.712765931218982	2.718815847078384	5.402019071397294	0.31354774208057645	5.854727198105611	0.1539665594263561	43.862289793073096	1.9368776588291705
22	27.56221679981629	2.6585582952928872	4.80486207959801	0.25004486703802714	2.068800652431733	0.13225911895330822	44.458254159749366	1.9949034494586826
23	27.946530420673422	2.642857959521766	6.033762621671642	0.16201006090576117	1.9999104485519794	0.1344313831363393	45.08741287465902	1.9799330755843316
24	29.135246028153553	2.678663300538288	2.15147264265908	0.11522281027825805	2.2753234957007358	0.11906719895442348	45.51002030070645	1.964608361578172
25	28.547828868381917	2.65621587027752	2.038040924124253	0.11625817153871094	1.9588106481341612	0.08712443036689058	45.292604554808655	1.9849954458997674
26	28.6185161062918	2.674365754374349	1.8413114804911643	0.1045265114004076	1.6342742646834552	0.09184057148996226	46.03747288826765	2.0243796060575505
27	28.269693531813218	2.6771136407830607	1.297311204111125	0.08394509379726912	1.499196561107759	0.07828767953452746	45.07825356827991	2.0189100690874544
28	28.029266862341935	2.668764001510313	1.2271207344767276	0.09466543892332697	0.8722612677199919	0.051266616006324504	44.79329611202793	1.974648802116572
29	28.273777528838508	2.654650571140517	1.0671295315726113	0.07513334782564245	0.8063188119189562	0.04985989911746696	45.21514070801355	1.9597836133299704
30	28.585129695170593	2.6398267115949645	0.817675722824518	0.07221488203135541	0.7267506747209218	0.034749170175162616	44.78014661964158	1.9678373336358563
31	28.991737905509375	2.628933659160333	0.7495415784440027	0.04941046325519036	0.5484364053704454	0.03378428584939843	44.784553498704625	1.925704437342365
32	28.99708239290659	2.634533857151763	0.5518716788018523	0.04657874913144209	0.6041394721789324	0.02817998970788493	45.10711168066461	1.9221022568143085
33	29.079507048744663	2.6301881551692974	0.394264255386922	0.03941312241122959	0.44898615679821674	0.023830842417509577	45.10204028093145	1.9307946614527645
34	29.295280125897328	2.6313270814618486	0.33389890314619564	0.0333330199887946	0.4457938030560271	0.021996641055166754	44.916623768051664	1.9236112677799144
35	29.242481798648768	2.628241026750256	0.37460337511484454	0.031217810782537624	0.2641532807745861	0.01811410984234374	45.02042547859553	1.9153827975820277
36	29.46112344948049	2.62476832944708	0.23610461620733503	0.015081177745706791	0.2458095210998259	0.013289219541834577	44.726272670676195	1.896646489501207
37	29.4886306426923	2.621683174786585	0.2051042936862828	0.013193203452827533	0.20666676481813084	0.010716827971992478	44.73842807540586	1.8850178137759082
38	29.499547811026847	2.620138919978724	0.17065408818043437	0.01057254787791457	0.16957865958078244	0.008970836891999668	44.803214616926255	1.8989680531178528
