iteration 	 gap
0	NaN
1	0.42174502862595264
2	0.41942121676629307
3	0.27787120694206235
4	0.27649920813525264
5	0.27649920813525264
6	0.2754318463104729
7	0.205396325960431
8	0.20498349565275498
9	0.17024389283132624
10	0.16981805672627948
11	0.163877439337209
12	0.16358093886747005
13	0.14745918028703964
14	0.1473505274954927
15	0.12312261570422156
16	0.12298097300576205
17	0.11370639562063523
18	0.11364255817102609
19	0.08736720788413355
20	0.0874606961326404
21	0.06506265676523082
22	0.06505112980010808
23	0.05837487716072065
24	0.05828123062180357
25	0.05309919210376235
26	0.05294570424383982
27	0.03528425305488103
28	0.03540747406932587
29	0.03161034893976533
30	0.03151394193455004
31	0.03199477428668451
32	0.03166018621390998
33	0.019478222405048817
34	0.019304595821821424
35	0.017074359240653814
36	0.017008271299764344
37	0.013549404761157735
38	0.013391175339890315
39	0.01159526778058051
40	0.010890615459404507
41	0.00875777550653467
42	0.008462638423694102
43	0.007912343689385093
44	0.007930889844404487
45	0.006678059889553167
46	0.0066887864626101745
47	0.005818531793182702
48	0.0058027282634706134
49	0.0033376328720002846
50	0.003251317561519307
51	0.0033362649700385827
52	0.003327885416066101
53	0.003079611291353923
54	0.0030805054697574663
55	0.0028772910089366333
56	0.002849519929581601
57	0.0027737852406435337
58	0.002755165460212483
59	0.002243027124278152
60	0.002230154229404091
61	0.0018263890646722514
62	0.0018142578504957152
63	0.001463839949239376
64	0.0014597474292940005
65	0.0013955716402827
66	0.0013910825019010087
67	0.0010740297324991488
68	0.0010754274900788285
69	8.440662849306113E-4
70	8.402482713281145E-4
71	7.401956912348462E-4
72	7.436891124948941E-4
73	3.877963123060102E-4
74	3.867113640212416E-4
75	3.862551020917815E-4
76	3.8891377737360067E-4
77	3.3630060913025783E-4
78	3.359129887769985E-4
79	3.543845733285922E-4
80	3.555218203409316E-4
81	3.2659775032428673E-4
82	3.270717176176996E-4
83	2.3142102243045581E-4
84	2.3177700717558203E-4
85	2.1572414964809994E-4
86	2.158781491139461E-4
87	1.7586267744085227E-4
88	1.7626722223396118E-4
89	1.5753413433161612E-4
90	1.576950358740392E-4
91	1.5319264395941E-4
92	1.5321586187200253E-4
93	1.2622144391283285E-4
94	1.2614073267547266E-4
95	9.742122887157478E-5
96	9.735665155863327E-5
97	9.137802318071042E-5
98	9.132923428278872E-5
99	9.793022178627986E-5
100	9.796289570762617E-5
101	5.773518023666213E-5
102	5.774986494844203E-5
103	4.218359348073797E-5
104	4.2181610134250924E-5
105	3.7115060053882765E-5
106	3.712022826485306E-5
107	4.1567882685278335E-5
108	4.1667964278180314E-5
109	3.595115262666759E-5
110	3.608716122593947E-5
111	2.9574611203897483E-5
112	2.982458968014967E-5
113	2.160702938414083E-5
114	2.174999525106358E-5
115	2.037351165173895E-5
116	2.052277286279658E-5
117	1.2070449680656736E-5
118	1.2333150859356046E-5
119	1.0638167919574393E-5
120	1.0785273523272743E-5
121	1.1402290289175276E-5
122	1.1543398577562591E-5
123	1.0173534662594186E-5
124	1.0407978577320343E-5
125	5.077742911696603E-6
126	5.212624434203228E-6
127	5.364535209939625E-6
128	5.484993816806671E-6
129	5.9071026587975695E-6
130	6.045804100129892E-6
131	5.4507818043614265E-6
132	5.584304792582984E-6
133	4.10877527978748E-6
134	4.309810019864635E-6
135	3.0952330548617013E-6
136	3.1974512152421752E-6
137	2.4799241327144728E-6
138	2.589533230734631E-6
139	2.10577391501765E-6
140	2.280842065216504E-6
141	2.0599248065078513E-6
142	2.152187869919331E-6
143	2.284918050432516E-6
144	2.387324338215535E-6
145	1.6624361832695556E-6
146	1.822391521466571E-6
147	1.2354596241603844E-6
148	1.318876031275451E-6
149	1.1028518931421871E-6
150	1.1956791166056746E-6
151	8.633473923547186E-7
152	1.0094438129826244E-6
153	6.935216163572733E-7
154	7.698512068943231E-7
155	6.228852053036249E-7
156	7.096334679879135E-7
157	5.596605971991409E-7
158	6.937672010209894E-7
159	5.236619856630043E-7
160	5.936635588676964E-7
161	4.0291439151740605E-7
162	4.827393003115077E-7
163	3.603945208929815E-7
164	4.830185437176837E-7
165	2.636997052940515E-7
166	3.2684373652003273E-7
167	1.7396943707836954E-7
168	2.464605289853594E-7
169	2.2354414364045283E-7
170	3.3423217982164743E-7
171	1.9363996850429999E-7
172	2.50890319297703E-7
173	1.5299239763955086E-7
174	2.535459064922918E-7
175	1.2049693121074512E-7
176	1.732551550004402E-7
177	1.1285449108555667E-7
178	1.735650596579319E-7
179	8.210245305839692E-8
180	1.756923460050075E-7
181	5.309706563316752E-8
182	1.0102750092055857E-7
183	5.309708517309275E-8
184	1.0862109833809086E-7
185	5.094538957362005E-8
186	1.3607348636757166E-7
187	4.735364433905431E-8
188	9.094797803754773E-8
189	2.9724269379194368E-8
190	1.0709729625357767E-7
191	3.938303394512843E-8
192	7.93515874120132E-8
193	2.6064991498486734E-8
194	7.256580591974426E-8
195	2.676428711989587E-8
196	9.881546425560828E-8
197	2.069393600923064E-8
198	5.7297035227499293E-8
199	1.8073634477921985E-8
200	6.054576018321711E-8
201	1.5946610476547107E-8
202	8.141169149933347E-8
203	1.8584965344459192E-8
204	5.193690955085373E-8
205	1.2202055588161898E-8
206	7.166994386853531E-8
207	7.690585501762826E-9
208	3.8298356042076875E-8
209	8.261221928762552E-9
210	4.389014651717815E-8
211	7.254478573415213E-9
212	6.303548605313125E-8
213	6.892761694743399E-9
214	3.494407940785038E-8
215	4.3023842266620704E-9
216	3.700337047884972E-8
217	3.735392217762978E-9
218	5.383914769563347E-8
219	3.3390126219501326E-9
220	2.7538602620502672E-8
221	3.6609303366574864E-9
222	3.1094943842013834E-8
223	3.0316708032884776E-9
224	4.653114527020108E-8
225	2.29875884993902E-9
226	2.1578920206266616E-8
227	1.433507201831219E-9
228	2.3399134629897844E-8
229	1.3939873699797545E-9
230	3.904440237789686E-8
231	1.2857198639082412E-9
232	1.6414051784430228E-8
233	1.058523046992832E-9
234	1.8541640667280035E-8
235	8.100256021492669E-10
236	3.3986239378336336E-8
237	7.266305335207335E-10
238	1.2784602487769803E-8
239	6.546059250212011E-10
240	1.4771130318891323E-8
241	5.67088487279932E-10
242	3.032736595187657E-8
243	5.13631803755743E-10
244	1.0542185568951368E-8
245	5.536008318429708E-10
246	1.2480232514100464E-8
247	4.916230755824813E-10
248	2.7629826648833955E-8
249	3.158912020850835E-10
250	9.103567344403984E-9
251	2.8225488613031757E-10
252	1.0634272795684296E-8
253	2.304680890574673E-10
254	2.5304678685778015E-8
255	1.8678592006438066E-10
256	8.120686345591821E-9
257	1.6346513032061694E-10
258	9.36930211192788E-9
259	1.4081980026503516E-10
260	2.355877559701014E-8
261	1.1535794541828182E-10
262	7.445061345201509E-9
263	8.672140783261284E-11
264	8.432374021261069E-9
265	7.180378513993446E-11
266	2.2104675534428964E-8
267	9.488043684058312E-11
268	6.9722484452583444E-9
269	5.705458328009172E-11
270	7.741021601503917E-9
271	5.6415316862512555E-11
272	1.8147242930588448E-8
273	4.2429726399006995E-11
274	4.4834781443015E-9
275	3.378475277315829E-11
276	4.849298296250026E-9
277	3.265987480460808E-11
278	4.777420570256652E-9
279	2.828681733291205E-11
280	1.3402564391640226E-8
281	2.4658941555344427E-11
282	1.9541989138005533E-9
283	2.135491783405996E-11
284	2.5704257611280923E-9
285	1.456768039531653E-11
286	2.705066837194181E-9
287	1.2011613925722031E-11
288	2.66742494758887E-9
289	1.0161427255184208E-11
290	2.5387165702994707E-9
291	1.0826450846934677E-11
292	2.403887533475313E-9
293	8.17423906340764E-12
294	2.3088200240550805E-9
295	7.907452470590215E-12
296	2.228795814573914E-9
297	5.592970531154151E-12
298	2.139923904742602E-9
299	5.313305351251074E-12
300	2.0835230207794098E-9
301	4.062528091708373E-12
302	2.030733914359928E-9
303	3.130939951745404E-12
304	1.983099684466083E-9
305	3.0266900097331018E-12
306	1.9400933082280858E-9
307	3.0315749910414524E-12
308	1.9002242002130743E-9
309	2.5196511543867928E-12
310	1.8619021879828779E-9
311	2.3854251907096113E-12
312	1.8255195133320967E-9
313	1.9346746427117978E-12
314	1.7920142036942366E-9
315	2.2267743204906765E-12
316	1.763604373650196E-9
317	2.2265522758857514E-12
318	1.7344354841242193E-9
319	2.2267743204906765E-12
320	1.7049769374111179E-9
321	2.2265522758857514E-12
322	1.6753648468537108E-9
323	2.2267743204906765E-12
324	1.645708680442226E-9
325	2.2267743204906765E-12
326	1.6161132432301883E-9
327	2.2267743204906765E-12
328	1.58683066686649E-9
329	2.2265522758857514E-12
330	1.5580406964588178E-9
331	2.2265522758857514E-12
332	1.5292437316460905E-9
333	2.2265522758857514E-12
334	1.5006940135009472E-9
335	2.2265522758857514E-12
336	1.4724692576351117E-9
337	2.2265522758857514E-12
338	1.4445914464644716E-9
339	2.2265522758857514E-12
340	1.4170877804531301E-9
341	2.2265522758857514E-12
342	1.389997783540764E-9
343	2.2265522758857514E-12
344	1.3633155715453427E-9
345	2.2265522758857514E-12
346	1.3370540230539518E-9
347	2.2265522758857514E-12
348	1.3112234631407205E-9
349	2.2265522758857514E-12
350	1.2858293318984693E-9
351	2.2263302312808264E-12
352	1.2608727395502228E-9
353	2.2263302312808264E-12
354	1.236357016765055E-9
355	2.2265522758857514E-12
356	1.2122780557177748E-9
357	2.2265522758857514E-12
358	1.1885672446254603E-9
359	2.2265522758857514E-12
360	1.1653619180762576E-9
361	2.2265522758857514E-12
362	1.1425993484692754E-9
363	2.2263302312808264E-12
364	1.1202588856562556E-9
365	2.2265522758857514E-12
366	1.0983248754925512E-9
367	2.2263302312808264E-12
368	1.0768113067882723E-9
369	2.2263302312808264E-12
370	1.0557145158074377E-9
371	2.2265522758857514E-12
372	1.0349945345211609E-9
373	2.2263302312808264E-12
374	1.0146801177057796E-9
375	2.2263302312808264E-12
376	9.947556112166467E-10
377	2.2263302312808264E-12
378	9.75212577358775E-10
379	2.2263302312808264E-12
380	9.56054013734331E-10
381	2.2263302312808264E-12
382	9.3727159367063E-10
383	2.2263302312808264E-12
384	9.188505512014444E-10
385	2.2263302312808264E-12
386	9.007790069404109E-10
387	2.2263302312808264E-12
388	8.830752795674357E-10
389	2.2263302312808264E-12
