iteration 	 gap
0	NaN
1	0.471080566779699
2	0.471080566779699
3	0.30359465360794735
4	0.30359465360794735
5	0.2751090583408565
6	0.2751090583408565
7	0.24547316823448273
8	0.24547316823448273
9	0.21558636310937251
10	0.21558636310937251
11	0.17023651744937207
12	0.17023651744937207
13	0.1418898189918696
14	0.1418898189918696
15	0.13034768629814664
16	0.13034768629814664
17	0.11132574816887741
18	0.11132574816887741
19	0.08999705666222813
20	0.08999705666222813
21	0.07380525780208569
22	0.07380525780208569
23	0.062086085461632856
24	0.062086085461632856
25	0.059134970757127925
26	0.059134970757127925
27	0.042274939922687826
28	0.042274939922687826
29	0.03338525587824326
30	0.03338525587824326
31	0.026467668958153556
32	0.026467668958153556
33	0.02017240602256154
34	0.02017240602256154
35	0.017451347403855566
36	0.017451347403855566
37	0.01548634108714575
38	0.01548634108714575
39	0.013598144557309899
40	0.013598144557309899
41	0.013114041294029266
42	0.013114041294029266
43	0.00895431162877558
44	0.00895431162877558
45	0.006103341397779238
46	0.006103341397779238
47	0.0060011672855573295
48	0.0060011672855573295
49	0.00437318846713719
50	0.00437318846713719
51	0.0037120136573206564
52	0.0037120136573206564
53	0.003151099016459713
54	0.003151099016459713
55	0.0024721288651434747
56	0.0024721288651434747
57	0.0024721288651434747
58	0.0024721288651434747
59	0.002064529891960376
60	0.002064529891960376
61	0.001918280341636991
62	0.001918280341636991
63	0.0019000978892239617
64	0.0019000978892239617
65	0.0014933063224195076
66	0.0014933063224195076
67	0.0012753909030617239
68	0.0012753909030617239
69	0.0012259782265242603
70	0.0012259782265242603
71	8.040541118956579E-4
72	8.040541118956579E-4
73	6.438424128915043E-4
74	6.438424128915043E-4
75	4.737885476213677E-4
76	4.737885476213677E-4
77	4.313806418152488E-4
78	4.313806418152488E-4
79	3.7579171814072776E-4
80	3.7579171814072776E-4
81	2.6677915609485403E-4
82	2.6677915609485403E-4
83	2.454989902740401E-4
84	2.454989902740401E-4
85	2.1160470539571818E-4
86	2.1160470539571818E-4
